# FILE DATA
ID : MDRW2100001426
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20211015
topic : 식음료

# SPEAKER_INFO
id : 1
age : 20대
occupation : 경영/관리직
sex : 남성
birthplace : 경북
principal_residence : 경북
current_residence : 경북
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: 안녕
P1 	: 안녕하세요 :)
P1 	: 이제 점심 식사 곧 하시나요? ㅎㅎ
P0 	: 넵~~
P1 	: &name1&님 오늘 점심메뉴는 무엇인가요?ㅎㅎ
P0 	: 저 아직 안정했어요~
P0 	: &name2&님은 머먹을껀가요?
P1 	: 저도 아직 메뉴를 못 정했습니다!
P1 	: &name1&님이 추천해 주실 수 있을까요? ㅎㅎ
P0 	: 음..
P0 	: 나도 아직 머먹을지 결정을 안해섴ㅋㅋ
P0 	: 너가 추천해주라!
P1 	: 음 &name1&님 보통 무슨 메뉴 좋아하세요? ㅎㅎ
P0 	: 닭칼국수 요즘 자주 먹긴해
P0 	: 닭칼국수 알아??
P1 	: 헉 닭칼국수 지나가면서 가게만 몇 번 봤어요..!
P1 	: 닭칼국수 맛있나요? ㅎㅎ
P0 	: 넵!! ㅎㅎ
P0 	: 여기 시골이라 먹을만한게 별로 없어여
P1 	: 그래도 닭칼국수가 있는 동네면 좋을 것 같은데요..?ㅎㅎㅎ
P1 	: 그래도 닭칼국수는 많이 드셨으니 음
P1 	: 오늘 돈까스는 어떠세요~?
P0 	: 돈까스 좋져~
P0 	: ㅋㅋㅋㅋㅋㅋ
P0 	: &name2&님도 오늘 돈까스 ㄱ ㄱ??
P1 	: 음 저도 말하다 보니 돈까스가 땡기네요 ㅎㅎ
P1 	: 치즈돈까스 어떠세요~?
P0 	: 치돈 좋져!!ㅎㅎ
P0 	: 이제 곧 먹으러 가야될듯여 ㅎㅎ
P0 	: 언제 밥 드세여?
P1 	: 저도 열두시쯤에 점심 먹을 것 같아요 ㅎㅎ &name1&님 맛있는 돈까스 드시고 다음에 저도 메뉴 추천해 주세요 ㅎㅎㅎ
