# FILE DATA
ID : MDRW2100028347
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210902
topic : 공연 및 관람>공연/전시회 및 관람

# SPEAKER_INFO
id : 1
age : 20대
occupation : 학생
sex : 남성
birthplace : 전북
principal_residence : 전북
current_residence : 전북
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 10대
occupation : 학생
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: 안녕하세요ㅎㅎ
P1 	: 앗 안녕하세용
P1 	: 공연같은거 좋아하세요?
P0 	: 공연이나 콘서트가보고는 싶은데 보러가본적은 없네요!ㅠ
P0 	: &name2&은 좋아하시나요?
P1 	: 아이돌을 좋아하는 편이 아니라 콘서트는 가본적 없는데
P1 	: 전에 오페라의 유령 뮤지컬은 본 적이 있어요
P1 	: 빌리 엘리엇<이라고 남자애가 발레하는 영화/뮤지컬 있는데 한번 보세요
P1 	: 되게 재밌어요
P0 	: 오호 그렇군요? 나중에 한번 봐야겠어요!!ㅎㅎ
P0 	: 영화도 좋아하시나요?
P1 	: 네네
P1 	: 이번에 싱크홀 넘 재밌게 봤어여
P1 	: &name1&은 최근에 영화 안보셨어요?
P0 	: 아하 그거 재미있아보이던데!ㅋㅋㅋ
P0 	: 저는 가장 최근에 본영화는 블랙위도우요!
P0 	: 마블영화 좋아하거든요ㅎㅎ
P1 	: 앗 저도 블위 봤어요!
P1 	: 저는 마블을 그렇게 좋아하는 편이 아니라 어벤져스 시리즈를 거의 안봤는데
P1 	: 이번엔 스칼렛 요한슨이 단독주연이라해서 봤어용
P1 	: 액션 되게 재밌고 멋있더라구요
P0 	: 아하 그러셨군요! 저는 대부분 마블영화들은 다 두세번 이상 봤어요!
P0 	: 블랙위도우도 정말 재미있게 봤네요ㅎㅎ
P1 	: 아하 마블 좋아하시는구나
P1 	: 저는 뒤늦게 해리포터에 빠져서 요새 왓챠로 보고있어요
P0 	: 아하 해리포터 보시는군요! 해리포터도 명작이라는데 제대로는 몇편 안봤네용!!ㅋㅋㅋ재미있게 보시는중인가요?
P1 	: 네네 너무 재밌어요
P1 	: 후반부 갈수록 점점 어두워지는데 그런 느낌 좋아해서 신나용
P1 	: &name1&도 한번 보세요 정말 재밌어요
P0 	: 아하 그렇군요? 시간나면 꼭 봐바야뎄어요!!!
