# FILE DATA
ID : MDRW2100007886
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210822
topic : 콘텐츠>도서, 잡지

# SPEAKER_INFO
id : 1
age : 30대
occupation : 판매/영업 종사자
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 단모음

id : 2
age : 30대
occupation : 서비스 종사자
sex : 여성
birthplace : 대구
principal_residence : 인천
current_residence : 인천
device : 스마트폰
keyboard : 천지인

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: &name3&도 늘그막에 쪽 다 팔렸죠
P1 	: 연말마다 노벨상 운운하던 거 쏙 들어가서 좋아요.
P1 	: 그런데 고발한 피해자분도 문학계서  자리를 못 얻는 것 같아 그건 안타깝습니다.
P0 	: &name3&은 노벨상대신 치욕을 얻었네요
P1 	: &name3&은~ 글을 못 쓴다~
P1 	: 재미도 없고~ 감동도 없고~
P0 	: 오늘의 sf작가보단 &name3&이 잘 쓰긴 하지만..
P1 	: ㅋㅋㅋㅋ 오늘의 sf 작가 중에도 &name3&보다는; 잘 쓰는 사람이 있긴 한데요
P1 	: 별 의미는 없네여ㅋㅋㅋ
P0 	: &name3&은 또 살만큼 다 살아서..오늘의 에스에프 작가들이 졸작은 더 쓱겠어요
P1 	: 나무에게 사과해~ 지구에게 사과해~
P1 	: 글을 못 써서 재미가 없고 그러니 판매량도 얼마 안 나올 텐데
P1 	: 한국 sf장르로 책이 계속 발간되는 게 신기합니다
P1 	: 이것이 친목의 힘일까요
P0 	: 아작 출판사였나 사장이 작가랑 친하더라고요
P0 	: 번역서로 번 돈을 거기에 다 쓰나봐요
P1 	: 마저요 좋은 해외번역작 팔아치운 돈으로
P1 	: 자기 친목동아리 인세 주기...
P1 	: &name4&은 동아리 외부인이라 고료 안 줌ㅋ
P0 	: &name4&은 엘리트라 에스에프 친목쪽에서 더 겉돌죠 ㅋ
P1 	: ㅋㅋㅋㅋ sf 작가할래 기자할래 선택지 주면 기자하겠다고 튀어나갈 작가가 한트럭일 텐데
P1 	: sf 작가들 눈에 &name4&이 얼마나 얄밉겠어요
P0 	: 기자는 시켜준다고 할 수 없어요.
P0 	: 매일 정해진 시간에 글을 뽑아내야되는데
P1 	: &name4& 데뷔도 아마 문학상 덕분이었을 텐데
P1 	: 여러모로 열폭 자극제였을 듯...
P0 	: 오늘의 sf작가들에게 조아라 투베를 해보라고 하면 못하듯
P0 	: 기자시켜줄께라고 해도 업무수행은 못할걸요
P1 	: ㅋㅋ 적어도 여성향 쪽에서
P1 	: 조아라 투베는 카카페나 네이버 등용문인 걸요...
