# FILE DATA
ID : MDRW2100001428
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20211015
topic : 식음료

# SPEAKER_INFO
id : 1
age : 40대 이상
occupation : 기술직 종사자
sex : 남성
birthplace : 경남
principal_residence : 경남
current_residence : 경남
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: &name2&
P1 	: &name1&님 안녕하세요 :)
P0 	: 네 안녕하세요
P1 	: &name1&님 이제 곧 점심식사 하시나요? ㅎㅎ
P0 	: 네 11시 50분에 점심시간입니다
P0 	: &name2&님은 언제 점심 드시나요?
P1 	: 저도 아마 12시쯤 밥 먹을 것 같아요 ㅎㅎ
P1 	: &name1&님 오늘 점심 메뉴는 무엇인가요? ㅎㅎ
P0 	: 오늘 구내식단 식단이
	  백미밥 홍합살무국 고등어무조림 볼어묵볶음 숙주나물무침 배추김치네요
P1 	: 오 고등어무조림 ㅎㅎ 맛있을 거 같아요!
P1 	: &name1&님 생선 좋아하시나요~?
P0 	: 생선은 별로 좋아하지 않습니다 
	  육류를 더 좋아합니다
P1 	: 앗 그러시군요! 만약 좋아하지 않는 메뉴가 나오는 날이면
P1 	: 외식도 하시고 그러나요?
P0 	: 아니요 근무 특성상 외식은 힘들어서 구내식당에서 늘 먹습니다
P1 	: 그렇군요 ㅠㅠ 다음주에는 &name1&님이 좋아하는 고기 메뉴가 나왔으면..!
P1 	: &name1&님 그러면 카페는 자주 가시나요~?
P0 	: 가끔 가는 편입니다
P1 	: 앗 카페에서는 무슨 메뉴를 가장 많이 드시나요? ㅎㅎ
P0 	: 아메리카노랑 바닐라라떼를 주로 먹습니다
P1 	: 바닐라라떼..! 맛있을 것 같아요
P1 	: &name1&님도 혹시 얼죽아이신가요 ㅎㅎㅎ
P0 	: 아니요 한여름에도 따뜻한거만 먹는편입니다
P1 	: 앗 그렇군요..! 전 얼죽아여서 조금 신기하네요 ㅎㅎ
P0 	: 몸이 차서 차가운거는 잘 안먹으려고 노력중입니다
P1 	: 아아 그래서 그렇군요..! 저도 다음에는 바닐라라떼를 따뜻한 음료로 먹어봐야겠어요 ㅎㅎㅎ
