# FILE DATA
ID : MDRW2100040146
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210904
topic : 미용과 건강

# SPEAKER_INFO
id : 1
age : 20대
occupation : 학생
sex : 여성
birthplace : 인천
principal_residence : 인천
current_residence : 인천
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 여성
birthplace : 서울
principal_residence : 인천
current_residence : 인천
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  지역>고향 및 이전 거주지 지인
intimacy  :  4
contact_frequency  :  주 1회 미만

P1 	: ㅇ닐 갈 그거 뭐 따로 할 수 있지 않나
P0 	: 거리두기였나
P1 	: 디지털 21세기에
P0 	: 아
P0 	: 하긴
P1 	: 설마 수티커를 달고 다니라고 하뎄어
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 그건그럼
P1 	: 그칰ㅋㅋㅋㅋㅋ 아 웃기겠다
P1 	: 모두가 음 나 접종자야 이러면서 손등 보야쥬고
P0 	: ㅇㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 근데일본에서는
P0 	: 그렇게하던데
P0 	: 인증서나
P0 	: 종이
P0 	: 그스티커로
P0 	: 2차맞을때인증하길래
P0 	: 물어봄
P1 	: 일뵨은 아직 디지털보다 아날로그 식 절차를 중시하잖아
P1 	: 그래서 그런 거 아님?
P0 	: 그래서그런거같음
P0 	: 브이로그보다가
P0 	: 알게됨
P0 	: 확실히일본이아날로그를좋아하긴함
P0 	: 그분위기가있음
P1 	: 나도 일본 백신 뮈시기 봄
P1 	: 그니까 그래서 필카 사러 일본 가는 경우도 있잖아
P0 	: 일본필카가더좋음?
P1 	: 한국에선 필카가 잘 안팔기도 하고
P1 	: 갸네는 아예 카메라 회사 큰게 있잖아
P0 	: 아
P0 	: 소니였나
P0 	: 아
P0 	: 주제잘못함
