# FILE DATA
ID : MDRW2100008787
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210822
topic : 콘텐츠>도서, 잡지

# SPEAKER_INFO
id : 1
age : 20대
occupation : 서비스 종사자
sex : 여성
birthplace : 전북
principal_residence : 전북
current_residence : 전북
device : 스마트폰
keyboard : 천지인

id : 2
age : 30대
occupation : 가정 주부
sex : 여성
birthplace : 인천
principal_residence : 인천
current_residence : 경기
device : 스마트폰
keyboard : 천지인

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: 안녕하세요 ㅎㅎ
P0 	: 요즘 읽고 계시는 책 있으세요?
P1 	: 안녕하세요:)
P1 	: 육아서적 보려고 구입했는데
	  아직 못 읽고 있네요
P1 	: 도미님은요?
P0 	: 저는 보건교사안은영 읽고 있어요ㅎㅎ
P0 	: 유아서적이면 어떤 내용인가요?
P0 	: 육아
P1 	: 엄마의 말하기 연습이라고
P1 	: 아이와 공감하며 대화할수 있는
	  방법에 대한 책이에요^^
P0 	: 좋은책이네요 ㅎㅎ 아이를 생각하는 엄마의 마음이 느껴져서 감동이에요
P0 	: 책으로 육아에 관한 걸 배우는 편이신가요?
P1 	: 책도 보고
P1 	: 아들연구소도 보고 해요^^
P1 	: 보건교사 안은영 보시고
P1 	: 책으로 보기 시작하신거에요?
P0 	: 넵ㅎㅎ 원래 책 가지고있었는데 흥미가 안생겨서 안읽다가 드라마보고 너무 재밌어서 읽기시작했어요ㅎㅎ
P1 	: 어떤 내용이길래
	  드라마 보시고 책으로까지
	  보게 되신건지 궁금하네요ㅋ
P0 	: 약간 학교퇴마물인데 분위기가 명랑하기도 하고 재밌어요ㅎㅎㅈ
P1 	: ㅋㅋ재미있을것 같네요:)
P0 	: 혹시 소설책은 안보시나용?
P1 	: 소설책도 보긴 해요^^
P1 	: 추천해주실만한 책 있나요?
P0 	: 음 드라마같은 스토리 좋아하시면 허즈번드 시크릿이나 커져버린사소한거짓말도 좋아요ㅎㅎ
P0 	: 둘 다 미국에서 드라마화 된건데 엄청 재밌어요ㅎㅎ
P1 	: 우왕 둘다 메모메모{emoji:♡}
P1 	: 책은 주로 어느 시간대에 읽으세요?
P0 	: 저는 자기전에 많이 읽는것같아요ㅎㅎ 그때가 제일 집중 잘돼요!
