# FILE DATA
ID : MDRW2100020706
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210828
topic : 콘텐츠>영상/음원 콘텐츠

# SPEAKER_INFO
id : 1
age : 10대
occupation : 학생
sex : 여성
birthplace : 충남
principal_residence : 충남
current_residence : 충남
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 경북
principal_residence : 경북
current_residence : 경북
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: &name2& 님은 음악 자주 들으세요?
P1 	: 넹!! 케이팝 좋아해요ㅋㅋㅋㅋ
P0 	: 좋아하는 아이돌 있으세요?
P1 	: 네ㅎㅎ
P1 	: 하성운 좋아해요!
P0 	: 프듀 보셨군요
P0 	: 저는 프듀를 안 봐서 잘 몰라요ㅋㅋ
P1 	: 네ㅋㅋㅋㅋ
P1 	: 심심해서 봤는데 재밌더라구욬ㅋㅋㅋㅋ
P1 	: 비록 지금 끝은.... 파멸이지만ㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋ그러게요 그 피디 감옥 가지 않았나요?
P1 	: 맞아욬ㅋㅋㅋㅋㅋ..... 왜 장난질을 해가지고ㅡㅡ
P1 	: 애들 꿈가지고 뭐하는 짓인지
P0 	: 그러게요 암튼 어른들이 문제예요
P0 	: 연예계는 더러운 일이 참 많은 것 같아요
P1 	: 그러니깐요.. 그래놓고 아직도 서바이벌 포기 못하고 또 하더라구요
P0 	: 맞아요
P0 	: 엠넷에서 하는 스트리트우먼파이트 아시나요?
P1 	: 네! 요즘 핫하다길래 봤는데 재밌더라구욬ㅋㅋㅋ
P0 	: 그쵸 악마의 편집하고 경쟁 붙이는 거 별로 안 보려고 했는데 댄서들이 너무 멋있어요
P1 	: 맞아요 춤 너무 잘추고 먹있어욬ㅋㅋ
P0 	: 제일 맘에 드는 댄서 있으세요?
P0 	: 전 원래 아이키에 호감 있는 편이었는데 1대1로 무대하는 거 보고 더 좋아졌어요
P1 	: 저는 지금은 리정이요!!ㅋㅋㅋㅋㅋ 춤도 잘추는데 너무 귀여워요ㅠㅠㅠ
P1 	: 우와ㅋㅋㅋ 전 채연이 말고는 다 처음봤거든요
P1 	: 근데 다들 개성이 엄청 강하고 멋있어요
P0 	: 저도 리정 춤 완전 좋았어요!!
P0 	: 리정 영상 좀 봤더니 유튜브에 ygx 영상들이 막 뜨더라고요ㅋㅋ
