# FILE DATA
ID : MDRW2100006230
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210907
topic : 식음료

# SPEAKER_INFO
id : 1
age : 30대
occupation : 사무 종사자
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 천지인

id : 2
age : 30대
occupation : 기술직 종사자
sex : 남성
birthplace : 경북
principal_residence : 대구
current_residence : 경남
device : 스마트폰
keyboard : 나랏글

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P1 	: 누님 저 공원에서 곰표맥주 고고함
P0 	: 아닠 주당에겐 너무 순한맛 아닌가요
P0 	: 잠깐
P0 	: 소주 두병 마시고 또?
P0 	: ㄷㄷ내일 괜찮으세요
P1 	: ㅋㅋㅋㅋ
P1 	: 땅바닥에 앉아서
P1 	: 고고중
P1 	: 바닷가 엎입니다
P0 	: 아이고ㄷㄷ 안주는요!
P0 	: 소주 먹고 맥주 마심 속 더 버려욧!
P0 	: 그 맥주가 다 소주처럼 독해져서ㅜ
P1 	: 피할수없습니다
P1 	: ㅋㅋ
P0 	: 아닠  상대방이 님보다 더한 주당인가요
P1 	: 미치인놈입니다
P1 	: 동생인데
P1 	: 용서치 않아요
P1 	: 누나
P1 	: 어디 회사애요?
P1 	: 난 전기연구원인거
P1 	: 아는데
P1 	: 누나 어디?
P0 	: 아니 직종 알믄 다 알았쥬!
P1 	: 아 사실 중요한건  아니지
P0 	: 진짜 안주는 안 먹남요ㅜ
P1 	: 그냥 궁금 ㅎㅎ
P1 	: 닭꼬지
P0 	: 아니 닭꼬치를 이시간에 파는데가 있었나요
P1 	: 푸드트럭있서써요
P0 	: 좋은 동네네요
P1 	: 누나동네는
P0 	: 바닷가 근처서 닭꼬치먹으며 맥주라니ㅜㅜㅜ
P1 	: 24시간아님?
P1 	: 서울이자냐
P1 	: 바닷가라서 너무 좋아요
P0 	: 거리두기이후론 많이 줄어서ㅜ
P1 	: 누나
P1 	: 기자 해서 취재다니고 하면
P1 	: 지방안옴?
P0 	: 아니ㅋㅋ 가기야 하죠
P0 	: 근데 잘 안 가죠ㅎ
P0 	: 주재기자도 있고
