# FILE DATA
ID : MDRW2100001603
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20200926
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

# SETTING
relation  :  지역>현 거주지 지인
intimacy  :  5
contact_frequency  :  (거의) 매일 연락한다.

P1 	: ㅅㅂ ㅜ뭐하는데임?
P1 	: 일이 지금끝나서 연락한거든 뭐든
P1 	: 이상햐 ㅠ ㅅㅂ
P1 	: 이 시간에 일끝난것도 이상하도
P1 	: 흑흑
P0 	: 나
P0 	: ㄴ
P0 	: 나지금일어남
P0 	: 어제
P0 	: 새벽 다섯시까지 웹툰보다가
P0 	: 헐 오늘 너 만나기로했지 하고
P0 	: 급하게 잠들어서 여섯시에 잠
P0 	: 디아 개ㅒ이퐁
P1 	: 야ㅐ`!~!!!
P0 	: 잠 깸
P1 	: 개늦게 일어나~~!~!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅇㅌㅋㅋㅋㅋㅋ
P0 	: ㅠ
P1 	: 아빠 이미 왔다
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅠ
P0 	: 어딜 가셨던건데,,,?
P1 	: 출근,,?
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아 ㅎ
P1 	: 오늘 출근한대서
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아니~!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: {emoji}
P1 	: 즈기여 ㅠ...흑흑
P1 	: 전화를할가하다가
P0 	: 다흐흑,,,,
P0 	: 전화
P1 	: 형부도 출발한대서
P0 	: 해도
P0 	: 무음이라
P0 	: 아앗,,,?
P1 	: 아마 저기 두산집
P1 	: 갔다가 다시 오긴할텐데
P1 	: 이따 너네집앞에 놀이터
P1 	: 갈까 생각중임 해 좀 떨어지면
P1 	: 그럼 그때,,?
P0 	: 혹
P1 	: 너 오늘 하루종일 집에있니?
P0 	: 홀
P0 	: ㅇㅇㅇㅇㅇ
P0 	: 뭘물어봐 ㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 알게따,,, 가게되면
P1 	: 한시간전부터
P0 	: 되면은
P1 	: 카톡 보내놓을게.
P0 	: 엊ㅅ어
P0 	: 와주,,,
P0 	: 와줘,,,
P1 	: 봐라!~!~!!!
P1 	: 자지말고~!~!!!
P0 	: ㅋㅋㅌㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅠ
P0 	: 잠 잘만큼 자서
P0 	: 그럴 일 없게하겠습니다.
P1 	: ㅋㅋㅋㅋ아니
P1 	: &name3& 놀아주기 너무 힘ㄷ름 ㅠ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 막 뛰어놀아야{censored}
P0 	: 나 애들 지치게 잘 놀아주는데,,, 대신
P0 	: 나도 같이 조온나 지쳐버림,,
P1 	: 난
P1 	: 앉아서 공만 던져주ㅡ는데도 줜나 기빨려
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: &name3& 잔다,,
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 날로 놀아주는거아니에요?ㅠ
P0 	: 아 존나
P0 	: 눈에 속눈써ㅂ들어가서
P0 	: 빼다가 눈알 꼬집음 ㅅㅂ 계속 아파
P0 	: 졸리노,,,
P0 	: {share:photo}
P0 	: 20년 도랏노 나와도 45다 평생 썩혀야지
P1 	: ㅅㅂ 20년이요?
P1 	: 나와도 아직 ㄷ젊은나이잖아;;;
P1 	: 우웩
P0 	: 그니깐 법 존나 {censored}같음
P0 	: 아 나 배고프진랂은데
P0 	: 먹고싶은게 왜이리 많노
P1 	: {share:photo}
P1 	: ㅋㅋㅋㅋㅋ 귀엽다노
P1 	: {share:photo}
P0 	: ㅌㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅌㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 하트 그 자체
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋ진짜
P0 	: 론가락
P0 	: 엣지있노
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 언니
P1 	: 둘에 쌓여서
P1 	: 더워죽기 직전
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아놔
P0 	: ㅋㅋㅋㅋ
P1 	: {share:photo}
P0 	: 애기들이라
P0 	: 더 뜨거울텐데
P0 	: 허루머여
P0 	: 왴
P0 	: 왴
P1 	: 뭐노
P0 	: 왜케
P1 	: 왴
P0 	: ㅅㅂ
P0 	: ㅌㅌㅌㅌㅌㅋㅋㅋㅌㅌㅌㅌㅌ
P1 	: 왴
P0 	: ㅠ
P1 	: 왴
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅅㅂ
P0 	: 왜케
P1 	: ㅋㅋㅋㅋㅋ
P1 	: 뭐노
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅠ
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 개웃기네
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅌㅌㅌㅌㅋ 시벌 ㅠ
P0 	: 왜케 컸어
P0 	: 라고 할라했는데
P1 	: &name3& 전복먹고 지금 저러고 자고있는데
P1 	: 저녁에 얼마나 또 뛰어놀지
P1 	: 상상이 안간다,,
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 풀충전중이노,,,아니근데진짜
P0 	: &name4&
P0 	: 엄청큰듯
P0 	: 머노
P0 	: 나도 모르는새에
P0 	: 석달이 지나버렸나
P0 	: 머리
P0 	: 한 번만
P0 	: 쓸게 해주세요,,,,,
P0 	: 0.2센치 틈남기고
P0 	: 석석 슬고싶어요,,,
P0 	: 너 나어년
P0 	: 만약에 나오면
P0 	: 저녁~밤에 나오냐??
P1 	: 그럴듯!?!??!
P1 	: 이제 밥먹으니까,,?
P1 	: ㅋㅋㅋㅋㅋ
P0 	: 아
P0 	: 저ㅓㄴ내졸려서
P0 	: 저때 삼십분 누워있다가 ㅈ깻다가
P0 	: 다시잤믄데
P0 	: 입돌아갈듯
P0 	: 개추워 방바닥
P1 	: {share:photo}
P1 	: 낄낄
P0 	: 저게
P0 	: 머노
P0 	: 코다리조림 이런건가
P1 	: 맞다놓
P1 	: 한달에 한 5번은 먹는듯
P0 	: 나 코다리 강정은 좋아하는데,,,,
P0 	: ㅋㅋㅋㅋㅌㅌㅌㅌㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 주변것들이 눈에 더 들어오노
P1 	: 코다리조림 안젛아함?!!??!?!,!
P1 	: 흑흑 그 강ㅂ저요ㅣㄹㅎ어 식당
P1 	: 식당이아니라 급식으로 먹었던 기억때매ㅠ
P0 	: ㅋㅌㅋㅋㅋㅋㅋㅋ
P0 	: 넘 닥닥하다노
P0 	: 머라노
P1 	: 코다리 강정 파는데가닜움????
P1 	: 긎식에만 나오는 메뉴인줄 ㅋ....
P1 	: ㅋㅋㅋㅋㅋ
P0 	: 코다리
P0 	: 고3이후로 먹어본 적이 없다노
P0 	: 급식 얘기한거 맞음
P0 	: ㄴㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅅㅂ ㅋㅋㅋㅋㅋ
P1 	: 아니 루리 한 2시간째 밥먹는중
P1 	: ㅋㅋㅋㅋㅋ
