# FILE DATA
ID : MDRW2100041768
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210906
topic : 콘텐츠>영상/음원 콘텐츠

# SPEAKER_INFO
id : 1
age : 20대
occupation : 학생
sex : 여성
birthplace : 인천
principal_residence : 인천
current_residence : 인천
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 여성
birthplace : 서울
principal_residence : 인천
current_residence : 인천
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  지역>고향 및 이전 거주지 지인
intimacy  :  4
contact_frequency  :  주 1회 미만

P1 	: ㅇㅈㅇㅈ 걔가 손나은 업신여기는 장면도 있던데
P1 	: 꼴사나워서 더 못보겠어서 탈주함
P0 	: 으
P0 	: 지주제를알지
P1 	: ㅇㅈㅇㅈ
P0 	: 대본이그렇게나와도
P0 	: 찔랴서못하겠다
P1 	: ㄱㄴㄲ
P1 	: 양심이 잇어야
P1 	: 지
P1 	: 그래서 또 인간실격이구나
P1 	: 에휴
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 그런듯
P0 	: 아니그것도싫어
P0 	: 남주는
P0 	: 류로
P0 	: 그렇게못생겼는데
P0 	: 여주들은
P0 	: 손나은에전도연에
P0 	: 아끔찍해
P1 	: ㅇㅈㅇㅈ
P1 	: 황정음도 걔랑 했었잖아
P1 	: 걔한테 매달려야 하는 걸로
P0 	: 그게진짜양심없었음
P1 	: ㅋㅋㅌㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 진심 에바임
P0 	: 작가는
P0 	: 아무생각이안들었을까
P0 	: 본인이생각한그림이아니었을텐데
P1 	: 자괴감 들었을 듯
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ그니까
P0 	: 본인이얼추생각한
P0 	: 이미지가있었을텐데
P1 	: 못해도 그정도는 아니었을 텐데
P0 	: 응팔때는
P0 	: 도대체왜
P0 	: 걔가인기가있었을까?
P0 	: 그년도에는
P0 	: 무슨일이있었길래
