# FILE DATA
ID : MDRW2100038440
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210902
topic : 학교 생활

# SPEAKER_INFO
id : 1
age : 20대
occupation : 학생
sex : 여성
birthplace : 인천
principal_residence : 인천
current_residence : 인천
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 여성
birthplace : 서울
principal_residence : 인천
current_residence : 인천
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  지역>고향 및 이전 거주지 지인
intimacy  :  4
contact_frequency  :  주 1회 미만

P1 	: 아 맞아맞아
P0 	: 그거남교수였으면
P0 	: 절대그렇게못했을걸
P1 	: ㅇㅈ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 절대 멋함
P0 	: 나충격먹었던게
P1 	: 인사 90도로 하고 다닐걸
P1 	: 뭔데?
P0 	: 주식이랑
P0 	: 비트코인
P0 	: 관심생겨서
P0 	: 여기저기찾아봤는데
P1 	: ㅇㅇㅇㅇ
P0 	: 남초커뮤에서
P0 	: 그
P0 	: 외국
P0 	: 미국
P0 	: 경제
P0 	: 그분이름이뭐였지
P0 	: 어쨋든엄청높은여자분계신데
P1 	: ㅇㅇㅇㅇ
P0 	: 그분은엄청깔보면서
P0 	: 난리치고
P0 	: 제롬파워?
P0 	: ㄱ그사람한테는
P0 	: 별말못하더라
P1 	: 뭐야 그 저렴한 비타민 같은 이름은
P1 	: 지가 뭔데
P0 	: 그러니가
P0 	: 어떻게든자기아래로보려는게
P0 	: 보여서
P0 	: 소름이었음
P1 	: 걔네는 진짜 이해하고 싶지 않다
P1 	: 그걸 위해 뇌세포를 쓰고 싶지 않아
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ그러니까
P0 	: 그것도있잖아
P0 	: 배구선슈ㅜ등한테
P0 	: 남고애들이랑
P0 	: 경쟁하면
P0 	: 진다
P0 	: 이런거
P0 	: ㅋㅋㅋㅋㅋㅋ
