# FILE DATA
ID : MDRW2100012685
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210824
topic : 콘텐츠>게임 콘텐츠

# SPEAKER_INFO
id : 1
age : 20대
occupation : 학생
sex : 여성
birthplace : 해외/기타
principal_residence : 대전
current_residence : 대전
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: 안녕하세요! &name2&은 게임 좋아하세요 :^ ?
P1 	: 안녕하세요!
P1 	: 저는 아이패드로 모바일게임 종종해요!!
P0 	: 어떤 게임 하세요~?!
P1 	: 마이리틀셰프라고 타이쿤같은 게임이요!
P1 	: &name1&은요??
P0 	: 저는 쿠킹덤 진짜 열심히 해요...
P0 	: 앗 그리고 스도쿠도요 ㅎㅎ!
P1 	: 아 쿠킹덤!해보고 싶은데 엄두가안나요 ㅎㅎ
P1 	: 뭔가 엄청 공략적으로 해야할거같아서ㅜㅜ 안어렵나요??
P0 	: 헉 전 되게 아무 생각없이 해요!!!!!!!
P0 	: 약간 노동게임에 가까워요....
P0 	: 열심히 게임하고 쿠키 키우는!
P0 	: 해보시면 진짜 재밌을 거예요 희희
P1 	: 하 제가 한번빠지면 답도없어서 나중에 깔아야겠네요ㅠㅠㅎㅎ
P1 	: 캐릭터가 넘 귀엽더라구요
P0 	: 헉 그럼 큰일일걸요 저 정말 이주내내
P0 	: 잠 줄여가며 게임했어요
P0 	: 자랑은 아니지만 ㅎ.ㅎ
P1 	: 그럼 진짜 나중에 시간 많을때 깔아야겠서요..ㅜㅜ
P1 	: 또 다른게임 스도쿠말고 하시능거 있나요??
P0 	: 그 2080인가요 그
P0 	: 2배수로 블럭 쌓는 거요 ㅎㅎ!
P1 	: 아아 알져 그것두 중독성있는..!!!
P0 	: 맞아요... 전 약간 중독성 있는 것만 하는 거 같아요..
P0 	: 그래서 자꾸 잠이 줄오드는..
P1 	: 마자요.. 그럼 프로젝트런웨이라고 아세요??
P1 	: 저는 무슨 옷입히기같은건줄 알고 받았는데
P1 	: 완전 즁독성있는 퍼즐이에여..심심할때 해보세여..
P0 	: 헐!!! 아뇨!!!!!?
P0 	: 해봐야겠네요! 옷을 퍼즐로 입히는 건가요!?
P1 	: 아뇨아뇽ㅎㅎ 퍼즐게임해서 깨면 돈을주는데
P1 	: 그돈모아서 옷사주는거에요!!근데 꾸미는건 진짜 조금이고 퍼즐이99퍼에요 ㅋㅋ
P0 	: 헐 재밌겠다! 저 그거랑 비슷하게
P0 	: 꿈의 집 아시나요?
P0 	: 그것도 쟈밌게 했거든요!
P0 	: 앗 그거랑 비슷하게 꿈의 집이란 퍼즐게임
P0 	: 했다고 이야기했습니닷 헤헤
P0 	: 그것도 퍼즐 맞추면 집 꾸밀 수 있어요!
