# FILE DATA
ID : MDRW2100005641
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210821
topic : 가사 및 가족

# SPEAKER_INFO
id : 1
age : 30대
occupation : 가정 주부
sex : 여성
birthplace : 인천
principal_residence : 인천
current_residence : 경기
device : 스마트폰
keyboard : 천지인

id : 2
age : 40대 이상
occupation : 가정 주부
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 충남
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: 오! 그럼 &name2&님은
P0 	: 자녀가 몇 명이에요?
P1 	: 둘다 수술요
P1 	: 둘이요
P0 	: 저도 둘다 수술했어요ㅠ
P1 	: 막 죽는다니까 간호사 언니가 시작도 안했다고 ㅋㅋ
P0 	: 성별은 어떻게 되나용?
P1 	: 아들 딸 요
P0 	: 와 다 가지셨네요 부롭당
P1 	: 노노
P1 	: 애들이 맨날 싸워요
P1 	: 남인거죠
P0 	: ㅋㅋ저도 오빠가 있는데
P0 	: 어릴때도 그렇게 싸웠는데
P0 	: 지금 각자 결혼해서 아이들도 있는데도
P0 	: 싸웁니다.ㅋㅋㅋㅋㅋ
P1 	: 맞아요 서로 성졀이 다르면 연락도 잘안해요
P1 	: 저도 연락안해요 ㅜㅜ
P0 	: 힝ㅠ 가족이여도 관계라는건
P0 	: 참 어렵쥬 ㅜㅜ
P1 	: 네 어려워요
P1 	: 언니랑은 연락해도 남동생은 음 연락안해요
P1 	: 우리애들 그럴것 같아 슬퍼요
P0 	: 이게 또 부모 입장에서 생각하면
P0 	: 세상천지에 딱 둘인데
P0 	: 이런 생각이 들어서 그래지죠ㅠㅠ
P1 	: 그러니까요
P1 	: 전 항상 딸딸 아들아들 부러워요
P0 	: 아.... 아들둘맘은 웁니다ㅠㅠㅋㅋ
P0 	: 저는 제 안에 헐크가 있다는걸
P0 	: 아들둘 낳고 알게 되었어여
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 저도요 막 아들한테 삐비빅 해요
P1 	: 저도 용을 키워요
P0 	: 와.... 제가 졌네요... 용도 있군용
P1 	: 네 윈 ㅋㅋ
P0 	: you win!!!
