# FILE DATA
ID : MDRW2100025940
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210901
topic : 식음료

# SPEAKER_INFO
id : 1
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 대전
principal_residence : 대전
current_residence : 대전
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

id : 2
age : 30대
occupation : 사무 종사자
sex : 남성
birthplace : 서울
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: 늦음
P1 	: ㅋㅋㅋㅋ
P1 	: 반반이오
P1 	: 차장님이 게토레이 한잔 하자하셔가지구
P1 	: 마시고 오는 사이에 이런 일이
P1 	: 그래서 뭔데요
P0 	: 모둠회시키
P0 	: 1시간걸린대요ㅡㅡ 미리시킬껄
P1 	: 헐
P1 	: 에이
P1 	: 막상 그래도 가면 40분도 안걸림
P1 	: 최대치를 써놓은거겟죠
P0 	: 최대치 120분이든데요
P1 	: 모둠회 얼마에요?
P1 	: 헐?
P1 	: 아니 무슨 키워서오나
P1 	: 숙성회면 다 손질한거 썰어서 보내면 될것 같은데
P0 	: 숙성회아님ㅋㅋㅋ
P0 	: 숙성회 5만원이여서
P0 	: 포기
P0 	: 25000이요
P0 	: 배닻팁2천 따로
P1 	: 와씨
P1 	: 5마넌 디지게비싸네
P0 	: 근데거기 스끼가잘나옴
P1 	: 회 넘비쌈
P0 	: 저번에 남친이랑 먹으러갓다가
P0 	: 13만원어치먹음
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 밑반찬 잘 나와서 머해요헐
P1 	: 엄청나네
P1 	: 대식가신가
P0 	: 긍까요 스끼없이 회만주지
P0 	: 저게 포장만 5만이지
P0 	: 가서먹으면 1인에 5임
P1 	: 글켔져
P1 	: 어우 넘비싼데
P0 	: 가서뭐 매운탕시키고 진로몇병먹으니 끝
P1 	: 오마카세도 아니고
P0 	: 오마카세 못가겟음
P0 	: ㅋㅋㅋㅋ안먹는게많아서
P1 	: 뭘 또 가려요
P1 	: 다 먹을만한거 아닌가
P0 	: 일단초밥안먹는게크고
P1 	: 아 맞네
P0 	: 뭐지 뭐 다양한거
P0 	: 망ㅎ던데
P0 	: 성게알인가 그것도그렇고
P1 	: 헐
P0 	: 가리는게많아서 돈아까워못가겟음
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 우니도 안드심?
P0 	: 뇌같이생긴거요?
P1 	: ....
P0 	: 아 그건 곤이인가
P1 	: 어우 저 그거 안머금
P0 	: 온니 회만먹음
P0 	: 전복도 내장안먹
P0 	: 살만먹음
P1 	: 저도 전복은 살만먹음
P0 	: 그거뭐남친이
P0 	: 전복으로 게우소스인가
P0 	: 그거맛잇다고햇는데
P0 	: 거들떠도안봄ㅋㅋㅋㅋㅋ
P0 	: 다시기분좋아짐
P0 	: 배고파
P1 	: ???
P1 	: 기분이 동남아 날씨수준
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 그럴수잇죠ㅡㅡ
P0 	: 이해해줘야댬
P1 	: 그래서 뭐시켰어요
P1 	: 마법의 날이면 이해해줘야죠 ㅇㅇ
P0 	: 아니
P0 	: 모둠시켯다니까
P0 	: 뭐야귀신이야
P1 	: 아
P1 	: 숙성은 아닌 모둠이구나
P0 	: 삐짐
P1 	: (와 뭐지)
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 광어 우럭
P0 	: 뭐더라하나
P0 	: 강도다리?
P1 	: 강도 다리??
P0 	: ㅇㅇㅇㅇ
P0 	: 맛잇겟다
P0 	: 좀노잼
P1 	: 죄송
P1 	: 강 도다리는 뭐지
P1 	: 강에사는 넙치류인가
P1 	: 첨들어요
P0 	: 강도다리라는데
P1 	: 근데 우럭은 그냥 그렇지 않나요?
P0 	: 맞는데
P1 	: 뭐지 보고옴
P1 	: 아
P0 	: 광어처럼생림
P0 	: 김
P1 	: 짭자미구나
P0 	: 광어친구인듯
P1 	: ㅇㅇ
P1 	: 광어 아니고 가자미가틈
P1 	: 쪼매난거
P0 	: 맛잇겟다
P0 	: 간장푹찍어먹어야지
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아 오징어회 간장 찍먹하고싶다
P1 	: 거진 7년된득요
P1 	: 오징어회 먹어본 기억이
P0 	: 오징어지금싸던대
P0 	: 오징어먹울껄그랫나ㅠ
P1 	: 맞다 올해 오징어 대박났구나
P0 	: 김대리 퇴근하세요
P1 	: 땡
P0 	: 박대리
P1 	: 땡
P0 	: 이대리
P1 	: 땡
P0 	: 이대리
P1 	: 땡
P1 	: 아 동네 오징어회 1.8이네요
P0 	: 아
P0 	: 최대리
P1 	: 반반없나
P1 	: 땡
P0 	: 반반이없음 ㅠ
P0 	: 반반딱좋은데진짜
P0 	: 김이박최가 아니면 힘들엊는데
P0 	: 남궁대리
P0 	: 제갈대리
P0 	: 몰라
P1 	: 만원어치가 딱인데
P1 	: 제갈대리 ㅋㅋㅋㅋ
P0 	: 송대리?
P1 	: 땡
P0 	: 하루종일해도 못맞출듯
P0 	: 홍대리
P0 	: 한대리
P0 	: 황대리
P1 	: 오
P0 	: 거진다나옴
P1 	: 땡
P0 	: ㅠ
P0 	: 초성만
P0 	: 문대리?
P1 	: 다왔음 ㄹㅇ
P1 	: 땡
P0 	: 노대리
P1 	: 땡ㅋㅋㅋㅋㅋ
P0 	: 나대리
P1 	: 아니
P0 	: ㅎ인가봐
P1 	: 우리 성씨 많은데
P0 	: 홍 한 황 말고
P0 	: 뭐가또잇마
P0 	: 모르겟음 내가아는건 다나옴
P0 	: 윤대리
P1 	: 땡
P0 	: 지대리?
P0 	: 친구들이름다나오는중
P0 	: 조대리
P0 	: 조는 거르랫는데
P1 	: 헐ㅋㅋㅋㅋㅋ
P1 	: 걸러졌네요?
P0 	: 조에요? ㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 왜죠?
P0 	: 조씨는 내친구빼고
P0 	: 거르는데
P0 	: 조형기몰라요?
P1 	: ...에이
P0 	: 조씨들이 범죄자가많아서
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아 이상란
P1 	: 이상한
P1 	: 색휘등이
P1 	: 사고치고다녀서
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 짱남
P1 	: 성 한자가 다른 놈들이겠지
P1 	: 합니다
P1 	: 풍양조랑 나라(한양)조 두개로 갈라지니깐
P1 	: 에이 설마 같겠어
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 대리님 제가 재밋는거알아옴
P0 	: ㅈㅊ
P1 	: ㄱㄱ
P0 	: 도둑 ㅋㅋㅋㅋㅋ애 충격받았을듯ㅋㅋㅋㅋ
