# FILE DATA
ID : MDRW2100016478
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210826
topic : 쇼핑과 상품

# SPEAKER_INFO
id : 1
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 경북
principal_residence : 경북
current_residence : 경북
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

id : 2
age : 30대
occupation : 가정 주부
sex : 여성
birthplace : 경북
principal_residence : 경북
current_residence : 대구
device : 스마트폰
keyboard : 천지인

# SETTING
relation  :  가족>형제자매
intimacy  :  5
contact_frequency  :  (거의) 매일 연락한다.

P1 	: 쇼핑과 상품이라
P0 	: 나 오늘 소우주
P0 	: 파자마온다
P1 	: 이쁘겟네
P1 	: 난&name3&이 기저귀산게단데
P0 	: 오사쯔한박스도
P0 	: 오늘온당
P1 	: 못먹어서
P1 	: 못사
P1 	: 개서럽네
P1 	: 아휴
P0 	: 저번에 산 스윙칩은
P0 	: 몇개
P0 	: 남음
P1 	: 몇봉남음
P1 	: 5봉인가
P0 	: 똥싸구올게
P1 	: 웅
P0 	: 아 푸푸리
P0 	: 사야하는데
P1 	: 난잇는데에엥
P0 	: 나두있어
P1 	: 저번에산거
P1 	: 쓰지도않음
P0 	: 엥왜
P0 	: 닌써야하자나
P1 	: 나가서
P0 	: 담사람을위해
P1 	: 덩을 안싸니까
P0 	: 집에서도
P0 	: 안씀?
P1 	: 웅
P0 	: ㄷㄷ
P1 	: 집에서왜써
P0 	: 난잡에서도쓰는데
P0 	: 똥냄새
P1 	: 난안썽
P0 	: 맡고싶겠냐
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 자몽향수뿌려노코쌈
P1 	: 자몽냄시
P1 	: 짱조아
P0 	: 향수??
P0 	: 개아까운뎅
P1 	: 유통기한지난거
P1 	: 헣
P0 	: ㄷㄷ
P0 	: 고양이화장실
P0 	: 사고싶다
P1 	: 난 대형사고싶은데
P1 	: 잘없네
P1 	: 큰게
P0 	: 있던데
P1 	: 내맘에드는게
P1 	: 없어
P0 	: 아 화장실도 플라스틱이라
P0 	: 긁히고 자국남음
P1 	: 마자
P0 	: 바꿔야해
P1 	: 우리도
P1 	: 자국겁나많음
P0 	: 플라스틱아닌걸루 사야해
P1 	: 웅 근데
P1 	: 거의다 플라스틱아냐?
P0 	: 아니던데
P0 	: 잘보고사야함
P1 	: 흠
P0 	: 난걍
P0 	: 막
P0 	: 샀더니
P1 	: 나도 그냥 막샀는데
P0 	: 나 어제
P0 	: 하트수갑도 왔음
P0 	: 아 엊그제네
P1 	: 사진좀주지
P0 	: 조녜
P1 	: 궁금한뎅
P1 	: 모르는사람디게마니대화오네
P1 	: 도화새우 사고싶다
P1 	: 마싯엇는데
P1 	: 할인하면 또 사야징
P0 	: 난하나도안오던데
P0 	: 새우는 먹어도된다고?
P0 	: 말뚜안대
P1 	: 단백질이라
P1 	: 가끔먹어두댄데
P1 	: 이쁘당
P1 	: 수갑
P1 	: 흐엉
P0 	: 나는 핫딜만 사야지
P1 	: 휴 사고싶은게 너무 많은데
P1 	: 못먹어서 못 사
P1 	: 너무 슬프다
P0 	: 다이어트음식을 사
P1 	: 그거 먹지말라던데
P1 	: 돈아깝고 그거먹어도 살안빠진다구
P1 	: 양 적어서 더 많이먹게된다구
P1 	: 그런짓하지말래
P0 	: 아니
P0 	: 닭슴살
P1 	: 그거는
P1 	: 잇어
P0 	: 연두흘 사놔
P0 	: 연두를
P0 	: 사놔
P0 	: 작은거있잖아
P1 	: 웅 불닭소스사러갈때사야지
P0 	: 진짜 에프에 해서
P0 	: 먹어봐
P1 	: 웅 대지앞다리살도 사야징
P0 	: 근데 난
P0 	: 건조기사고싶당
P1 	: 그걸루
P1 	: 모하게
P0 	: 좋잖아
P1 	: ?
P0 	: 특히 수건
P1 	: 몰건조하게
P1 	: 아
P0 	: 빨래지 당연히
P1 	: 건조세탁기?
P0 	: 사람일순없잖아
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 걍 건조기
P1 	: 음식건조기인줄
P0 	: 그걸왜사
P0 	: 엘지 코드제로도
P0 	: 사고싶당
P1 	: 육포만들어먹을려구
P1 	: 사지
P0 	: 펫전용흡입구인가
P0 	: 그게있대
P0 	: 다이슨보다 털을
P0 	: 잘먹는댕
P1 	: 오?
P1 	: 삼성꺼는
P1 	: 안먹는데
P0 	: 코드제로가
P0 	: 좋다구함
P1 	: 호오
P1 	: 비싸지않나
P0 	: 그리고 먼지통도 크고
P1 	: 사고싶당
P0 	: 나두나두
P1 	: 가전제품은
P1 	: 삼성보다는
P1 	: 엘지가조은거가태
P0 	: 다이슨괜히샀어
P0 	: 근데 코드제로나오기 전에 사서
P0 	: ㅋㅋㅎ
P1 	: 마쟈
P1 	: 코드제로나오기전이라
P1 	: 휴
P0 	: 고장나면 사야지
P1 	: 언제고장나지
P1 	: 흠
