# FILE DATA
ID : MDRW2100000346
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210819
topic : 미용과 건강

# SPEAKER_INFO
id : 1
age : 30대
occupation : 사무 종사자
sex : 여성
birthplace : 대구
principal_residence : 대구
current_residence : 대구
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

id : 2
age : 30대
occupation : 가정 주부
sex : 여성
birthplace : 대구
principal_residence : 대구
current_residence : 대구
device : 스마트폰
keyboard : 천지인

# SETTING
relation  :  지역>현 거주지 지인
intimacy  :  5
contact_frequency  :  (거의) 매일 연락한다.

P1 	: 안녕하세요~
P1 	: 내다 내
P0 	: 안녕하세요
P0 	: ㅋㅋㅋ
P0 	: 나 요즘 살 많이 쪘다
P1 	: 요요가 온건가
P1 	: 백신땜에 약은 안먹지?
P0 	: 그건 아닌데
P1 	: 내만하겠수?ㅋㅋㅋ
P0 	: 약삘이 떨어졌으ㅜ
P1 	: ㅠㅠ유지약?
P0 	: 내성생겼나봐
P1 	: 아 ㅠ한계일수도이미
P1 	: 많이빠졌자나
P0 	: 백신주사 맞기 2주전엔 약 끊어야되는데
P0 	: 살찔까봐 무섭다ㅜㅜㅜ
P1 	: 살과의 전쟁
P1 	: 언제까지 먹으려고?
P0 	: 우리 헬스나 좀 다녀보까
P0 	: 2주전엔 끊어야지
P1 	: 아니 맞고나서도
P1 	: 다시 먹으면
P1 	: 아 그냥그때까지?
P0 	: 주사맞고도 2주쉬고 맞아야한대
P0 	: 아니지 먹어야된대ㅋㅋ
P1 	: 응 2차도있으니
P0 	: 그리고 연속으로 다이어트약 타먹어서
P0 	: 조금 쉬어야한대
P1 	: 그니까ㅜㅜ몸이
P1 	: 무리가갈수있으니
P0 	: 나라에서 그니깐 규제를 하는거 같애
P1 	: 아 그런것도있어?
P0 	: 응 그러니깐 3개월 뒤에 오라고 하네
P1 	: 아.
	  뭐야그람 3갤뒤에찌믄 또 그거빼고ㅠㅠ
P1 	: 반복인가
P0 	: 악순한이지ㅋ
P1 	: ㅋㅋㅋ 이런
