# FILE DATA
ID : MDRW2100024436
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210831
topic : 쇼핑과 상품

# SPEAKER_INFO
id : 1
age : 20대
occupation : 학생
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: &name2&님은 최근에 어떤 물건을 구매하셨나요?
P1 	: 저는 최근에 외장하드! 가 생각이 나네요 ㅎㅎ
P1 	: 몇년동안 쓰던게 꽉 차서 새로 구매했답니다~
P0 	: 우와 외장하드!!@
P0 	: 저는 컴알못이라서 잘은 모르지만
P0 	: 비싸지 않나요,,,??
P0 	: 새로운 외장하드를 사셔서 든든하셨겠어요!!!
P1 	: 네ㅜㅜ 그런데 전에 쓰던게 4년정도 쓰던거라~ 살때가 되긴 했더라구요
P1 	: 올해초부터 간당간당해서 계속 필요없는 걸 비우고 비웠는데 이젠 미룰 수 없을 거 같아서 샀어요!
P1 	: &name1&님은 최근에 산 거 중에 기억에 남는 게 있으신가요?
P0 	: 아 필요없는거 비우는 과정도
P0 	: 정말 보통 일이 아니죠!!!
P0 	: 저도 전에 쓰던 폰 용량이 작아서
P0 	: 그 고통을 압니다 ㅠㅠ
P0 	: 저는 어제 친구 생일선물을 샀는데
P0 	: 혹시 무직타이거 아세요??
P1 	: 헉! 네 알아요!
P0 	: 우와 아시는구나!!!
P0 	: 무직타이거 공홈에서 러그랑 소주잔 샀어요 ㅎㅎㅎ
P0 	: 러그 진짜 귀여울 것 같더라구요,,
P1 	: 아하
P1 	: 요즘 러그 많이들 이용한다고 하더라구요
P0 	: 맞아요 맞아요
P1 	: 저도 곧 지인한테 뭐 선물할 게 있어서 고민하다가 러그 추천받아서 찾아볼까 했는데 저도 무직타이거 한번 둘러봐야겠네요 ㅎㅎ!
P0 	: 침대 올라가기 전에
P0 	: 러그에 슥삭 발 털면 좋을 거 같아요 ㅎㅎ
P0 	: 우와우와
P0 	: 가격은 좀 있지만 귀엽긴 정말 귀여울거예요,, 속닥
P1 	: ㅋㅋㅋㅋㅋ요즘 귀여운 러그 정말 많이 팔더라구요!
P1 	: 친구분은 마음에 들어 하시나요?
P0 	: 아직 친구에게 안줬어요!! ㅎㅎ
P0 	: 친구 생일이 9월 11일이고
P0 	: 파티는 10일에 해서
P0 	: 그 전까진 제가 가지고 있을거랍니다!
P0 	: 아직 배송도 안왔어요 ><
P1 	: 아! 친구분도 마음에 들어 하셨으면 좋겠네요!
P1 	: 그러고보니 아까 소주잔 얘기 보니까 생각났는데 저도 이번주에 친구 생일 있어서 미니 와인잔~같은 걸 샀거든요
P1 	: 아직 못 줬는데 맘에 들어할지 조금 걱정되네요!
P0 	: 우와 미니 와인잔도 있군요?!
P0 	: 분명히 좋아하실 거예요!!!
P0 	: 요즘 집에 있는 시간이 많아지니까
P0 	: 집에서도 감성을 살릴 수 있는 물건을 선물받으면 좋아할겁니다 분명히!!
P1 	: 네네 전에 갖고 싶어하던게 생각나서 그거랑 비슷한 걸 찾아서 샀는데 제가 술을 안 마셔서 이정도 크기도 괜찮을지 고민이 되더라구요 ㅎㅎ!
P0 	: 그래도 &name2&님이 신경써주신거 받는 분은 다~ 아실거예요 
