# FILE DATA
ID : MDRW2100023086
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210829
topic : 일과 직업

# SPEAKER_INFO
id : 1
age : 30대
occupation : 가정 주부
sex : 여성
birthplace : 전남
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 30대
occupation : 사무 종사자
sex : 남성
birthplace : 전남
principal_residence : 전남
current_residence : 전남
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P1 	: 근데 &name1&은 일이 안힘드세요?
P1 	: 전에 이야기했을때 별로 안힘들다고하셔서ㅎㅎ 진짜 안힘든지 아니면 괜찮은척하시는건지?ㅎ
P0 	: 그냥 일도 습관 같아요 ㅎㅎ
P0 	: 그래서 그런가 봐요
P0 	: 어제 바로잤는데 자다 비 엄청 와서 ㅎㅎ
P1 	: 어제 많이내렸아요?
P0 	: 몇번 깨서 ㅋㅋ 잔건지어쩐건지 ㅎㅎ
P0 	: 네네
P1 	: 저희집은 들어가면 감옥같애서ㅎㅎㅎ
P1 	: 안들려요ㅎ
P1 	: 잠자면서 예민하시구나ㅎ
P0 	: 아항  그러시구낭 ㅡㅁ ㅡ 전 오히려 작은 소리 잘들어서 ㅎㅎ
P1 	: 그럴수있져ㅎ
P1 	: 전 쓰러져자는 편이라
P0 	: 소리에 예민 ㅋ
P1 	: 아무리깨워도 안일어나요ㅎㅎㅎㄹㅎ
P0 	: 오티는  아직도 진행중이에요 ?
P1 	: 계속한대요ㅎ
P1 	: 아 떨리네요ㅎ
P0 	: 왜용
P1 	: 여기 다 여자같음요....
P1 	: 나만남자인듯 싶어요ㅠ
P1 	: 마이크로 각오를 해라고하네요ㅎ
P0 	: 오홈
P0 	: 청일점
P1 	: 근데 심심이한다고 별로 안듣고있어요ㅎㅎㅎㅎㅎ
P1 	: 에이ㅎ 그런거 필여없어요ㅎㅎ
P1 	: 전 상관없는데ㅎ 나머지분들이 불편할까봐ㅎ
P0 	: 여자분들은 아무 생각 없을걸여 ㅎㅎ
P1 	: 그런가ㅎㅎ 나만 신경쓰는건가요?ㅎㅎ
P0 	: 이게 재밌는게 남탕 속에 여자 하나면  여자는 잘살아 남는데
P1 	: 재밌게 해야죠뭐ㅎ
P1 	: 맞아요ㅎ
P0 	: 여탕속  남자하나면 보통 적응 못하고 도망가요 ㅎㅎ
P1 	: 남자는 안그래요 ㅡㅎ
P1 	: ㅎㅎㅎ
P1 	: 비유적확하심ㅎ
P1 	: 그럼 알바 이야기해볼까요?ㅎㅎ
P0 	: 네넹
P1 	: 알바뭐뭐하셨어요?
