# FILE DATA
ID : MDRW2100006051
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210907
topic : 학교 생활

# SPEAKER_INFO
id : 1
age : 10대
occupation : 학생
sex : 남성
birthplace : 대구
principal_residence : 대구
current_residence : 대구
device : 스마트폰
keyboard : 천지인

id : 2
age : 20대
occupation : 학생
sex : 여성
birthplace : 울산
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  학교/학원>동기/동창/동급생
intimacy  :  3
contact_frequency  :  주 1회 미만

P1 	: 오옹
P1 	: 종교학과면
P1 	: 뭔가 특이한데
P1 	: 흔한학과야?
P0 	: 사실 우리나라엔 거의 없긴 한데
P0 	: 외국엔 그래도 꽤 있는거 같더라고
P0 	: 흔하진 않아도 막 그렇게 독특하진 않는
P1 	: 오오옹
P1 	: 종교학과...
P1 	: 재밌겠다...
P0 	: &name2&씨는 어쩌다 해외로 가기로 결심한거야??
P1 	: 전공이 그럼
P1 	: 여러종교겠네
P1 	: 나는 어렸을때 해외경험도 짧지만 한두번있었고
P1 	: 뭔가 부모님의 지지와
P1 	: 나의 적응력이 합쳐져서
P1 	: 해외로함가볼까?
P1 	: 이렇게해서
P1 	: 얼레벌레 가게되었징
P0 	: 그렇구만...
P1 	: 예아..
P0 	: 나 얘기했나??
P1 	: 옹
P0 	: 베트남 가서 살 뻔 했는데
P1 	: 허걱
P0 	: 아빠 출장땜에
P1 	: 오옹오오오
P1 	: 베트남은 마음에 들었어?
P0 	: 베트남에 집 학교 다 알아보고
P1 	: ㅇ오옹옹
P0 	: 교회 예배시간에 베트남 간다고 막 기도같은거? 고런 것도 받고
P0 	: 근데 취소돼서 안 갔어
P1 	: 헐랭
P1 	: 아쉽다
P0 	: 결국 베트남 작년에 여행 가본게 다야 ㅋㅋㅋ
P1 	: 베트남에서 살아보고 싶긴했엉?
P1 	: 뭔가 너무 좋다면 나중에 기회되서 막 한달살기햐도되겠당
P0 	: 그때 내가 어땠는진 잘 기억은 안 나네
P1 	: 껄껄
P0 	: 지금 생각해보면 가보는 것도 괜찮았을수도
P1 	: 1년전인데
P1 	: 벌써까먹었구나
P0 	: 음??
P0 	: 여행 간 건 1년 전
P1 	: 예아
P0 	: 거기서 살 뻔 한 건 한 7년 전인가
P1 	: 헐
P1 	: 7년전
P1 	: 까먹을수바껭없군
P1 	: 베트남 환경은
P1 	: 잘맞았어?
P1 	: 뭔가 비많이오고
P1 	: 그러지않남
P1 	: 습할듯
P0 	: 그른가
P0 	: 나도 잘 몰라 ㅋㅋㅋ
P0 	: 아 근데 필리핀에선 좀 생활한 적 있지
P0 	: 저번에 여행 때도 얘기했잖아
P1 	: 오오옹
P1 	: 필리핀 나도 한2달있었어
P1 	: 뭔가 영어공부
P1 	: 근데진짜 기억1도안나
P1 	: 그냥 내가 그땐 너무어렸을때라서
P1 	: 나혼자갔었는데
P1 	: 넘외로웠어ㅠ
P1 	: 물론 친구는사귀었지만
P1 	: 킹받는친구였지
P1 	: 떼잉
P0 	: 나는 필리핀 두 달씩 두 번 갔고
P0 	: ㅋㅋㅋㅋ
P1 	: 오오옹
P1 	: 거기서 비닐봉지에 주스넣어마신기억만난다
P0 	: 그 민박집이라 해야 하나
P0 	: 거기서 아예 생활하면서 국제학교 다니던 친구
P0 	: 걔도 미국 대학 갔다던데
P0 	: 마닐라에 있었어??
P1 	: 흠ㅁ
P1 	: 마닐라는아니고
P1 	: 마닐라옆에였을거야
P1 	: 기억도안남
P1 	: 초5때갔던때라
P1 	: 초5....
P1 	: 와 12년전임
P1 	: 재기하는상상
P0 	: 방학때 간거??
P1 	: 예아
P1 	: 그랬을거야
P1 	: (아련
