# FILE DATA
ID : MDRW2100030827
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210904
topic : 일상 트렌드>싸이월드 부활

# SPEAKER_INFO
id : 1
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 대구
principal_residence : 대구
current_residence : 대구
device : 스마트폰
keyboard : 천지인

id : 2
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 경북
principal_residence : 경북
current_residence : 경북
device : 스마트폰
keyboard : 천지인

# SETTING
relation  :  기타>온라인 커뮤니티
intimacy  :  3
contact_frequency  :  주 1회 미만

P0 	: &name2&는 싸이월드 해보셧는지
P1 	: 아쉽게도(?) 싸이월드 하지않았습니다
P1 	: &name1&는?
P0 	: &name1&도 아쉽게도 싸이월드 하지 않았습니다
P0 	: 하지만 도토리 선물이 있었다는 것과
P0 	: 싸이월드 부활 얘기가 정말로 나오던건 생각이 나는군여
P0 	: 누군가들의 과거의 중2스런 흔적들이
P0 	: 세상 밖으로 다시 나올지두
P1 	: 하이파이브
P1 	: ㅋㅋ맞아요 싸이월드 흑역사가 되살아나서
P1 	: 바로 삭제한다는 사람들도ㅋㅋㅋ
P1 	: 안해서 다행입니다ㅎㅎ 지울게 없네요
P0 	: ㅎㅎ네이버 블로그에는 혹시 부끄러운 글같은거
P0 	: 남은거업나용
P0 	: 전 싸이소식듣고 네이버블로그 글을 죄다 비공개해버렷어요
P0 	: 생각나버려서...
P1 	: ㅋㅋㅋㅋㅋㅋㅋ하 싸이월드 대신 블로그가
P1 	: 흑역사쥬^-^
P1 	: 비공해놨죠 &name3&이 제 블로그글 가져오길래
P1 	: 그날로 비공 다 걸었습니다
P1 	: 다..비공개겠지...?
P0 	: 아마도...
P0 	: ㅋㅋㅋㅋㅋ걱정되면 함 보고와두...?
P1 	: ㅋㅋㅋㅋㅋㅋㅋ구래야지
P1 	: 사실 2달전쯤인가 네이버블로그 챌린지한다고
P1 	: 일기 썼었거든
P1 	: ㅎ중딩때 쓴만큼의 흑역사는 아니지만 꺌꺌
P0 	: 아~맞아 나도 썼는데ㅋㅋㅋㅋㅋㅋ
P0 	: 그 일기도 한참지나면 부끄러워지겠지...
P0 	: 싸이도 부활햇는데 다시 사람들 쓰게하려면
P0 	: 그런 돈주는 이벤이 잇어야할지도 모르겟군여
P1 	: ㅇ니 진차????
P1 	: 우리 서로이웃..인데 왜 몰랐지(머쓱
P1 	: ㅋㅋㅋㅋㅋ그때의 갬성으로~~
P1 	: 싸이월드 부활한 만큼 21세기에 맞게 다시 태어나길~!
P1 	: 돈도 좀 뿌리고ㅎㅎ
P0 	: 아 왜냐면 나 다른계정에서 일기 썼어서ㅋㅋㅋㅋㅋ
P1 	: 아앗 짜식...!
P1 	: 비밀리에 썼을줄이야!!!
P1 	: 우린 싸이월드 사용안해봤지만 써봤던 사람들은 추억 퐁퐁 솟아나겠다
P1 	: 마-무리
P1 	: 는 실패
P0 	: 그럿다고합니다 추억여행을 갓어요
