# FILE DATA
ID : MDRW2100025804
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210901
topic : 반려동물

# SPEAKER_INFO
id : 1
age : 30대
occupation : 가정 주부
sex : 여성
birthplace : 인천
principal_residence : 인천
current_residence : 경기
device : 스마트폰
keyboard : 천지인

id : 2
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 서울
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  직장>동기/동료/동업자
intimacy  :  3
contact_frequency  :  주 1회 미만

P0 	: 요새 &name3&랑 &name4& 사이는 어때요?
P1 	: 조금...
P1 	: 아주 조금
P1 	: 바라볼수있는 정도
P0 	: 오ㅋㅋㅋ 그래도 많이 발전했네
P0 	: &name3& 기특하당{emoji:♡}
P1 	: 그로게말얌 ㅋㅋㅋㅋ
P1 	: &name4&는 점점 활발해지공 ㅋㅋㅋ
P0 	: 여전히 똥꼬발랄하시군
P0 	: ㅋㅋㅋㅋㅋ
P0 	: 혹시 &name4&요
P0 	: 간식으로 황태채 줘도 되나염?
P1 	: 오
P1 	: 새로안 사실인데
P1 	: 강아지는 아무거나 잘먹는거가탕요
P0 	: 오 고양이랑은 좀 다른가요?ㅋㅋ
P1 	: &name3&는 엄청 까다롭거든요 ..ㅎㅎ
P0 	: 음... 그럼 그냥
	  &name3&랑 &name4&의 차이 아닐까여?ㅋㅋㅋ
P0 	: 예민한 댕댕이들도 있겠쥬 ㅋㅋㅋ
P1 	: 그럴까낭...?
P1 	: ㅋㅋㅋㅋ
P1 	: 근데원래 강쥐들은 잘먹어성
P0 	: ㅋㅋ그럼 무튼 &name3&
	  강아지 간식으로 나온
	  황태채 보낼게요? ㅋㅋㅋㅋ
P0 	: ㅇㅏ니 &name4&&name4& ㅋㅋ
P1 	: ㅋㅋㅋㅋㅋ이름이 헷갈리긴해유 ㅋㅋㅋㅋㅋ
P1 	: 보내주시면 감사하게 받쥬 ㅎ.ㅎ
P0 	: 넹ㅋㅋ 내일 새벽에
	  &name4& 황태채 도착할거에염ㅋㅋ
