# FILE DATA
ID : MDRW2100026437
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210901
topic : 식음료

# SPEAKER_INFO
id : 1
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 기타
sex : 여성
birthplace : 경남
principal_residence : 경남
current_residence : 경남
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

# SETTING
relation  :  기타>온라인 커뮤니티
intimacy  :  5
contact_frequency  :  (거의) 매일 연락한다.

P0 	: 나
P0 	: 크림카레파스타
P0 	: 먹을거에요
P1 	: 대박맛있겠다
P1 	: ..
P0 	: 큭..
P0 	: 아 헐
P0 	: 저거 치즈케이크 말하는구나
P0 	: 뭬친 저거
P0 	: 진심
P0 	: ㅁ맛있는제
P0 	: 진짜
P0 	: 저거 맨날 먹음 예전에..
P0 	: 한개에 천원이잔아
P1 	: 와굴쿠나
P1 	: 맞아
P1 	: 근데 입에서
P1 	: 너무 사르르녹아서
P1 	: 살짝 덜먹은기분듬
P0 	: 저거 우유랑 먹으먄
P0 	: 넘나뤼 맛잇지
P1 	: 똥싸는중
P0 	: ㅋ
P0 	: 하
P0 	: 힘들다
P0 	: 갑자기 혈육도 파스타 먹는대거
P0 	: 2인분 만듬
P1 	: 파스타만드나요
P1 	: 돌았나
P1 	: 니가해
P0 	: ㄱㄴㄲ
P0 	: ㅎㅎ 근데
P0 	: 엄마가 도와줘서
P0 	: 나 좀 꿀빠는 중
P0 	: 님아 우리라테일하고
P0 	: 영화한편 때리고
P0 	: 영화보면안돼요
P0 	: ?
P0 	: 아니
P0 	: 그 다음에 도안
P0 	: 하면 안돼요?
P1 	: 좋지
P1 	: 라테일뻘리없애야겟다
P0 	: 저 아까 또 꿈꿧음
P0 	: 아까 꿈에서 제가
P0 	: 영화배우엿는데
P0 	: 촬영 끝나고
P0 	: 동네에 숨은 맛집으로
P0 	: 백숙 먹으러가는 꿈
P0 	: 꿧음
P1 	: 아웃겨
P1 	: 꽤나상세한대
