# FILE DATA
ID : MDRW2100027749
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210902
topic : 반려동물

# SPEAKER_INFO
id : 1
age : 20대
occupation : 학생
sex : 여성
birthplace : 서울
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 기타
sex : 여성
birthplace : 광주
principal_residence : 광주
current_residence : 충북
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  기타>온라인 커뮤니티
intimacy  :  4
contact_frequency  :  주 3회 이상

P1 	: &name4&는 천재야
P1 	: &name3&이가보고싶어요
P1 	: &name3&이누나
P0 	: 당신과 같은 동물러버에게 어울리는 주제입니다
P0 	: 우리집 강아지 자랑
P1 	: 해주세요
P0 	: 어제였나? 그제였나. 하루종일 비와서 &name3&이가 빡쳤어
P1 	: 산책을 못갔구나
P1 	: 하늘이 나빴네 어떻게 멍멍이한테서 산책을 뺏어
P1 	: 맞다 궁금한거 있어
P0 	: 우리애는 실외배변인데....비와서 하루종이 화장실도 못갔어
P0 	: ㅠ
P0 	: 먼데
P1 	: &name3&이는 무슨간식 좋아해?
P0 	: &name3&이는 간식 다 좋아해
P1 	: &name3&이 똥도못쌋어 충격적
P0 	: 근데 치즈류보다는 고기류 더 좋아해
P0 	: 최애는 고구마말랭이...
P1 	: 오호... &name3&이가 맛잘알이네 고기류 선호라니
P1 	: 고구마말랭이는 나도 좋아하는건데 이제 &name3&이랑 고구마말랭이두고 싸울수도 잇겟다
P1 	: 고구마 왕창먹고 살찐 &name3&이 한번쯤은 보고싶다
P1 	: 그치만 건강에 나쁘니까 적당히 먹도록 해라 &name3&아...
P0 	: 코로나 때문에 집에 사람이 있었더니 살 엄청쪘어...
P0 	: 가족들이 돌아가면서 간식을 줘서......
P1 	: ㅋㅋㅋㅋ다듷 &name3&이한테 사랑받고싶어하는거지
P1 	: 강아지님 간식을 드릴테니 저를 제일 좋아해 주십사 하면서 바치기
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㄹㅇ진짜루....아니 근데 배불러도 자꾸 먹으니까 살이 쪄.
P0 	: 고구마말랭이는 나랑도 맨날 싸움
P1 	: 일단 주니까 먹는거지...
P1 	: 돼지멍멍이
P1 	: 나는 언젠가 강아지나 고양이를 길러보고싶었어
P0 	: 고구마말랭이 꺼내면 일던 설렘
P0 	: 근데 그걸 내가 먹는다?
P1 	: 그리고 고양이알러지를 알았고 포기했다
P0 	: 충격!
P0 	: 저런.....
P1 	: ㅋㅋㅋㅋㅋㅋ&name4&와 &name3&이의 전쟁
P1 	: 개와사람대전 웃긴다
P0 	: 근데 생각보다 털동물 알러지 있는 사람이 많더라
P1 	: 다른털동물 하나도 없는데
P1 	: 고양이알러지만 극심한거 되게 드물대
P1 	: 근데 내가 그렇대
P1 	: 다행이라고 해야...하냐?
P0 	: ㅠㅠㅠㅠ너무하다....고양이 알러지면 강아지는 가능????
P1 	: 삽가능이긴 한데 저 옆에 태양같은존재가 있으면 감화되는편이 아니라 퇴마당하는 편이라서요
P1 	: 강아지한테 퇴마당하고 감당못할거 뻔해서.. 그냥.. 애초에 마음을 안먹는
P0 	: 어둠의 종족이냐구요
P1 	: 랜선이모로 만족하기로 했어
P0 	: 하지만 강아지는 그럴수있어
P1 	: 모르셨나요? 저는... 어둠에서 태어난
P1 	: 동물러버
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ강아지랑 산책 나갈때마다 퇴마1회씯 당하고
P1 	: 무슨소리야 산책나가고 나서 10분에 한번씩 가루가 됬다가 재구성될듯
P1 	: 심지어 아침에 깨워져서 그아악 하고
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ근데 아침에 깨우는건 멍바멍인듯
P0 	: 우리애는......주말에 늦잠자면 밥달라고 안깨워...그냥 &name3&이두 늦잠잔다
P1 	: ㅋㅋㅋㅋ아나 &name3&이도 같이 늦잠자냑ㅎ
P1 	: 자냐고
P1 	: 간식정도가 아니면 밥보다 잠인거구나... 멋진 강아지다
P0 	: 우리애는 그냥 때되면 나가는 거 아니까 나가자고 재촉도 안해....
P1 	: 뭔가 나쁜말이 섞여있었나봐
P1 	: 멍멍이?
P0 	: 머라고 필터링 됐어??? 왜지
P0 	: 산책나가자고 재촉 안해....
P1 	: 썼는데
P1 	: 퇴마당라면?
P1 	: 퇴마당하면이 문젠가
P1 	: 모르겠다 뭐가 기준일까
P1 	: 화장실 가고싶은거아님 나가자고도 안하는 &name3&이
P1 	: 멋지다
P0 	: 아 &name3&이 산책가야하는데
P0 	: 귀찮어
P1 	: 이게 바로 실내견이다
P1 	: 주인닮나?
P1 	: &name3&이 만나보고싶어
P1 	: 생각보다 큼직하고 생각보다 조그말듯
P1 	: 일단 설기는 좟나 조그맣구 좟나귀엽구
P1 	: 바들바들 멍멍쓰 조용쓰 귀엽쓰
P1 	: 그리고 지 발목만한 똥을 세개는 쌈
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ맞아
P0 	: 설기는 진짜 작아
P0 	: &name3&이는......네발로 서있으면 무릎?까지 올걸
P1 	: 그래두 &name3&이 그렇게 안큰편인거 같애서
P1 	: 근데 롱다리인
