# FILE DATA
ID : MDRW2100047351
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210826
topic : 식음료

# SPEAKER_INFO
id : 1
age : 20대
occupation : 학생
sex : 여성
birthplace : 경북
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 천지인

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: 그럼 &name2&님은 카페에서 아아메 제일 자주 드시나요...?
P1 	: 네네! 그거아니면 콜드브루요~
P1 	: &name1&님은 어떠세요,
P1 	: ?
P0 	: 저는 아아메보다는 라떼나 프라푸치노 같은 걸 더 좋아해서 많이 먹어요
P1 	: 오 풀바셋 아이스크림라떼 드셔보셨어요?
P1 	: 맛있던데!
P0 	: 앗 아뇨 집 근처에 풀바셋이 없어서요!ㅋㅋㅋ
P0 	: 저는 아이스크림 올라간 건 투썸 밀크티쉐이크가 제일 좋아요!
P1 	: 헉 그거 사람들이 맛있다고!! 엄청 추천하던데
P1 	: 투썸이 밀크티 잘한다고!!
P0 	: 맞아요!!!! twg 홍차를 쓴다고 했던가 암튼 진하고 맛있어요ㅋㅋㅋ
P0 	: 카페인도 은근 높더라고요ㅎㅎㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋ하 당장가서 사오고싶지만 귀찮네요 주말에 먹어봐야겠어요!!ㄱㅋㅋ
P1 	: 프라푸치노는 뭐 제일 좋아하세요?
P0 	: 저는 역시 자바칩 프라푸치노죠!ㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋ자바칩 맛있죠!!!ㅎㅎ
P1 	: 전 민트초코요!!
P1 	: 민초 좋아하세요?
P0 	: 오 민초 좋아하죠!!!
P0 	: 요즘 민초 과자들 많이 나와서 얼마나 좋은지 몰라요
P1 	: ㅋㅋㄲㅋ맞아요!! 최근에 나온거 중에 맛있는거 있나요?
P0 	: 민초 아몬드볼이랑 abc 민초쿠키 맛있더라고요
P0 	: 후기도 안 보고 산거라서 다른 사람들은 어떨지 모르겠네요ㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋ헉 저도 abc민초쿠키 좋아해요!!!!!!!
P1 	: 아몬드볼도 맛있구나
P1 	: 메모메모,,
P1 	: 아몬드볼 맛이 그렇게 많은지 몰랐어요ㅋㄱㄲ
P0 	: ㅋㅋㅋㅋ맞아요 요즘은 별게 다 나와서 이런 것도 있어??!? 하면서 놀라곤 해요ㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋ그거 외국인분들한테도 인기가 엄청 많대요
P1 	: 그래서 코로나전에 외국인 여행객들이 엄청 사간다고 들었어요
P0 	: 오... 그렇군요!!
