# FILE DATA
ID : MDRW2100006187
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210907
topic : 시사(정치, 경제, 사회)>국세청 근로장려금 신청 접수

# SPEAKER_INFO
id : 1
age : 30대
occupation : 전문가 및 관련 종사자
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 기타
sex : 여성
birthplace : 부산
principal_residence : 부산
current_residence : 부산
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: 근로장려금~
P0 	: 저는항상대상이아니라고ㅜㅜ
P1 	: 음.........................
P1 	: 국세청이랑
P1 	: 근로장려금이랑
P1 	: ?????
P1 	: 근로장려금을 귝세청이줘뇨?
P0 	: 네ㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 국세청 홈택스에서 신청합니다ㅋㅋㅋ
P1 	: 저도 뭐 인연이없었던지라 몰랐어요
P1 	: 그걸
P1 	: 홈텍스에서한다구요?!!!
P1 	: 와
P1 	: 언제부터...?
P0 	: 꽤된거같아요
P0 	: 받아본적은없지만ㅜㅜ
P1 	: 으엄...뭘 몰라가지곸ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 모든 사실이 새롭네요
P0 	: 저도 그냥 이쪽업무를해서ㅋㅋㅋㅋㅋㅋ
P0 	: 아니면몰랐을거같아요
P1 	: 아하 업무를 하시는구나 ㅎㅎ
P0 	: 아직 신청중인거같던데 혹시 대상되시면 신청해보세요!
P1 	: 음..대학생만 가능한거죠?
P1 	: 아
P1 	: 장려금!!!
P1 	: 근로장학금아니고
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아오해했어욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 네네ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 근로장학금ㅋㅋㅋㅋㅋㅋ오랜만에듣네요
P1 	: 아 그니까욬ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 너무오랜만에듣는단어인데?
P1 	: 이렇게생각했다구욬ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그걸 국세청이????
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 이상하셨겠어요ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 앜ㅋㅋㅋㅋ오해가 넘 깊었습니다
