# FILE DATA
ID : MDRW2100029303
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210903
topic : 식음료

# SPEAKER_INFO
id : 1
age : 10대
occupation : 학생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 10대
occupation : 학생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 천지인

# SETTING
relation  :  기타>그 외 사회적 관계
intimacy  :  3
contact_frequency  :  주 1~2회

P0 	: &name2&님 안녕하세요 저 틧터 &name1&에요!
P0 	: 어 음... 어제 뭐 드셨나요?(갑자기)
P1 	: 헉 안녕하세요ㅋㅋㅋㅠ
P1 	: 전 햄버거 먹었어요!맘스터치햄버거..
P1 	: &name1&님은 뭐드셧나요
P0 	: 헐 햄버거... 맛있겠다 새벽에 먹을 거 얘기하니까 군침 도네요
P0 	: 저는 음... 메뉴는 정확히 잘 모르겠는데 무슨 덮밥?같은 거였어요
P0 	: 급식으로 나왔는데 산처럼 수북히 쌓아줘서 비비기 지대 짱나더라구요 ...
P1 	: 헐 맛은 어떠셨나요
P0 	: 비비는 게 넘 힘들어서 조금밖에 못 먹었어요ㅠㅠ.. 그래서 맛이 잘 기억이 안 나는데 스읍 아마 좀 매콤하게 맛있었던 거 같아요!
P0 	: &name2&님은 햄버거 무슨 맛 드셨나요??
P1 	: 맛있으셨다니 다행이네요 저희 학교 덮밥은 종종..음쓰가 나오곤해서(...)
P1 	: 전 인크레더블??
P1 	: 뭐.. 얇은햄이랑 치킨이랑 샐러드?들어있는 버거였어요
P0 	: 아 음쓰가(말잇못)
P0 	: 햄이랑 치킨... 정말 사랑스러운 친구들이네요
P0 	: 햄버거 자주 드시나요
P1 	: 자주 먹는건 아니고... 어쩌다한번?
P1 	: 근데 일년전인가... 한동안 꽂혀서계속 먹고그랬었어요
P1 	: &name1&님은요?
P0 	: 아 한 음식에 팍 꽂힐 때가 있죠 저두 전에 곤약젤리에 꽂혀서 쌓아두고 먹었거든요
P0 	: 전... ㅋㅋㅋ 사 먹는 과정이 귀찮아서 그냥 굶고 마는 성격이라 패스트푸드는 잘 안 먹게 되더라구요
P0 	: 누가 냅다 먹여주면 냅다 먹기는 해요 ㅋㅋㅋ
P1 	: 와 곤약젤리 맛있죠....먹고싶다
P1 	: ㅋㅋㅋ전 한번꽂히면 그건 꼭 먹어야하고그래서...
P1 	: 귀찮음이 식탐을 이기는편이죠
P0 	: 꽂힌 음식을 향한 집념... 멋있어요
P1 	: ㅇㄴ멋있는건가요 감사합니다ㅋㅋㅠ
P1 	: 음...뭐먹고픈거 있으세요?
P0 	: 지금 먹고 싶은 건 딱히 없지만... 코로나 풀리면 마라탕 먹으러 가고 싶어요...
P1 	: 헉 저희집 근처에 마라탕집있는데
P1 	: 제 친구들 거기서 그냥 출석도장찍던데요ㅋㅋㅋ
P0 	: 헐... 저 데려가 주세요 (이런 발언)
P0 	: 으앙 마라탕 먹은 지가 너무 오래됐어요ㅠㅠㅠ
