# FILE DATA
ID : MDRW2100033493
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210824
topic : 연애와 결혼

# SPEAKER_INFO
id : 1
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 충남
principal_residence : 충남
current_residence : 충남
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P1 	: 유혜주씨 결혼생활 잘하시나요?
P0 	: 어우 그분 영상 결혼 바이럴이에요
P1 	: 해쭈 쁘큐보이 영상이 저의 바이럴인데
P1 	: 와 신기하다 봐야지
P0 	: 나도 유혜주씨랑 결혼하고 싶다이런 바이블
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋㅋㅋ아 진짜웃겨 상대가 거기였냐고요!!ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아니 남편이 너무 부러운거에요
P0 	: 해쭈는 들어보기만 했는데
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아 봐야지... 씁..
P0 	: 결혼하셨어요?!!
P1 	: 그 해쭈부부 보면...
P0 	: 네네
P1 	: 해쭈랑 하고싶어요
P0 	: 어떤점이 부럽던가요
P0 	: 아나
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 쓰읍..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ씁...
P0 	: 그럼 결혼하고싶었던 남자 있나요
P1 	: 여자들이...너무 잘해서...어쩔수 없다....
P0 	: 저놈 결혼하고싶다 이런
P1 	: 아 저..
P1 	: 저....저...
P0 	: 아무나
P1 	: 저 저...저는..
P1 	: 하 어떡하지 이종석이 피노키오에서 우는거보고
P1 	: 잠깐 아씁귀엽네 해서 3초 결혼했다가 헤어졌어요
P1 	: 님은요?
P1 	: 저 진짜 주위남자중에서는.....아직 없단말이에요.
P0 	: 저도 주위 남자중에는 없는데
P0 	: 저는 약간 저희 아빠보면
P0 	: 이런놈이랑 결혼해야지싶어요
P0 	: 귀여워가지고
P1 	: 와 엄청 스윗하신가보다 그쵸
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아뇨 가부장적인데 힘이없어요
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 폰가부장....이 이상형(메모
P0 	: ㄴㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅌ아 ㅋㅌㅌㅌㅌㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 입은 가부장을 말하지만 행동은 가정적..
P1 	: 아 씁 너무 좋으신분이다....
P0 	: 저희집은 빨래 청소 다 아부지가 해요
P1 	: 헐 진짜 멋있으시다 진짜로요
P0 	: 그래서 남편도 빨래 청소 요리 해줬으면 좋겠어요
P0 	: (요..리?
P0 	: 성공하자구요 우리
P1 	: 성공 #가보자고
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아 그러면 그 
	  요리 청소 빨래 다 잘하는 남편 VS 요리가 거의 쉐프급남편 대신 집안일은 님이.
P1 	: 누가 더 결혼하고 싶은 남편인가요?
P0 	: 벨붕아닌가요?! 전자
P0 	: 쉐프는 나가면 있어요.
P0 	: ㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 쉐프도 집에선 요리 안한대요
P1 	: ㅋㅋㅌㅋㅋㅋㅋㅌㅋㅋㅋㅌㅋㅋㅋㅌㅌㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 왜요...백종원은..
P1 	: 하잖아요
P0 	: !!!!!
P0 	: 아맞다 나 이상형 백종원
P0 	: 오늘부터 백종원
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ백종원은 진짜 집안일도 다 하잖아요
P1 	: 하 씁...찾았다 이상형
