# FILE DATA
ID : MDRW2100001478
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20211016
topic : 가사 및 가족

# SPEAKER_INFO
id : 1
age : 30대
occupation : 판매/영업 종사자
sex : 남성
birthplace : 부산
principal_residence : 부산
current_residence : 부산
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: 안녕하세요
P1 	: 안녕하세요!
P1 	: 혹시 지금 자취하고 계신가요?
P0 	: 네
P1 	: 오 자취생이시구나
P0 	: 출가라고 해주세요ㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ왜 출가죠 ㅋㅋㅋ
P1 	: 내쫓김..인가요..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 네....
P0 	: 밥해주기 싫다고 나가라든데요
P1 	: 저는 내쫓김이라도 좋으니.....
P1 	: 자취하고싶네요...
P1 	: 아앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그럼 집안일 혼자 다 쳐내고 계시겠군요..
P0 	: 이럴줄몰랏죠..
P0 	: 생각보다 일이 오래걸리네요
P0 	: 빨래 설거지 청소 분리수거 요리
P0 	: 다할려니 부모님집에 살때처럼
P0 	: 하나하나 짧게짧게 안되요
P0 	: 빨래랑 청소하면 주말이 다지나가요
P1 	: 그쵸 약간
P1 	: 날잡고 대청소를 해야되는 느낌...
P1 	: 빨리 기술이 발전해서
P1 	: 집안일로봇이
P1 	: 나와야해요
P0 	: 주말되면 뭔가 의무적으로 해야될거같아요ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 언능 청소기를 구매해야..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ저는 자취생은 아니지만.. 주말은 약간
P1 	: 암묵적인
P1 	: 청소하는날 아닌가요
P1 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 청소기는 솔직히 비싼거 필요없고
P1 	: 싸고 흡입력 조은게 최고.
P0 	: 이것저것 사다보니 돈이없어서 무릎끌고댕기며 청소하네여
P0 	: 무선으로 사야죠ㅋㅋ
P1 	: 허어 ㅠㅠ 무릎은 소중합니다...
P1 	: 좋은걸로 구매하셔서 삶의질 높아지시길..기원합니다
	  
