# FILE DATA
ID : MDRW2100030061
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210903
topic : 반려동물

# SPEAKER_INFO
id : 1
age : 20대
occupation : 기타
sex : 여성
birthplace : 부산
principal_residence : 부산
current_residence : 부산
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 남성
birthplace : 대구
principal_residence : 대구
current_residence : 대전
device : 스마트폰
keyboard : 천지인

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: &name2&!!!
P0 	: 고양이를 좋아하실거 확신합니다
P0 	: ㅎㅎ
P1 	: &name2& &name2&
P1 	: 고양이좋아요~~
P1 	: 못키우고있지만요ㅠ
P0 	: 저도 고양이 좋아하지만 ㅠㅠ 못키우고 있죠..
P0 	: 랜선집사로 만족중 ㅠ
P0 	: 어떤 종 좋아하세요?
P1 	: 원래는 러시안블루 같은 애들 좋아했는데
P1 	: 메인쿤이라고 대형고양이종 사진봤더니 걔들도 귀엽더라고요
P0 	: 오우 ㅋㅋㅋ
P0 	: 메인쿤도 귀엽죠
P0 	: 털이 엄청 매력적인거같아요
P0 	: 저는 러블{emoji:♡} 넘 좋아요
P0 	: 털색도 눈동자색도 ㅎㅎ
P1 	: 러블을 예에전에 본적이 있었는데
P0 	: 네 ㅎㅎ
P1 	: 고양이는 말랑하다지만 그친구들은 특히말랑해서... 짱귀엽더라고요
P1 	: 근데 정말... 말랑했어요
P0 	: 호옥{emoji:♡}{emoji:♡} 전 실제론 못본거같아요
P1 	: 친구가 키우는거아님 볼일이 진짜없는듯해요 러블은ㅠ
P1 	: 강아지처럼 산책하는거도 아니라서....
P0 	: 맞아요 ㅠ
P0 	: 고양이 자체를 친구가 키우지않으면
P0 	: 실제로 보긴 너무 어렵죠 ㅠ
P1 	: 동네 고양이들도 소리만들리고ㅠㅠ
P1 	: 사람 보이는거같으면 벌써 가버려서 본적도 없네요...
P0 	: 정말 싫어하시는 분들은
P0 	: 고양이를 때리려고도 하니까 ㅠ
P0 	: 사람 무서워하는게 당연한거같아요
P0 	: 슬픈거같아요
P1 	: 길고양이 학대 뉴스이런거도 가끔뜨고 그래서ㅠ
P1 	: 우는소리 들으면 애기같은데 걱정이네요
