# FILE DATA
ID : MDRW2100021856
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210828
topic : 식음료

# SPEAKER_INFO
id : 1
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 경북
principal_residence : 경북
current_residence : 경북
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 기타
sex : 여성
birthplace : 서울
principal_residence : 해외/기타
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P1 	: 가기에는 거리가 멀어서 배달시키는 것도.....
P0 	: 또르르..ㅠㅠㅠ 그러면 저는 편의점 가게 돼요ㅠㅠ
P0 	: 제일 애매한... 그런 상황
P1 	: 왜 갑자기 간절히 먹고 싶은 곳은 문을 닫았는지....
P1 	: 사장님!!! 왜 하필 오늘이 개인 사정인거죠!!
P1 	: ㅋㅋㅋㅋㅋ
P0 	: 저두 며칠전에 돈카츠카레우동이 먹고 싶어서 친구랑 갔는데
P0 	: 가게는 열려있는데.. 배달만 하던..
P0 	: 방황하다가 옆동네 돈까스집 갔어욬ㅋㅋㅋㅋ
P1 	: 아...아아.... 사장님 왜죠? 홀손님 받아주세요... 왜 안받아줘요ㅠ
P1 	: 근데 코로나라서 그런지 홀은 안받아주는데가 꽤 있기는 한 것같더라구요ㅠㅠ
P1 	: 집근처 피자스쿨이랑 그 옆에 분식집도 장소가 작어서 그런지 가게에서 먹고 가는건 안된다고 하시더라구요ㅠㅠ
P1 	: 딱 거리두기 4단계 격상으로 내부식사는 불가능합니다. 하고 붙여두신거 봤어요ㅠㅠ
P0 	: ㅠㅠㅠㅠ맞아요ㅠㅠ 사장님들은 괜히 홀손님 받았다가 확진자 다녀가면 문 닫아야하니 그 편이 안전할테니까ㅠㅠ
P0 	: 피자스쿨 하니까 저희 집앞 피자스쿨 사라져서 너무 슬퍼요ㅠㅠㅠ
P0 	: 직화 파인애플 피자 너무 좋아했는데ㅠㅠ
P1 	: 아앗... 피자스쿨이 사라졌다구요?! 그렇게 슬픈 소식은...ㅠㅠㅠ 피자스쿨이 혼자가서 사먹기에 가격면에서도 부담이 없는 곳인데 너무 슬프네요ㅠㅠㅠㅠ
P1 	: 솔직히 가끔 도미노나 청년피자 이런데서 시키면 좀 과하다는 생각이 들어서 피자스쿨 좋아하는데ㅠㅠ
P1 	: 파파존스도 그렇긴한데 파파존스에서 파는 브라우니는 포기할 수가 없다보닠ㅋㅋㅋㅋㅋ 가끔 시켜먹기는 하지만요 ㅎㅎ...
P0 	: 맞아요ㅠㅠㅠ 피자 너무 비싸요ㅠㅠㅠ
P0 	: 피자스쿨이 저렴하고 맛도있고 가성비 최고인데ㅠㅠㅠ
P1 	: 그러니까요!!! 더군다나 직접 가지러 가야하다보니 집 가까이에 있어서 집에 가지고가도 안식고! 비닐봉지에 안와서 배달처럼 습기도 없고!! 너무 뜨겁지 않은 적당한 온도에서 맛있게 먹을 수 있는데!!!
P1 	: 없어져버렸다니... 진짜 너무 슬픈소식이에요ㅠㅠ
P0 	: 맞아요!!!! 피자스쿨도 거의 한 4분컷이었는데ㅠㅠㅠㅠㅠ
P0 	: 너무 슬퍼요ㅠㅠㅠㅠ 저번에 시키려다가 전화번호 없어서 당황했었어요ㅠㅠㅠ
P1 	: 아아앗!!! 이럴 수가!!!! 그걸로 없어진걸 아셨군요ㅜㅠ 아시고나서는 엄청 당황스러우셨겠어요ㅠㅠㅠㅠ
P1 	: 아직 학생들이 많다구요 피자스쿨!!ㅜㅠㅠㅠㅠㅠ 와플대학처럼 평생교육원 느낌 아니냐구욧!ㅋㅋ큐ㅠㅠㅠㅠ
P0 	: 오빠가 피자 먹쟤서 피자스쿨 먹자~!~! 했는데 없어서 어..? 왜?????? 왜없지...??? 어디갔어?? 했는데 사라진게 맞았던ㅠㅜㅝ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ맞아욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 음식계의 평생교육원!!!!!! 와플대학도 대학다닐때 엄청 자주 먹었는데ㅋㅋㅋㅋㅋ
P1 	: 다들 피자스쿨 다니다가 졸업하면 와플대학 가는거 아니였냐구욬ㅋㅋㅋㅋ 그러다나 아 갑자기 졸업한 피자스쿨이 떠오르네? 싶으면 어익후! 졸업생이 지나가다 생각난김에 들렀습니다~ 하는걸로 아는뎈ㅋㅋㅋㅋ 그 피자스쿨이ㅠㅠㅠㅠ
P1 	: 원래라면 대학 중복 등록은 못하지만 와플대학만큼은 예외가 가능한 대학이라 얼마나 좋은지 모르겠어요!ㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ앜ㅋㅋㅋㅋㅋㅋ
P0 	: 진짜 웃겨욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 근데 이제 피자스쿨도 와플대학도 없는....ㅠㅠㅠㅠ
P0 	: 아 그럼 그 드립도 아세요?ㅋㅋㅋㅋ 응 니 최종학력 피자스쿨~~~~
P1 	: 아앗ㅋㅋㅋ 네ㅋㅋㅋ 알아욬ㅋㅋㅋㅋㅋ
P1 	: 그게 뭐개 많아서 하나하나 기억은 안나지만 볼때마다 너무 웃기죸ㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ맞아욬ㅋㅋㅋ 드립천재같아욬ㅋㅋㅋ
P1 	: 근데 와플대학이 있으니 이제 최종학력은 와플대학인걸로...
P1 	: 하지만 저희 동네에도 와플대학은 없어서....ㅜㅠ
P1 	: 와플먹고 싶을때 너무 슬퍼요ㅠㅠ
P0 	: ㅠㅠㅠㅠ저두 대학 이후로 못먹었어요ㅠㅠㅠ
P1 	: 와플대학이 와플종류가 이거저거 많아서 좋은데 너무 아쉬워요ㅠㅠㅠㅠ
