# FILE DATA
ID : MDRW2100037586
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210901
topic : 가사 및 가족

# SPEAKER_INFO
id : 1
age : 30대
occupation : 기타
sex : 여성
birthplace : 경북
principal_residence : 대구
current_residence : 대구
device : 스마트폰
keyboard : 천지인

id : 2
age : 30대
occupation : 기타
sex : 여성
birthplace : 부산
principal_residence : 대구
current_residence : 대구
device : 스마트폰
keyboard : 나랏글

# SETTING
relation  :  가족>부부
intimacy  :  4
contact_frequency  :  (거의) 매일 연락한다.

P1 	: 여튼 울면서 &name3&가 자전거를 끌고 가서 아빠한테 또 얘길 한 거야
P0 	: 아고 ㅜ언니 ㅜ 그랬겠다.
P0 	: 헉
P1 	: 엊그제 우리 &name4&이 &name3& 게임 지웠는 얘기 내가 했나
P0 	: 너무 엄마아빠한테 얘길 다하네.. 사소한것도..흠
P0 	: 오해도했구ㅜ
P1 	: &name4&이 &name3& 휴대폰에 있는 무한의 계단을 지웠어
P0 	: 응 했어
P0 	: 그랬잖아ㅜㅜ아고
P1 	: 어 안그래도 &name3& 엄마 아빠는 약간 화가 나 있는 상태인데
P1 	: &name4&이 또 우리끼리 놀자 하면서 해놓으니까
P0 	: 응응ㅜㅠ아효
P1 	: &name3& 아빠가 약간 화가 난 말투로 전화가 왔대
P0 	: 그러니깐  헉 ㅜㅠ
P1 	: 근데 &name3& 아빠는 애들이 싸우는 거에 대해서 크게 신경을 안 쓰는 편이거든
P1 	: 근데 두 번 연달아서 그러니까 자기도 속상한 거야
P0 	: 응응
P0 	: 그렇겠지ㅜ
P1 	: 근데 우리 입장에서는
P0 	: 자기아들이 우니깐ㅜ
P1 	: &name3&도 그 여자 친구랑 논다고 지네끼리 약속을 하고
P0 	: 맞어맞어
P1 	: 그냥 &address&에서 말도 없이 내려 버려
P1 	: 우리 &name4&은 &name3&하고 놀거라고 당연히 생각을 하고 있는데
P0 	: 그렇지 ㅜ
P1 	: 아무 말도 없이 &address&에 내린 적이 한두 번이 아니거든
P1 	: 그러니까 얘도 화가 나잖아
P1 	: 물론 우리는 그런 얘기를 한 번도 한 적이 없어
P0 	: 그렇지 화나지.
