# FILE DATA
ID : MDRW2100007303
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210822
topic : 공연 및 관람>스포츠 경기 및 관람

# SPEAKER_INFO
id : 1
age : 20대
occupation : 학생
sex : 여성
birthplace : 서울
principal_residence : 경남
current_residence : 경남
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 전문가 및 관련 종사자
sex : 여성
birthplace : 서울
principal_residence : 광주
current_residence : 충남
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: 안녕하세용
P1 	: 네!
P0 	: 저는 야구 좋아하는데 혹시 야구 좋아하세요?!
P1 	: 아
P1 	: 아니요
P1 	: 야구는 간단한 룰만 알아요
P1 	: 응원하는 팀 있으세요?
P0 	: 저는 삼성라이온즈 응원해요!
P1 	: 아! 삼성은 그래도 잘하는 팀이죠?
P1 	: 한화나 기아는 주변 지인인 팬들이 욕하는 거 많이 들었는데
P0 	: 감사합니다 ㅠㅠㅠㅠㅠㅠ
P0 	: 삼성을 잘하는팀으로 기억해주셔서... 감사합니다...
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 직관도 다니시나요?
P0 	: 코로나 전엔 종종 다니다가 요새는 구장이 좀 멀어서
P0 	: 안 가고 있어요ㅠㅠ
P0 	: 응원가 불러야하는데! 실시간으로 사람들 화내는거 들어야하는데!!
P1 	: 아 코로나때문에 확실히 어렵겠네요.
P1 	: 그럼 이번 올림픽때도 야구 보셨어요?
P0 	: 올림픽 야구... 봤어요
P1 	: ㅎㅎ전 기사로만 접했는데 조금 부진했던 것 같더라구요
P0 	: 맞아요... 그건 어쩔 수 없지
P0 	: 하지만 감독이 정말 못했어요...
P1 	: 저도 스포츠 직관은 가끔 가봤는데 야구 배구 농구 가봤어요
P1 	: 다른 것도 가보셨어요?
P0 	: 저도 배구 농구 가봤어요!
P1 	: 오 배구 농구도 보면 재밌더라구요
P1 	: 룰 몰라도 즐기기 쉽고
P0 	: 그쵸! 뭔가 가볍게? 직관가기엔
P1 	: 요즘 여자배구 인기가 좋아서 나중에 여배 경기도 가보고싶은데 티켓팅 어렵겠죠?
P0 	: 바로바로 점수 나는 스포츠들이 좋은거 같아요
P0 	: 여배 티켓팅 조금 빡셀거 같은 감 있어요ㅋㅋㅋㅋㅋ
P1 	: 아 맞아요! 그리고 턴도 짧고! 축구같은 건 길어서 잘 못봐요ㅜㅜ
P0 	: 근데 전 가까운데에 배구 경기장이 없어서..ㅠㅠ
P1 	: 저도 제가 사는 곳 말고 수원인가 경기장 가본 거 같아요
