# FILE DATA
ID : MDRW2100046231
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20211016
topic : 공연 및 관람

# SPEAKER_INFO
id : 1
age : 30대
occupation : 사무 종사자
sex : 남성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: 안녕하세요
P0 	: /
P1 	: 안녕하세요~
P1 	: 오늘 주말인데 특별한 계획 있으세요?
P0 	: 아들이랑 축구 하고 있어요
P0 	: 반갑습니다~^^
P1 	: 아들이랑 축구라니 ㅎㅎㅎ 너무 재밌을거같아요
P1 	: 축구 보는 것도 좋아하세요?
P0 	: 그럼요~ 손흥민 선수가 활약중인 토트넘 경기를 자주 봅니다.
P0 	: 날씨가 많이 추워졌네요. 감기 조심하세요~
P1 	: 그럼 가끔 새벽에 일어나시겠어요 ㅋㅋㅋ
P1 	: 그러게요 내일은 더 추워진다고 ㅠㅠ
P1 	: 님도 옷 따뜻하게입고 감기조심하세요!
P0 	: 네 감사합니다~~~
P1 	: 토트넘 경기말고
P1 	: 따로 챙겨보는 팀 경기가 있으신가요?
P1 	: 축구가 아니더라두?!
P0 	: 한번씩 메이져리그도 보고 있는데 우리나라 선수들이 있는 팀들이 더 떨어졌네요. ㅠㅠ
P1 	: 앗 ㅠ 다음 시즌에는 좀 더 오래 남아있길..ㅎㅎㅎ
P1 	: 농구는 안보세요?
P0 	: 네~&name2&님은 주말에 계획 없으세요?
P0 	: 농구는 예전에는 봤는데 요새는 잘 안봐요.
P1 	: 저는 저녁에 친구랑 저녁 먹으려구요 ㅎㅎ
P1 	: 아하 ㅎㅎㅎ 저도 한땐 kbl도 챙겨봤는데
P0 	: 농구는 하는 걸 좋아하는데 기회가 잘 안나서 못하고 있어요.
P1 	: 요즘엔 바빠서 짬이 안나더라구요 ㅠ
P0 	: 그렇죠.
P1 	: 하시는 것도 좋아하는구나 ㅎㅎ
	  
