# FILE DATA
ID : MDRW2100005738
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210907
topic : 식음료

# SPEAKER_INFO
id : 1
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 대전
principal_residence : 대전
current_residence : 대전
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

id : 2
age : 30대
occupation : 사무 종사자
sex : 남성
birthplace : 서울
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: 아 어제 진짜
P0 	: 저번주에 브라이덜한친구한테 너무~ 서운한게 많아서
P0 	: 같이 파티한애한테 이것저것얘기하다가 놀라운거발견함
P1 	: ㅋㅋㅋ
P1 	: 톡방난리났구나
P1 	: 왜요
P1 	: 멈데
P0 	: 오늘점심뭐래요?
P1 	: 저희는 가봐야 압니다?
P1 	: 랜덤박스 그자체
P0 	: 아 냄새가날텐데
P0 	: 냄새안나나봐요
P1 	: 안나요 다른 건물이라ㅋㅋ
P1 	: 어제 저녁은 머드심?
P0 	: 포케먹음
P0 	: 불고기포케
P0 	: 점심에 닭찌만두
P1 	: 아
P1 	: 쟘심임줄
P1 	: 뭐 신기한거 많이 드시네요
P0 	: 오늘점심도 닭찌만두
P1 	: 닭찌만두는 어디서 자꾸 나오나보네
P0 	: 굽네에서 5만원어치삿다니까요
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 닭찌 시리즈로
P1 	: 아
P1 	: 아머야!
P1 	: ...
P0 	: 어제 근데포케먹고
P1 	: 그게 닭가.슴살이 아니라
P0 	: 닭찌 포식함
P1 	: 저.런.거였.구나
P1 	: 닭찌도 드심?
P0 	: 닭
P0 	: 찌
P0 	: 만,든것들
P0 	: 소세지 만두 도시락 등등
P1 	: 음
P1 	: 다이어트의 문제점은
P1 	: 저런거 시켜서
P1 	: 반찬으로 같이 먹는거라던뎈ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 저는 저것만먹습니다
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 소스도안찍고,,
P1 	: 올
P0 	: 그래서어제 저녁에 폭식
P0 	: 미쳐서
P1 	: 1개만 먹어야되는거 아녜요?
P1 	: ㅌㅋㅋㅋ
P0 	: 포케먹고도 약간부족해서 닭찌소세지 먹음
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 근데 또 딹찌 육포보여서
P0 	: 그것도먹음
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그냥 삽시다
P1 	: 뭘 그런걸
P1 	: 그냥 먹고 운동이 제일인듯
P1 	: 대신 빡세게
P0 	: 그건맞긴함
P0 	: 어제 운동할랫더니 비와서  못나간ㅁ ㅠ
P0 	: 오늘감 필ㄹ테,, 죽을맛
P1 	: 이번주부터 자전거로 출퇴근할랬는데
P1 	: 비는 언제 그치는지
P0 	: 와오늘엄청춥던데
P1 	: 필테 잼써요?
P0 	: 잼씀 근데 고통 그자체
P1 	: 어제빼고 최근 다 추워씀
P1 	: 고통ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 이걸요???????
P0 	: 살려주세요ㅠㅠㅠ
P0 	: 이것만하다옴
P0 	: 으악
P0 	: 헥헥
P1 	: 유연성 제로라서
P0 	: 저말밖에안함
P1 	: 요가나 필테 함 해보고싶은데
P0 	: 10개만 하라면서
P0 	: 잘하면 2개더~
P1 	: ㅋㅋㅌㅌㅋㄱ
P0 	: 마지막 3개더~
P0 	: 이럼 진짜
P1 	: 피티 국룰
P1 	: 하나더!
P1 	: 하나만더!
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 필테 2번남았는데 이거끝나면 헬스해볼예정
P1 	: 좀 잘하면 바로 어려운거 시.키고
P1 	: 아니
P1 	: 시.키고가 왜
P0 	: 이거진짜 이해 노노
P1 	: 아.. 새.... 끼. 구나
P0 	: 저는 허리안좋아서 할수있는게 별로없음 ㅠ
P1 	: 허리 왜요?
P0 	: 말한거같은데 안했나?
P1 	: 안함
P0 	: 고딩때 체육대회 줄다리기 결승전하다가
P0 	: 뒤로자빠짐
P0 	: 디스크터짐
P0 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 헐
P1 	: 수술하심?
P0 	: 결승하고 디스크를얻음
P0 	: 수술하랫는데 안함
P1 	: 고통 장난아니었겠는데..
P0 	: 그래서 필테도 재활필테로 받고잇움
P1 	: 저도 요새 디스크 증상 있음..
P1 	: 하도 앉아있어서 그런듯요
P0 	: 최악
P1 	: 다리꼬는거 최대한 안하고있고..
P0 	: 저는 특이케이스라 앉아잇으면 안아픔
P1 	: 오?
P0 	: 서잇거나 좀 오래걸으면 바로아픔
P0 	: 디스크진짜 최악 ㅠ
