# FILE DATA
ID : MDRW2100006130
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210907
topic : 학교 생활

# SPEAKER_INFO
id : 1
age : 30대
occupation : 기술직 종사자
sex : 남성
birthplace : 충북
principal_residence : 충북
current_residence : 울산
device : 스마트폰
keyboard : 천지인

id : 2
age : 20대
occupation : 학생
sex : 여성
birthplace : 울산
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P1 	: ㅋㅋㅋㅋㅋ&name1&님은
P1 	: 남고나오셨나요
P0 	: 저는 남중 공학 이렇게 나왔어요
P0 	: 중고등학교 친구들이 오래 가는것 같아요
P1 	: 오옹
P1 	: 맞아용
P1 	: 구런거같네요
P0 	: 그게 지역도 비슷해서 계속 볼 수 있는덷
P0 	: 대학은 전국에서 오니 졸업하면 흩어져서 보기가 어려워요
P1 	: 아아
P1 	: 맞아요ㅠㅠㅠ
P1 	: 어쩔수없죠ㅠㅠ
P0 	: &name2&님 학교는 집에서 멀어요?
P1 	: 이야꽤나멀죠
P0 	: 그렇군요
P0 	: 저도 꽤 멀었는데
P0 	: 대학시절 생각나네요
P0 	: 신입생때 학고 받았었는데
P0 	: ㅠㅠ
P1 	: ㅋ큐ㅠㅠ
P1 	: 학고ㅠㅠㅠ
P1 	: 신입생때ㅠㅠㅠ
P1 	: 왜죠ㅠㅠㅠ
P1 	: 어케하면그래요ㅠㅠ
P0 	: 아니 선배들이 신입생때는 공부하는거 아니라고 노는거라고 그랬는데
P0 	: 나쁜놈들이죠
P0 	: 1학년때부터 열심히 하라고 알려줬어야하는데
P1 	: 이야
P1 	: 개나빴네요
P1 	: 고소해야만
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: &name2&님 1학년?
P0 	: 2학년?
P1 	: 아뇽 3학년...
P1 	: ^^...
P1 	: 인생
P1 	: 졸업하기싫네요
P1 	: 그냥 취준을하기싫은
P1 	: 아무나 저를 그냥 채용해주셨으면
P1 	: 저는 잘먹고 잘쌉니다^^..
P0 	: ㅋㅋㅋㅋㅋㅋㅋㄱㅋㅋ
P1 	: 월급루팡을 기대하신다면
P1 	: 저를채용하시면됩니다
P1 	: ^^...
