# FILE DATA
ID : MDRW2100018776
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210827
topic : 식음료

# SPEAKER_INFO
id : 1
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P1 	: &name1&님 혹시 저한테 과자 추천하셨나요?
P1 	: 아니라면 죄송해요 닉네임 비슷한분들이 계셔가지구ㅠ
P0 	: 어엇 .. 과자를 어떤 분께 추천해드린 것 같은데 ... 기억이..
P0 	: 혹시 콰삭칩..? 인가요..?
P1 	: 앜ㅋㅋㅋㅋ 맞네요
P1 	: 저 사왔어요!!
P1 	: 트러플솔트랑 사워어니언 두개라서 고민하다가 둘다 사왔어요
P1 	: 어떤거 츄천하신거에요?ㅋㅋㅋㅌ
P1 	: 하얀게 사워어니언 까만포장이 트러플솔트
P0 	: 오오 사오셨군요!!! 취향차이인데 둘다 맛있지만
P0 	: 어니언이 좀 더 맛있는 것 같아요ㅋㅋ
P1 	: ㅋㅋㅋㅋ다른분들께도 추천하셨나요? ㅋㅋㅋ
P0 	: 친구들한테는 추천 많이 했어용...ㅎㅎ
P0 	: &name2&님 취향에도 맞으셨음 좋겠네요
P1 	: ㅋㅋㅋ 주말에 먹어보겠습니다 지금은 썬칩 갈릭바게트 먹고 있어요
P1 	: 과자 세봉지나 사본건 처음이에요
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아주 뿌듯하네요 ...!
P0 	: 썬칩은 어떠신가요
P1 	: 성공적입니다
P1 	: 맛있어요
P1 	: 저녁은 드셨나요?
P0 	: 오 다행이네요ㅎㅎ 아직이용
P0 	: 저녁 드셨어요?
P1 	: 배고파서 썬칩부터 뜯었어요ㅋㅋㅋ 지금 먹고 있습니당 이거 다 먹고 저녁은 모르겠어요 &name1&님은 언제 드시게요?
P0 	: 저 한 8시쯤 ..? 먹을 것 같아요 이따 회시켜먹으려구요
P1 	: 회! 어떤 회 드시려구요,
P1 	: ?
P0 	: 모르겠서요.. 노량진에서 시키는건데 모둠회로 주문할 것 같아요..!
P0 	: 회 좋아하시나요?
P1 	: 네 회 좋아요! 부럽습니다ㅠ 간장파세요 초장파세요? 아니면 쌈장?
P0 	: 저는 간장파예요 !
