# FILE DATA
ID : MDRW2100024177
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210830
topic : 일과 직업

# SPEAKER_INFO
id : 1
age : 20대
occupation : 학생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 대전
principal_residence : 대전
current_residence : 대전
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: &name2&님은 직장인이신가요~?
P1 	: 오오
P1 	: 나이스타이밍이시네요 주제변경타임
P1 	: 네~
P0 	: ㅎㅎㅎㅎ
P1 	: 올해까지만 하구
P0 	: 오 회사는 어떠세요?
P0 	: 앗넵!
P1 	: 새로 구해야하는데
P1 	: 아직은 생각하지않으려구요 ㅋㅋ
P1 	: 피곤.. ㅋㅋㅋㅋㅋ
P1 	: 지금회사 그럭저럭 괜찮긴해요
P1 	: &name1&님은 어떤직업 선호하세요~?
P0 	: ㅜㅜ뭘하시든 더 좋은데 가셨으면 좋겠어요!!
P1 	: 우왕 감사합니다 &name1&님
P0 	: 전 정말 뭘해먹고 살아야할지
P0 	: 너무 고민입니다ㅎㅎ...ㅠ
P1 	: ㅋㅋㅋㅋ하..  정말 공감입니다....
P1 	: 저엉말...
P1 	: 원하시는 분야가잇을까요?
P0 	: 음 출판쪽을 원해서 저번학기 인턴을 해봤는데
P0 	: 생각보다 힘들더라구요ㅎㅎ
P0 	: 그래서 다른걸 알아보고 있어요!
P1 	: 아 ~~~
P1 	: 글을 좋아하시는군요??
P1 	: 제 친구도 대학때 출판사를 준비한적이 있었어요
P0 	: 오!!!
P1 	: 그래도 그렇게 경험을 해보시고 가까이 가보신게 너무 대단해요
P1 	: 쉬운일이결코 아니셨을텐데
P0 	: 감사해요ㅠㅜㅠ 근데 이제 다른 걸 찾아야 할 것 같아요ㅠ
P0 	: 잘하고 좋아하는 일을 하면 좋을텐데
P0 	: 생각보다 그런걸 찾는데 어렵네요ㅎㅎ
P1 	: 출판쪽 어룝다하는거 들었어요 ㅠㅠ
P1 	: 그러게말립니다.. 저는 .. 음악을 하고싶어했어요
P1 	: 예술쪽은 참   .. 왜이리 막연하고 까마득한지 모르겠습니당
P1 	: ㅎㅎ
P1 	: 이런건 우선 취미로 하고..
P0 	: 음악 너무 멋있어요...(전 리코더도 잘 못부는 사람입니다ㅋㅋㅋㅋ
P1 	: 생계는.. 흘러가는대로 .. 할수있는걸로 찾아가야하나~ 해요
P1 	: 앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: &name1&님 혹시 글 좋아하시면 일기처럼 에세이 써보시는거 어떠세요?
P1 	: 소설쪽이시라면.. 짧은 단편선들...?
P0 	: 앗 쓰고 있는게 있긴한데
P0 	: 어디 보여주기엔.....많이 부족하고 부끄러운
P0 	: 글들입니다ㅎㅎ.ㅠㅠㅜㅜ
P0 	: 좋아하는거랑 잘하는건 넘 다른 것 같아요
