# FILE DATA
ID : MDRW2100026345
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210901
topic : 콘텐츠>영상/음원 콘텐츠

# SPEAKER_INFO
id : 1
age : 10대
occupation : 학생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

id : 2
age : 30대
occupation : 사무 종사자
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: 안녕하세요!
P0 	: 요즘 넷플릭스 보는거 있어요?
P1 	: 안녕하세요! 요즘 넷플에서 체인지 데이즈 봐요
P1 	: 혹시 아시나요?
P0 	: 오 무슨 스토리에요??
P1 	: 카카오tv에서 하고있는건데
P1 	: 사이가 안좋아서 이별을 앞둔 한국 세커플이
P1 	: 여행가서 서로 바꿔가면서 데이트하면서
P1 	: 원래 애인을 선택할지 새 사랑을 찾을지 고민하는 그런 리얼리티에요 ㅋㅋ
P0 	: 아 그거 들어본거 같아요
P0 	: 아 지금 하고 있는거면
P0 	: 지금까지 어떻게 전개됐나요?
P1 	: 네 순위권에 있더라구요 ㅋㅋ심심할때 한번 봐보세요
P1 	: 지금 다다음주가 최종화인데
P1 	: 그래서 지금 아주 얽히고 섥히고 난리났어요
P0 	: 우와ㅋㅋㅋ 재미있겠네요!!
P0 	: 드라마도 보세요?
P1 	: 드라마는 요즘 잘 안봐요 ㅋㅋ 넷플 어떤거 보세요?
P0 	: 요즘은 여진구랑 신하균 나온 괴물 봤어요
P0 	: 어느장르 좋아하세요?
P1 	: 저는 시트콤 많이봐요 ㅋㅋ
P1 	: 그래서 요즘엔 한국시트콤을 안해서 ㅜ 미드 시트콤 위주로 봐요
P0 	: 아 맞아요
P0 	: 요즘 시트콤은 거의 제작이 안되더라고요ㅠ
P1 	: 그쵸ㅠㅠ 예전에 하이킥시리즈 너무재밌었는데
P1 	: 미국시트콤은 우리나라 감성이랑 은근 다르잖아요
P0 	: 아 이번에 하이킥 다큐? 만든다는거 들으셨어요?
P1 	: 헐 대박 근데 종영한지 한참인데
