# FILE DATA
ID : MMRW2100000236
category :  온라인 대화 > 다자 대화(4인)

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210604
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 경영/관리직
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 3
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 전북
principal_residence : 서울
current_residence : 경기
device : 스마트폰
keyboard : 천지인

id : 4
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

# SETTING
relation  :  학교/학원>동기/동창/동급생
intimacy  :  4
contact_frequency  :  (거의) 매일 연락한다.

P1 	: 나지굼
P1 	: 진짬뽕먹구잇오
P1 	: 냠냠냠
P3 	: 나는 오늘 연차라서 현백간당
P2 	: 이시간에...?
P2 	: 간식??
P0 	: 오
P0 	: 맛잇겟다
P3 	: 진짬뽕 안먹은지 너무 오래됨
P3 	: 요즘은 진라면 먹는즁
P0 	: 진라면맛잇어젓드라
P0 	: 근데&name4& 현백감?
P3 	: 옹옹 일요일에 남친 부모님 만나자나
P3 	: 그때 들고갈 과일바구니랑 홍삼?
P3 	: 보러가
P3 	: 미리 사전탐방 ㅋㅋㅋㅋㅋ
P0 	: 아하
P2 	: 오홍
P0 	: 혹쉬
P0 	: 더현대가뉘?
P2 	: 소고기도 마니 사간다던데
P0 	: 거기 맛집많던데
P2 	: 더현대에도 그런거 팔까?
P2 	: 한번도 안가봣는디
P0 	: ㅇㅇ은근
P0 	: 선물살곳많더라
P2 	: 엄청 젊은이들 대파티라더라고
P0 	: 마잨ㅋㅋ
P0 	: 왠만한 맛집과 브랜드가
P0 	: 다들어외있어
P2 	: 주차 무서버서 못가는중ㅋㅋㅋ
P3 	: ㅋㅋㅋㅋㅋ 저번에 신세계갔는데 넘 비쌈 ...
P0 	: 홍삼전문점도 본거같은데
P2 	: 대신 탐스퀘어 가는중..
P3 	: 걍 목동 현백가는즁
P0 	: 아하
P3 	: 오 마쟈 탐스퀘어
P3 	: 거기도 봤찌
P2 	: 탐스퀘어 회사에서 가까워서
P2 	: 걍 차놓구 갔다오고 그런디
P2 	: 더현백무섭ㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 나는 더현대
P0 	: 점심먹우러갓다거
P2 	: 가깝제?
P0 	: ㅇㅇ
P2 	: 전경련서 쫌만가믄?
P2 	: 이렇게 지척에 두고 점심에 만나지늘 못하네
P3 	: 더현대 먹을거 추천좀
P0 	: 좀 걷긴해야죄
P3 	: 나중에 몰아가야지
P0 	: 거기버거
P0 	: 맛집잇는데
P0 	: 번패티번이러고
P0 	: 거기맛잇어
P2 	: &name4&는 결혼승낙 받으러 가는건가?
P0 	: 얼ㅋㅋㅋㅋ
P3 	: ㅋㅋㅋㅋㅋㅋㅋ 겸사 인사 겸사
P3 	: 휴우우우
P2 	: 그냥 밥한끼 하러 가는거는 저런거 안살거같은데
P2 	: 꽃다발정도?
P3 	: 으 꽃다발은 더 못하겠어 ㅠㅠㅠ
P2 	: 구래~?
P2 	: 떨리겠구먼
P3 	: ㅋㅋㅋㅋ 내가 나중에 후기 알려줄게
P2 	: ㅋㅋㅋ
P3 	: 장어 먹으러 감!!
P2 	: 나두 후기가 있어
P2 	: 저번에 인사간다고 했었나 기억이 안나네~
P0 	: ㅋㅋㅋㅋㅋㅋ무슨후기
P2 	: 엄청난 후기인디
P0 	: 엥 말안함
P0 	: 옹
P2 	: 낼 만나서 말해쥼
P2 	: ㅋㅋㅋㅋㅋㅋ
P2 	: 이건 카톡으론 손구락아퍼서 안돼
P3 	: 말안했어!!!!
P0 	: 오킼ㅋㅋ
P3 	: 그런 중대한 내용을
P2 	: 할말이 많다
P2 	: 중대하지...
P0 	: 아 내일
P3 	: 오키오킼ㅋㅋㅋㅋ
P0 	: 뭐먹을래 애덜아
P0 	: 메뉴좀 정해볼까
P3 	: 토요일에 들을 이야기 많겟다
P2 	: 족발!
P0 	: 1 족발
P0 	: 2
P0 	: ㅋㅋㅋㅋㅋㅋ
P2 	: 아
P0 	: 1차로 족발먹고
P2 	: 1인분씩 사먹기로
P0 	: 아니다 먹으면서
P0 	: 생각해보자
P2 	: 했지않ㅋㅋㅋ
P2 	: 먹으면섴ㅋㅋ
P0 	: 마왕족발
P2 	: 엉 그거
P0 	: 4명이면
P0 	: 원래는 대짜 지만
P0 	: 중으로 시키고
P0 	: 더 생각해보자
P0 	: ㅋㅋㅋㅋ
P2 	: 거 가서 배민으로
P2 	: 지역 특산품 훑자ㅋㅋㅋ
P0 	: ㅇㅇ
P0 	: 근데 근처에 맛집이 은근많드라
P0 	: 포장가능한거리임
P2 	: 어딜가도 많겠지?
P2 	: 그 근처는?
P2 	: 잘안가봤지만...
P0 	: 나도 샤로수길은
P0 	: 안가본듯ㅋㅋ
P2 	: 넘 먼동네야
P0 	: ㅇㅇ은근멀더라
P2 	: 후...삼실에 간식 먹을 게 없어서 슬픈중이야
P0 	: 나는 제주도다녀온 후배가줫던
P0 	: 한 2달전에줫더
P0 	: 뭔과자있어서 먹는중ㅋㅋ
P2 	: 마싯니..?
P2 	: 운동가기전에
P2 	: 간식...
P2 	: 먹어야한디 아아아아
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 족발즁자에
P1 	: 다름음식
P1 	: 좋다
P0 	: 애덜아
P0 	: 의견내봐먹고싶은거
P0 	: 아일단 음료는
P1 	: 할매떡볶이
P1 	: 한방통닭
P0 	: 나 제로스프라이트
P2 	: ㅋㅋㅋㅋㅋ
P0 	: 오 한방통닭
P0 	: 진짜 먹어보고싶은데
P2 	: 핼매떡볶이 없자노ㅠㅜ
P0 	: 한남동
P0 	: 개멀지
P0 	: 걍 떡볶이류면
P0 	: 괜춘한거 아냐??
P0 	: 꼭 할매여야되?ㅋㅋㅋㅋㅋ
P1 	: 움
P1 	: 그럼
P1 	: 다시찾아볼게
P0 	: 떡복이집
P3 	: 떡볶이랑 족발인거야?
P3 	: 메뉴는?
P0 	: 먹으면서
P0 	: 즉흥적으로
P0 	: 떙기는거
P0 	: 추가하는게 어떜ㅋㅋ
P0 	: 저래놓고 다 못먹을수도잇즄ㅋ
P1 	: 족발에
P1 	: 막국뚜에
P1 	: 보꿈밥두
P0 	: 아그거 세트라
P0 	: 생략한건ㄷ
P0 	: 디폴트에요~~
P3 	: 아 막국수는 당연하죠
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P3 	: ㅋㅋㅋㅋㅋㅋ
P0 	: 말해뭐해~
P1 	: 키키키키
P1 	: 신난댱
P0 	: 후후
P0 	: 기대된다
P0 	: 아 &name3& 몇시까지올수있나
P1 	: 야무지게놀쟈
P0 	: 거기 주문언제해야할까
P0 	: 그래~~
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 만나서
P1 	: 주문넣자
P0 	: 타이밍맞게올수있겟지?
P0 	: 막국수랑 당면 뿔면
P1 	: 그럼
P0 	: 어케..
P1 	: 적발빨리오니까
P1 	: 우리다
P1 	: 모이고나거
P0 	: ㅋㅋㅋㅋㅋ
P1 	: 주문하자
P0 	: 아 &name3&이
P0 	: 출발할떄
P1 	: 모여잇을때주뭄넣어야 미리오기방지
P3 	: &name3&이 결혼식 몇시에 끝난도소했지?
P0 	: 주문넣잨ㅋㅋ
P3 	: 옹엉 그래야할덧ㅋㅋㅋㅋㅋ
P0 	: 그전엔 걍 음료랑 술 사놓고
P3 	: 우리는 게임이랑 장보기
P0 	: 옹ㅋㅋ
P2 	: 3시반식이고
P2 	: 사진찌그면 4시반쯤 끝날테구...
P2 	: 5시 넘어서 오지않으까??
P0 	: 흠..
P0 	: 생각보다 많이 늦네
P2 	: 먼저 먹구있어!
P0 	: 아니 그럼
P0 	: 좀 간단한걸
P0 	: 먹고있을까
P2 	: 안되지
P2 	: 족발의 찐맛을
P2 	: 느끼려면
P2 	: 에피타이저 사치 아녀?!
P0 	: 아
P0 	: 그건맞지
P2 	: ㅋㅋㄱㅋ
P2 	: 난 괜찮으니까
P0 	: 근데
P2 	: 먼저 먹구있어
P0 	: 3시에모여서
P0 	: 먹고있으면
P0 	: 오면 없을거같아서
P0 	: 어느정도 시간을
P2 	: ㅋㅋㅋㅋ갠차낰ㅋㅋ
P0 	: 맞춰야햌ㅋ
P2 	: 음
P2 	: 그러면
P2 	: 하앙,,,
P0 	: 일단 모여서
P0 	: 생각좀해보잨ㅋㅋ
P2 	: 출발할때 연락함 되려나...
P0 	: ㅇㅇ
P2 	: 미안한디 그럼....
P0 	: 점심을 먹고 모이면
P1 	: 아예늦게?
P3 	: 아 늦게 만나도 죠치죠치
P1 	: 다섯시할까?
P0 	: 근데 그럼 에어비앤비
P0 	: 돈이 아깝..
P0 	: 일단 만나서
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 누워라도있자
P1 	: 그랭ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그럼점심은
P1 	: 먹고가?
P0 	: 얼마짜린대 두시간을날렼ㅋ
P0 	: ㅇㅇ 이른저녁먹는다생각하고
P0 	: 적당히 먹고만나자
P1 	: 오키콩키
P1 	: ㅋㅋㅋㅋ
P3 	: {share:photo}
P3 	: 내 점저
P0 	: 오
P0 	: 뭐야
P0 	: 비주얼
P0 	: 저네..
P0 	: 쩌네
P2 	: 와
P0 	: 파워
P0 	: 한식이네
P2 	: 집밥이야???
P0 	: 식당밥같은뎈ㅋㅋ
P2 	: 쟁반 너무 힙해서
P0 	: 꽁보리열무밥인가....
P2 	: 집밥인줄
P0 	: 저런거 요즘 유행이자낰ㅋㅋㅋ
P0 	: 뉴트로
P2 	: 아하긴
P2 	: 저런뚝배기도
P2 	: 집에있긴힘들다
P0 	: 마쟠ㅋㅋㅋ
P2 	: 내 저녁은 무엇인가....
P2 	: 후...
P0 	: 하뭐먹지
P0 	: 뭔가금욜이라 맛난거먹고싶다
P2 	: 금요일은 치킨인디
P0 	: 이번주슈욜에먹음
P0 	: 아니다 화욜에먹음ㅋㅋ
P2 	: 화요일이면은
P2 	: 48시간도 더됐잖아
P2 	: 그럼먹을수있어
P0 	: 글킨하짘ㅋㅋㅌ
P0 	: 알싸~~한
P0 	: 마늘치킨
P0 	: 먹고싶다
P2 	: 고추바사삭최고...
P0 	: 노랑통닭
P2 	: ㅋㅋㅋㅋㅋㅋ
P0 	: 아그거 존엄이지
P2 	: 허니콤보,,
P2 	: 레드콤보,,,
P0 	: 그걸 화욜에
P0 	: 먹음
P0 	: {share:photo}
P2 	: 영등포에 교촌 시그니처있어
P0 	: 오
P0 	: 특별한매장??
P2 	: 엄청 맛나보인디
P2 	: 엉 시그니처매장인데
P0 	: 뭐가달라
P2 	: 머가 시그니처인진 잘 모르겠던디
P0 	: ??
P2 	: ㅋㅋㅋㅋㅋㅋ
P0 	: ㅇㅎㅋㅋㅋ
P2 	: 돈가수도 팔어
P0 	: 그건 율동네도 파는데
P0 	: ㅋㅋㅋㅋㅋㅋ
P2 	: 아그래?
P2 	: 여기만 특별한줄 알았네
P0 	: 옹 걍사이드추가됨ㅋㅋㅋ
P0 	: 신메뉴인가바
P2 	: 먹어봐쩌?
P0 	: 아닄ㅋㅋㅋ
P0 	: 사이드메뉴눈 감자나 치즈볼정도만목움ㅋㅋㅋ
P0 	: 다른건 도전안함ㅋㅋㅋ
P2 	: 치즈볼은 못먹겠오
P2 	: 느끼해서
P0 	: 나도못먹겟어
P0 	: 없어서못먹겟ㅇ
P0 	: 헤헤헿어
P2 	: ㅋㅋ낼 치즈볼도 먹어야겠네ㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋ치킨먹을거면 추가하지만
P0 	: 굳이 치즈볼만을 찾진않아두됨ㅋㅋ
P2 	: 치킨
P0 	: 야식으로 ㄱ?
P0 	: 아지금 먹고싶다
P0 	: 아진짜 퇴근길에주문한다
P2 	: 좋은생각입니다....
P3 	: 치킨엔 떠뽀끼지
P0 	: 그칰ㅋㅋㅋ
P2 	: 나아는 운동가야지이
P0 	: 오우....바로가?
P0 	: 저녁안먹고?
P2 	: 웅 간식먹구
P2 	: 가서하구
P2 	: 집가서 밥무꼬 기절
P0 	: 생각만해도 피곤하닼ㅋ
P0 	: 체력이 대단하넼ㅋ
P0 	: 나는 출퇴근만으로 진이빠짐
P1 	: 치킨
P1 	: 조타켸
P1 	: 치킨은 우리의 시그니처니까
P1 	: 꼭머거냐해
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 치킨얘기하니까
P0 	: 치킨먹고싶어 ...
P3 	: 나도...
P1 	: sof
P1 	: 낼
P1 	: 야식은
P1 	: 치키니댜
P0 	: 굿~~
P0 	: 수다와 음식과 사람
P0 	: 크으으
P0 	: 불토네완전
P3 	: 좋소 좋소
P0 	: 10분뒤면 퇴근...
P0 	: &name4&는 연차끝나기10분전..
P3 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P3 	: 슬프다
P0 	: 텀블러씻고와야지ㅋㅋ
P0 	: 퇴근준비해야겟다
P2 	: 후 다들 그래서 뭐먹었니?
P1 	: 나눈
P1 	: 해물찜
P2 	: 옼ㅋ
P2 	: &name2&이는 고기물고기 다 잘먹엉?
P1 	: 난
P1 	: 정말
P1 	: 다조아해
P1 	: 회두좋구
P1 	: 해산물도좋구
P1 	: 고기두좋구
P2 	: 사회생활에 편식안하는건 최고다ㅋㄱㅋ
P0 	: {share:photo}
P0 	: 나는 동네횟집에서
P0 	: 회먹어씈ㅋ
P3 	: 너네 목동에 쭉심이라고 아니?
P0 	: 아늬
P0 	: 뭐파는데야?
P3 	: 쭉꾸미 삼겹살!!!
P3 	: 진짜여기 엄청맛있어
P0 	: 쭈삼 ㄷ ㄷ
P0 	: 맛없없이지..
P2 	: 요건 뭔말이랭?
P2 	: 편한옷
	  잠옷
	  수건
	  칫솔치약
	  화장품
	  옷걸이
	  돈
	  
P2 	: 이거말고 또 뭐있을까....
P0 	: 치약있을걸
P0 	: 수건있을걸
P0 	: 옷걸이있을걸
P0 	: 난 걍 마포할머니네 가는 모드로 간닼ㅋ
P0 	: 잠옷 칫솔 끝
P0 	: 충전기
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 쮸뀨미맛나겟댜
P0 	: 아나 지금 배가 터질거가태
P0 	: 광어 연어 오징어 멍개 새우 참소라 매운탕에라면사리
P0 	: 먹어서 배불러..
P0 	: 내일을위해 위늘려노ㅗㅎ음
P2 	: 후 그럼 자야게씯ㆍ
P3 	: 맛이 없을수가 없지
P0 	: 와&name4&섬세햌ㅋㅋ
P0 	: 내가놓친카톡에 답변해주깈ㅋㅋ
P0 	: 애덜아 잘잣니
P0 	: 나지금일어나쓰
P2 	: 난출근~
P0 	: 나 퇴근하곡 식갓다가 오는거야?
P0 	: 아니 나 말고
P0 	: 아
P2 	: 웅 ㅈ회사근처 식이라
P2 	: 일좀하고가려고
P0 	: 고생이많네ㅠㅜ
P0 	: 좀따와서 쉬삼..
P2 	: 빡세게슨 안할겨ㅋㅋ
P0 	: 어킼ㅋㅋ
P3 	: 아 일어님
P3 	: 나도 집안 일 좀 하고 가야혀
P0 	: 오..다들 일하다오는규만
P0 	: 나도 방청소하구가야겟다
P2 	: 점심들은 뭐묵니?
P1 	: 과하게머그면
P1 	: 넘배부를거같구
P1 	: 아니면
P1 	: 넘배고플거같구
P1 	: 고민이댜
P2 	: 구칭
P2 	: 나 그래서
P3 	: 나는 작은 컵라면 하나
P2 	: 와플 한조각먹을까해
P2 	: 한장
P1 	: 다들소소하구만
P1 	: 난고민이댜ㅜㅜ
P2 	: 커퓌에 왜플~
P0 	: 나는 요거트먹앗어
P0 	: 그랫더니 지금 개배고팤ㅋㅋ
P0 	: {share:info}
P0 	: 여기 울숙소 길건너더랔ㅋㄴ
P0 	: 포장해오먄될듯ㅋㄴㄴ
P0 	: ㄴㄴ오타
P2 	: 좋다
P0 	: 오늘날씨어땨?
P0 	: 더워?
P2 	: 개더윤데
P2 	: 저녁엔 추울지도..
P2 	: 아침에  추웠거든
P0 	: ㅇㅎ
P3 	: 걸칠거 챙겨야겟다
P0 	: 어떤느낌인지알겟닼ㅋ
