# FILE DATA
ID : MDRW2100021150
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210828
topic : 식음료

# SPEAKER_INFO
id : 1
age : 20대
occupation : 학생
sex : 여성
birthplace : 경남
principal_residence : 부산
current_residence : 부산
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 인천
principal_residence : 인천
current_residence : 인천
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: 안녕하세요!
P1 	: 안녕하세요~~
P0 	: 점심드셨어요??
P1 	: 네! 식사하셨나요?
P0 	: 네~ 전 피자먹었어요 ㅎㅎ
P1 	: 오 어디꺼 드셨어요?
P0 	: 전 파파존스좋아해요~ 여기꺼만먹어용ㅋㅋㅋ
P1 	: 거기 치즈스틱이 그렇게 맛있다던데!! 드셔보셨나요?!!
P0 	: 아맞아여 ㅋㅋ 다들 사이드로 그거랑 브라우니 꼭시키시더라구요! 근데 전 사이드는 잘 안먹어서리 ㅋㅋ
P1 	: 아하 사이드 안좋아하시는구나
P1 	: 전 치킨먹을땐 꼭 치즈볼 시킬 정도로 사이드 필수에요 ㅎㅎ
P0 	: 아하~ 치즈볼 저는 생각보다 별로였어요 ㅜ 넘기대해서그랫나봐여
P1 	: 헉 그랬군요ㅠㅠ
P1 	: 카페 좋아하세요?
P0 	: 카페가는거요? 음 그닥안좋아해요 ㅜ 커피를안좋아해서,,
P1 	: 아하ㅠㅠ
P1 	: 저는 티종류 마시는 것도 좋아해서 종종가요
P0 	: 아하!~ 어느카페 주로 가시나여??
P1 	: 저는 원래 스벅에 자주 안갔는데
P1 	: 최근에 직장 근처에 스벅이 있어서 자주가요
P1 	: 공차도 맛있구요!
P0 	: 우와 직장다니시구나~ 부러워여
P0 	: 버블티좋아하시나요?
P1 	: 타피오카펄보단 알로에펄 들어가있는 걸 좋아해요!
P1 	: 아니면 타이거슈가 흑당밀크티 사랑합니다, , {emoji:♡}
P0 	: 오 통했네요! 저두 타피오카펄 안좋아해서 알로에펄먹어요~
P0 	: 아하 밀크티도 좋아하시는군여
P1 	: 헉 알로에펄 자주 드시면
P1 	: 공차에 자몽그린티도 좋아하시나요?
P0 	: 음 사실 자몽안좋아해서 자몽관련된건 잘 안먹어요ㅋㅋㅋ
P0 	: 거기에 알로에펄추가하면 맛있나봐여??
P1 	: 네네 저는 자몽을 좋아하는 편이라
P0 	: 아하~ 담에기회되면 먹어볼게영
