# FILE DATA
ID : MDRW2100014577
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210825
topic : 쇼핑과 상품

# SPEAKER_INFO
id : 1
age : 30대
occupation : 사무 종사자
sex : 여성
birthplace : 대구
principal_residence : 대구
current_residence : 대구
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

id : 2
age : 40대 이상
occupation : 가정 주부
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 충남
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: 어떤 택배 받으셨는지 궁금해요 ㅎㅎ
P0 	: 저는 알리에서 온 캠핑용전구도 오늘 왔어요 ㅋㅋ
P0 	: 아직도 도착하지 않은 택배들이 산더미인데...
P0 	: 남편이 머라할 듯 해요 ㅋㅋㅋ
P1 	: 아 저도 알리 사용해요
P1 	: 뭐언젠가 오더라구요 ㅋㅋ
P1 	: 그렇죠 어서 까서 숨기세요
P1 	: 증거인멸 ㅋㅋ
P1 	: 알리 너무 싸요 ㅎㅎ
P0 	: ㅋㅋㅋㅋ 근데.. 쌓여있는 택배상자들.... ㅋㅋ
P0 	: 같은 건데도.. 알리가 훨 싸더라구요..ㅎㅎ
P0 	: 단지 오래기다려야된다는 단점이....
P1 	: 맞아요
P0 	: 분실위험도 있구..ㅋㅋㅋ
P1 	: 저 한달지났는데 안온거 있어요 ㅋㅋ
P0 	: 아직까지 안온거는 저는 없었어요
P1 	: 네 분실 몇번되 봤어요
P1 	: 전 있었어요
P0 	: 두달 지나니깐.. 우편함에 있더라구요
P1 	: 환불해주던데요
P1 	: ㅋㅋ
P0 	: 네 맞아요
P1 	: 저도 그때쯤 오면좋겠어요
P1 	: 환불보다
P0 	: 친구도 디스풋걸어서 환불받았는데
P0 	: 도착했다더라구요 ㅋㅋㅋ
P0 	: 한참후에
P0 	: 다시 돌려주기도.. 힘들고 ㅋㅋㅋ그래서
P1 	: 아 그렇죠 ㅋㅋ돌려줄수가 없어요
P1 	: 항공비가 더들겠죠 ㅋㅋ
P0 	: 서로 거부하지 싶어욯ㅎ
P1 	: 인사 하려 했는데
P1 	: 그동안 감사합니다 ㅎㅎ
P1 	: 이거하느라 넘 신경써서 ㅋㅋ힘들었지만 잼났어요
P1 	: 대화해 주셔서 감사해요
