# FILE DATA
ID : MDRW2100039187
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210903
topic : 미용과 건강

# SPEAKER_INFO
id : 1
age : 20대
occupation : 학생
sex : 여성
birthplace : 인천
principal_residence : 인천
current_residence : 인천
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 여성
birthplace : 서울
principal_residence : 인천
current_residence : 인천
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  지역>고향 및 이전 거주지 지인
intimacy  :  4
contact_frequency  :  주 1회 미만

P1 	: 와 다시 안살아나면 저주 건걸로 아셈
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅇㅋㅇㅋ
P1 	: 셍각만 해도 혈압올라
P1 	: 뭐야 생각
P1 	: 맞춤법 뭐야 당황했네
P0 	: ㅋㅋㅋㅋㅋㅋ
P0 	: 어쨋든
P0 	: 안죽게
P0 	: 조심하셈
P0 	: 니방을
P0 	: 위해서라도
P1 	: 아 ㅇㅋㅇㅋ 그리고 못죽음
P0 	: 우ㅐ
P1 	: 차기작들이 나오는데 내가 어떻게 죽어....
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아
P0 	: 진짜
P0 	: 대단라더
P0 	: 하다
P1 	: 어쩔 수 없다 펜싱선수 김태리 소설가 이동욱 봐야함
P1 	: 심지어 국대 펜싱선수 태리잖아
P1 	: 봐야지
P0 	: ㅋㅋㅋㅋ펜싱선수
P0 	: 로나옴?
P1 	: ㅇㅇㅇ 국대
P1 	: 그 운동을 하는 모습 벌써 4k로 그려진다
P0 	: 오
P0 	: 로맨스만
P0 	: 아니었으면
P0 	: 살짝보는건데
P1 	: ㄱㄴㄲ
P1 	: 심지어 나이때도 다름
P1 	: 백신 2일차 아침 후기
P1 	: 아직까진 팔보다 과제를 해야하는 현실이 더 아픔
