# FILE DATA
ID : MDRW2100039234
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210903
topic : 콘텐츠>영상/음원 콘텐츠

# SPEAKER_INFO
id : 1
age : 20대
occupation : 학생
sex : 여성
birthplace : 인천
principal_residence : 인천
current_residence : 인천
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 여성
birthplace : 서울
principal_residence : 인천
current_residence : 인천
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  지역>고향 및 이전 거주지 지인
intimacy  :  4
contact_frequency  :  주 1회 미만

P1 	: 진심 기준이 성별에 따라 달라진다능개
P1 	: 너무 어이없음
P0 	: 내말이
P0 	: 여자연예인들은
P0 	: 어떻게든
P0 	: 욕하려고
P0 	: 찾아내잖아
P0 	: 남배우는
P0 	: 잘못해도감싸주고
P0 	: 연예인들다
P0 	: 그럼
P1 	: ㄱㄴㄲ 음주 운전 정도는 사고로도 안침
P1 	: 그냥 나오고 그랬음ㅁ
P0 	: 에휴
P0 	: 반대로여자연예인이하면
P0 	: 그대로매장이잖아
P1 	: ㅇㅈㅇㅈ 그대로 그냥
P1 	: 묻어버림
P1 	: 그리고 두고두고 씹음
P0 	: 맞아
P0 	: 한국에서는
P0 	: 여자들이
P0 	: 정신병안걸리기가
P0 	: 힘든사회임
P0 	: 어덯게든잡아먹으려고
P0 	: 안달임
P1 	: 그니까 진심
P1 	: 어휴
P0 	: 잘난여자를그냥못봄
P0 	: 에휴
P1 	: 아니 뭐 자원 놊다고 사람이 자원이라며
P1 	: 그럼 그 자원의 반도 잘 써야지
P1 	: 한 쪽만 끌고가
P0 	: 맞아
P0 	: 솔직히말해서
P0 	: 한국은
P0 	: 여자를갈아서
P0 	: 얻은모든이득을남자한테돌려줌
P0 	: 여자들공장에서일하게하고
P0 	: 남자들은그돈으로학교보낸거보면
P1 	: ㅇㅈㅇㅈ ㄱ.때 막 12 13살 애들도 나가서 노동했다며
P1 	: 그돈 집에 보내고
P0 	: 그러니까
P0 	: 원래 맨즈시스템에 기본 원리가 그거라
P0 	: 모든 국가가 그러긴 하는데
P0 	: 한국이 유독 여자한테 부스러기 자원도 안 줘
P0 	: 헌국이유독심하긴해
P1 	: 어휴 진짜
P1 	: 그 책 이름 좀 알려쥴 수 있어??
P1 	: 웜 다음을 까먹음
P0 	: 뭔책?
P0 	: 더웜카인드
P1 	: 저번에 읽어보라고 해
P0 	: 이거?
P1 	: 아 ㄱㅅㄷㅅ
P0 	: 아아
P1 	: ㅇㅇㅇㅇㅇㅇㅇ
P0 	: ㅇㅌㅋㅇㅋ
P1 	: 아 그거 기억 안나서
P1 	: 초록색에 영문 제목이 적려 있던 것 까지만 기엉났음
P0 	: 아아
P0 	: 한국사람이적은거라
P0 	: 이해도잘가고
P0 	: 좋을거임
P0 	: 아
P0 	: 백신잘맞고와라
P0 	: 아
P0 	: 그거없어진거봄?
