# FILE DATA
ID : MDRW2100046325
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20211020
topic : 여행

# SPEAKER_INFO
id : 1
age : 30대
occupation : 전문가 및 관련 종사자
sex : 남성
birthplace : 강원
principal_residence : 강원
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: 안녕하세요.
P1 	: 안녕하세요~
P1 	: 국내여행 좋아하시나요?
P0 	: 국내여행 진짜 좋아합니다.
P1 	: 우와
P1 	: 저는 사실 강릉이랑 부산, 군산
P1 	: 이 정도만 가봐서
P1 	: 많이 갔다고는 못하겠는데..
P1 	: 많이가보셨나봐요!?
P0 	: 저는 서쪽 외에는 전국 많이 다녔습니다.
P0 	: 제주도, 춘천, 부산, 대구 등 등
P1 	: 우와아
P1 	: 대구도 진짜 가보고싶은 도신데
P1 	: 대구여행 재밌으셨나요?
P0 	: 네 재미있더라고요.
P0 	: 특히 곱창이 맛있습니다^^
P1 	: 대구 막창?!
P1 	: 크아
P0 	: 맞습니다!
P1 	: 제 먹킷리스트에 항상 있는 ㅎㅎ
P1 	: 저도 곧 제주도 여행을 갈까 하는데
P0 	: ㅎㅎ 거기에 술한잔이면 제격이죠
P1 	: 제주도에서 가보셨던 음식점 중에
P1 	: 정말 맛있었다!!!! 하는 곳 한 군데만 공유해주실 수 있을까요 하핫
P1 	: 막창에 술 ㅜㅜ 반칙입니다 정말
P0 	: 지금 갑자기 시장이름이 기억 안나는데 남쪽에 큰 시장이 하나 있거든요
P1 	: 네네!
P0 	: 그 곳에 맬젓에 삼겹살 하는 집이 있는데
P0 	: 늘 1시간 이상 줄서야 하고
P1 	: 돈사돈은 아니죠??
P0 	: 어!
P0 	: 맞습니다
P1 	: 돈사돈인가요?
P1 	: 오오
P0 	: 헛
P0 	: 비린내 없고
P0 	: 진짜 맛있는 고기와 맬젓이었습니다.
P1 	: 호오.....ㅠㅠㅠㅠㅠ 맛있겠다..........
P1 	: 꼭 리스트에 넣고 다녀오겠습니다 ㅎㅎㅎ
P1 	: 추천 감사해요!
