# FILE DATA
ID : MDRW2100040709
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210905
topic : 가사 및 가족

# SPEAKER_INFO
id : 1
age : 30대
occupation : 기타
sex : 여성
birthplace : 경북
principal_residence : 대구
current_residence : 대구
device : 스마트폰
keyboard : 천지인

id : 2
age : 30대
occupation : 기타
sex : 여성
birthplace : 부산
principal_residence : 대구
current_residence : 대구
device : 스마트폰
keyboard : 나랏글

# SETTING
relation  :  가족>부부
intimacy  :  4
contact_frequency  :  (거의) 매일 연락한다.

P1 	: &name3&이 한테 전화해서
P1 	: 왜 계속 할머니집 가 있냐고
P1 	: 화낼 만하다
P0 	: 응응
P1 	: &name4&랑 &name5&이는
P0 	: 오빠가 카대.ㅋㅋ
P1 	: 오갈데도 없고
P1 	: 간식도 먹고 싶고
P1 	: 슬라임도 하고 싶고
P1 	: 피아노도 치고 싶은데ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: &name3&이가 좋은것도 있지만 우리집이 아지트처럼 된것같다고
P1 	: 그래 그런거같다
P1 	: 아지트
P0 	: 응응
P1 	: 디다
P1 	: 아지트는
P1 	: 끝이없음
P0 	: 그렇지
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 그래서 한동안 청소도 신경쓰다가ㅋ
P1 	: 잠온다
P0 	: 언제 올지모르니ㅋ
P1 	: ㅋㅋㅋㅋㅋㅋ청소 ㅋㅋㅋㄱㅋㅋㄱ
P1 	: 그래 대충 살아라
P0 	: 그래
P1 	: 어차피 또 더러워질거
P0 	: 지금은 대충ㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㄱ
P1 	: 너거집 더럽다고
P1 	: 안 올 애들도 아니고
P0 	: 응응ㅋ
P0 	: 여튼 언니 어여자라ㅋㅋ
