# FILE DATA
ID : MDRW2100010911
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210823
topic : 콘텐츠>게임 콘텐츠

# SPEAKER_INFO
id : 1
age : 20대
occupation : 기타
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 여성
birthplace : 부산
principal_residence : 경남
current_residence : 경남
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: 앙스타 최애가 누구신가요
P1 	: 신카이 카나타라고..
P1 	: 청발에 더듬이 있는 귀여운 친구입니다..
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ아 그 후와후와~~ 하는 친구 맞죠
P0 	: 물좋아하고
P1 	: 헐 맞아요ㅋㅋㅋㅋㅋㅋㅋ 네 걔가 제 최애입니다..
P0 	: 앙스타 재밌나요....?
P1 	: 겜은 그렇게 재미는 없는데.. 스토리도 좀 많이 매운편이고..
P1 	: 그냥 제가 좋아하는 애들이 이 장르에 갇혀있어서 그냥 하고 있어요..ㅋㅋㅋㅋ
P0 	: 앜ㅋㅋㅋ먼지알아요 그느낌!!
P0 	: 저도 주술 작가 짜증나서 시러하는데 여기 나오는 토우지라는 캐릭터를 진짜 사랑해서 못놓고있어요...
P1 	: 아아 토우지..
P1 	: 저는 고죠..? 라는 친구만 들어봤는데.. 그친구는 어떤 친구인가요
P0 	: 아시나요?! 저진짜 이오빠한테 인생을 저당잡힌 여성이에요
P0 	: 토우지는요
P0 	: 주술회전 주인공 3인방에서 후시구로 메구미라는 검은머리 친구의 아버지에요
P0 	: 죽었어요 옛날에
P0 	: 공식 프로 제비 캐릭터예요..
P1 	: 헉 죽었다니
P1 	: 않이 그런...
P0 	: ㅋㅋㅋㅋㅋㅋ쿠ㅜ
P0 	: &name2&님 그럼 트위터도 하시겟내요??
P1 	: 아 저 트위터는.. 비계에서 살고 있어요..ㅋㅋㅋㅋㅋㅋ
P1 	: 실친들이랑 있는 계정 하나랑.. 구독용 계정 하나랑..
P0 	: ㅋㅋㅋㅋㅋㅋ저두요ㅋㅋㅋㅋ
P0 	: 뱅드림애서는 어떤 캐릭터 좋아하세요??
P0 	: 제 친구는 모카라는 캐를 좋아하더라구요
P1 	: 저 뱅드림은 모카라는 애랑 미사키
P1 	: 어
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 네 저도 모카 좋아해요...
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 그친구가 그렇게 귀엽너요?!
P1 	: 네.. 진짜 귀여워요 생긴 것도 하는 짓도....
P1 	: 그 모카도 그렇고 아까 말한 앙스타 최애도 그렇고
P1 	: 말이 느릿느릿한 편이거든요ㅋㅋㅋㅋㅋ 제가 그런 걸 또 좋아해서..
P0 	: 아항ㅋㅋㅋㅋㅋ
P1 	: 친구분께서 모카 귀엽다고 많이 얘기하셨나보네요ㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋ넼ㅋㅋ
P1 	: 귀엽기도 하고 능글거리는 것도 귀엽고.. 겉으로는 장난 많이 치고 4차원 느낌도 많아 주는데 속은 깊은 게 정말 갓캐입니다..ㅋㅋㅋㅋㅋㅋ
P0 	: 정말 덕후들이 좋아할만한 요소는 다 갖췄네요ㅋㅋㅋㅋ
P1 	: 맞아요ㅋㅋㅋㅋㅋ 아마 뱅드림 내에서도 인기캐일걸요...ㅋㅋㅋㅋ
P1 	: 이런 우연이 있다니.. 너무 신기하네요
P0 	: 그러게용ㅎㅎ
P1 	: 아 물어봐도 될지 모르겠는데 혹시 나이가 어떻게 되세요?
P0 	: 저 22살이요..!
P1 	: 저도 20대 초반이라 또래인 것 같아서요!
P1 	: 어
P1 	: 저랑 동갑이에요...
P0 	: 헉 대박ㅋㅋㅋ
P0 	: 전 경기도민이에요ㅎㅎ
P1 	: 저는 경상도인이에욥ㅎㅎ
P1 	: 학교가 서울쪽이라 학교 다닐 땐 윗지방에 가는 편입니다..
P0 	: 그렇군요..! 대구에 멋진 피규어 가게가 많다고 들은 거 같아요
P1 	: 앗 저 대구쪽은 아니고 부산..쪽입니다!
P1 	: 경상도긴 한데 경상남도 쪽이에욥
P0 	: 어머 부산..! 그럼 학교 다니실 때는 기숙사 사셨겠군요
P1 	: 맞아요.. 계속 긱사생활했었어요ㅋㅋㅋ
P0 	: &name2&님 제 구독계 트친하실래요? 어쩌다가 장르가 겹칠 수도 있자나요! 글고 저 트위터에서 별 말 안해요ㅎㅎ
P1 	: 헉 좋아요ㅎㅎ 저도 말은 별로 안해서ㅋㅋㅋㅋ
P1 	: 이제 말을 조금 해도 되겠군요..ㅋㅋㅋ
P0 	: 트위터에 &name1& 라고 치시면 켄마프사 있는데 기게 저예용 ㅋㅋㅋ
P0 	: 그게
P1 	: 헉 켄마
P1 	: 앗 못찾고 있어요.. 혹시 아이디 알려주실 수 잇나요??
P0 	: 오잉 왜그러징 잠시만요
P0 	: &account&
P1 	: 팔로우 요청 했어요!
P0 	: 받았어요! 저도 요청 했어요!
P1 	: 감삼다ㅎㅎㅎ
P1 	: 제가 트친이 없어서 막 활발하게 활동하진 않았는데.. 조금씩 해보도록 할게요ㅋㅋㅋ
P0 	: ㅋㅋㅋㅋ넹ㅋㅋㅋ
P0 	: 팔로워 요청 받아주세룜ㅁ
P1 	: 앗 이거 왜 팔로워 요청이..
