# FILE DATA
ID : MDRW2100035856
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210830
topic : 학교 생활

# SPEAKER_INFO
id : 1
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 충남
principal_residence : 충남
current_residence : 충남
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: &name2&님 학교다니면서 즐거웠던 경험 있으신가요?:>
P1 	: 앗 있어용!ㅎㅎ
P1 	: 저 학생때 체육대회할때가 가장 기억에 남고
P1 	: 서울랜드로 현장학습 갔었어요!
P0 	: 우와 체육대회! 헐 헐 현장학습을 서울랜드로 갔었나요?!?!?!?!?! 너무 즐거우셨겠다 우와,,,,
P0 	: 서울랜드는 어땠나요?! 사람많지 않았나요?!?!?!?
P1 	: 네네ㅠㅠ 다들 여러학교에서
P0 	: 체육대회때 진짜 재밌죠 반티 맞춰입고 ㅎ.ㅎ!!!!!!!!!!
P1 	: 현장학습을 비슷한 시기에 가서 그런지
P1 	: 교복입은 학생들이 북적북적 많았는데
P1 	: 그래도 재밌게 놀았어요ㅎㅎ
P1 	: 체육대회때 한가지 종목 이상엔 꼭 참여하라고 보통 하잖아용 &name1&님은 어떤 종목에 참여하셨어요??
P0 	: 와 그래도 진짜 재밌겠어요ㅠ 사실... 학교다닐때 현장체험학습을 놀이동산으로 가면 그 분위기 만으로도 즐겁잖앙ㅅ! 교복입구 ㅎ.ㅎ
P0 	: 저는...저는... 단체줄넘기를 참여했던 기억이있어요!
P0 	: 워낙 운동을 못해서요 ㅠㅠㅋㅋㅋㅋㅋ &name2&님은요!?
P1 	: 오오 단체줄넘기 잘하세용?
P1 	: 아ㅋㅋㅋㅋ
P1 	: 저는 체육대회때 늘 계주로 나갔어용
P0 	: 우와 &name2&님....달리기 진짜 잘하시나봐요 그쵸 저 진짜 학교다닐때 계주친구들이 너무 멋있어보였거든요!!!!!
P1 	: 뜀박질만 조금 빨라요ㅋㅋㅋ
P1 	: 으헣ㅋㅋㅋ
P1 	: 학교 지각할때 유용한것같아요
P0 	: 뜀박질 빠른게 체육대회에서 최고 아니겠습니까,,, 아!ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아 그거 진짜 부러워요ㅠ 저 지각할때마다 달리기 느려서 매번 잡혔거든요 ㅋㅋㅋㅎㅎ
P1 	: 아아ㅠㅠㅠ
P1 	: 제 친구였으면
P1 	: 같이 손잡고 뛰었을텐데ㅠㅠㅋㅋㅋ
P1 	: &name1&님이 다니시던 학교는
P1 	: 두발 자유였나요?
P0 	: &name2&님이랑 친구였으면 벌점이 줄었을텐데요ㅠㅠ!!!아뇨!!!!@@@!!!
P0 	: 그 자유라기엔 애매하고 단속한다기에도 애매한 학교였어요!
P1 	: 아하ㅠㅠ 저는 단속이 심했어요ㅠㅍ
P0 	: 길이가 길면 풀 수가 없었거든요!!!!
