# FILE DATA
ID : MDRW2100045576
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210908
topic : 공연 및 관람>공연/전시회 및 관람

# SPEAKER_INFO
id : 1
age : 30대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 30대
occupation : 사무 종사자
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 나랏글

# SETTING
relation  :  학교/학원>동기/동창/동급생
intimacy  :  4
contact_frequency  :  (거의) 매일 연락한다.

P1 	: 기사인 내가 지켜야할 레이디둘시네아라고
P1 	: 갑자기그러면서따라다님
P0 	: 여자가
P1 	: 근데 알돈자는
P0 	: 산초보고
P0 	: 어이털려한 이유를
P0 	: 알겟다
P1 	: 몸 파는 여종인데
P1 	: 돈키가
P1 	: 자기의레이디라고하면서 예를갖춰서
P1 	: 대하거든
P1 	: 물론귀찮게한
P1 	: ㅇㅇ....
P1 	: 막전투에 나갈때 승리를기원하는 이정표를달라고 떼쓰거나
P1 	: 자꾸 둘시네아라그래서 알돈자를 곤란하게만드는...?
P1 	: 근데 다들 몸만 보는 사람들과달리 자꾸 자기를 존중해주는 돈키호테를보고 마음을 열어여
P1 	: ㅋㄱㅋㅋㅋㅋㅋㅋㅋㅋㄱ저건 그 귀찮게하는 거 ㅇㅇㅇ
P0 	: 아하
P0 	: 정병인데 알맹이는 썩지않은 정병....
P0 	: ?
P0 	: 정병은 또 되네
P0 	: 알수없는 필터링기준
P1 	: 아
P1 	: ㅇㅇㅇ
P0 	: 아 그러고보니
P0 	: 홍광호는
P0 	: 연기는 잘 하는 편인가요...?
P0 	: 노래는 잘 하는거 아는데
P1 	: 아니
P1 	: 존
P1 	: 못
P1 	: 노래만기깔남
P1 	: 요샌모르겠어
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 웨스트엔드갔다왔는데
P1 	: 그사이에늘었을ㄹ진...
P0 	: 아 맞네
P0 	: 웨스트엔드..
P1 	: 긐ㅋㅋㅋㄱㅋㄱ노래진짜잘하는데
P1 	: 스킬만작하는느낌이야
P1 	: 감정연기안되서
P0 	: 아하
P1 	: 노래에 감정없이 기술만잘하는
P1 	: 그런
P1 	: 노래는기깔나
P0 	: 으으으으음
P0 	: ㅇㅇㅇㅇ 노래는 늘
P0 	: 천장 뚜껑 딴다고
P0 	: 하던데
P1 	: ㅇㅇㅇ
