# FILE DATA
ID : MDRW2100041806
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210906
topic : 콘텐츠>영상/음원 콘텐츠

# SPEAKER_INFO
id : 1
age : 20대
occupation : 학생
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 여성
birthplace : 울산
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P1 	: 거대한 왕가위 세계관에 갖혀있는
P1 	: 해피투게도
P1 	: 해피투게더보셨나요
P0 	: 그거는 보다가 말았어요
P0 	: 양조위랑
P0 	: 그 누구더라... 돌아가신 분
P0 	: 둘이서 엄청 격렬하게
P0 	: 시작하는 장면이 시작이잖아요... 맞죠,,,
P1 	: 네...맞아용
P1 	: 장국영...
P1 	: 군침이싹도는...
P1 	: 양조위가 연하광공으로나온다는게
P1 	: 너무 군침이싹...
P0 	: 아맞아요 장국영!!!!
P0 	: 이름을 까먹었어요 ㅋㅋㅋㅋㄴㅋ
P0 	: 아 양조위가 연하로 나온거였나요?
P0 	: 근데 양조위는 실제로도 부인한테 되게 잘한다고...!!!
P1 	: ㅋㅋㅋ맞아요
P1 	: 양조위가 장국영보다 실제로 나이가 적답니다...!
P1 	: 색계..
P1 	: 너무
P1 	: 오져요
P1 	: 양조위가
P1 	: sm을 조아하는지...
P1 	: 냅다 허리띠 풀러서
P1 	: 막 때리고
P1 	: 그걸로 포박도하고
P1 	: 냅다 .
P1 	: 크윽
P0 	: 헐 그렇군요
P0 	: 왜 장국영이 더 어리다고 본건지
P0 	: 역시 저도 왓챠로 재감상을 해야겠습니다...
P0 	: 맞아요 진짜
P0 	: 색계같은 영화는 처음이었어요... ^.^
P1 	: 장국영..너무 동그란감자같은 얼굴형이라
P1 	: 충분히..
P1 	: 주윤발이랑 1살차이나는 장국영..
P1 	: ㄴㅇㄱ
P1 	: 색계..
P1 	: 정말...
P1 	: 양조위 너무 오지구요..
P1 	: 너무 킹받네요
P0 	: 저 색계 좋아해서
P0 	: 지금까지 3번인가 봤어요 ㅎ
P0 	: &name2&님은 이번에 처음 보신건가요?!
P1 	: 네....
P1 	: 처음..봅니다..
P1 	: (두근
P1 	: 그래서
P1 	: 진짜
P0 	: 와압
P0 	: 그러면 진짜
P0 	: 많이 재밌게 보셨겠다!!!!
P1 	: 중간에 기력딸려서
P1 	: 반쯤보다가 잤는데
P1 	: 진짜
P1 	: 너무 킹받아요
P1 	: 너무좋아서
P1 	: 젠잘
P1 	: 젠장!!!!
P0 	: 아니
P0 	: 기력이 왜 딸리셨어요
P0 	: 아니진짜 너무웃겨
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아니 ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 너무 열심히 (?)
P0 	: 감상하신거 아닌가요???
P1 	: 물론
P1 	: 좋은장면
P1 	: 반복해서 보긴했는데
P1 	: 아니 양조위
P1 	: 그
P1 	: 가버리는 표정이
P1 	: 너무
P1 	: 매운거에요
P1 	: 크윽
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 저 &name2&님 덕분에
P0 	: 다시 봐야할 것 같아요 ㅎ.ㅎ
P0 	: 근데 어떻게 연기를 그렇게 실감나게 하는걸까요?
P0 	: 진짜 하는 것 같이.... (?)
P1 	: 크으그니까요
P1 	: 진짜하는것같잌ㅋㅍㅋㅍ큐큐큐ㅠ큐ㅠ
P0 	: 어휴 정말,,,
P0 	: 숭하고 좋네요 ^~^
