# FILE DATA
ID : MDRW2100013425
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210825
topic : 일과 직업

# SPEAKER_INFO
id : 1
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 강원
principal_residence : 강원
current_residence : 강원
device : 스마트폰
keyboard : 천지인

id : 2
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 경북
principal_residence : 경북
current_residence : 경북
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: &name2& 아르바이트 해보신적 있으신가요?
P1 	: 월급받는 알바는 해본 적이 없어요 외주작업이 대부분이었어요
P1 	: &name1&은요?
P0 	: 외주로 일 하셨구나 저는 학생때 거의 아르바이트 하면서 보냈는데
P0 	: 가장 길게 한 아르바이트는 배라예요!
P1 	: 와 배라.. &name1& 손목 괜찮으신가요
P1 	: 배라알바하는 친구들 손목보호대 안차는 날이 없더라구요ㅠ
P0 	: 할땐 진짜 힘들었는데 그만두니까 싸악.. 괜찮아졌습니다
P0 	: &name2& 주변에 배라 알바하시는 분들이 꽤 있으시군요!?
P1 	: 네 조금 있었어요!! 31데이 정말 싫어하더라구요
P1 	: 주문 들어오는거 보면 싫어할 수 밖에 없구나 싶긴하도라구요..
P0 	: 어 맞아요 크리스마스랑ㅋㅋㅋ
P0 	: &name2&은 외주작업 하셨으면 보통의 아르바이트보다는
P0 	: 전문성 가지고 있어야해서 약간 페이도 높으셨겠어요!
P1 	: 음..제 경우에는 엄청난 후려치기와 마감기한이 일주일도 안되는 일을 받아서 하고나니까 좀 현타오더라구요ㅋㅋㅋㅋㅋㅋ
P1 	: 블랙기업 만나지만 않으면 용돈정도로는 괜찮은거 같아요
P0 	: 헉 후려치기요? 자기들이 마음에 들어서 외주 줘놓고 장난하나
P0 	: 마감기한도 엄청 짧게주네요?
P0 	: 전문가 무시하는 기업은 망해야해..
P0 	: 그래도 진짜 기술? 가지고 계신게 멋진 것 같아요
P1 	: 어유 그렇게 말씀해주셔서 감사합니다!! &name1& 학생이실때 부터 알바하셨다니 대단하세요! 저는 알바자리 못구하는바람에 어쩔 수 없이 외주 한거였거든요ㅠㅠ
P0 	: 헉 어쩔수없이 그런..!
P0 	: 전 따로 막 전공이나 기술이 없었어유ㅋㅋ 뭔가 기업?문 두드릴 용기가 없었어서ㅎㅎ
P0 	: 하시고싶었던 아르바이트 있으세요?!
P0 	: 전 카페가 하고싶었거든요!
P1 	: 오!! 저도요! 카페알바 해보고싶어요!
P1 	: 근데 친구들한테 이말하면 자기가 만난 카페 진상손님 얘기해줘요
P0 	: 아ㅋㅋㅋㅋㅋㅋㅋ다들 본인이 만난 진상 얘기하면서
P0 	: 힘듦 배틀하기 국룰...
P0 	: 로망을 얘기해주셔야죠 친구분~~!
P0 	: 근데 또 진짜 뭔가 본인이 힘들었으니까 얘기하면서 말리는 마음도 알겠는..
P1 	: 그죠 저라도 제가 했던 외주 친구가 한다그러면 멱살잡고 말릴텐데 싶고..ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 돈 벌기 쉽지않네요 정말루ㅠㅠ
