# FILE DATA
ID : MDRW2100014752
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210825
topic : 콘텐츠>영상/음원 콘텐츠

# SPEAKER_INFO
id : 1
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 30대
occupation : 가정 주부
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 천지인

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P1 	: 앜ㅋㅋㅋㅋ저도 최애 침착맨이요!!!
P0 	: 그 마술사뷴은 원래 아셨던거에용? 아니면 침착맨 때문에 알게 되신거에용??
P1 	: 저는 침착맨을 따로보고
P1 	: 마술사분은 얼마전 우연히 곡성에서봤는데
P1 	: 아니 이럴수가 둘이 동일인물이라고??
P1 	: 이렇게됐어요ㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋ 아 정말요?? 평소엔 욕도 잘 하신다더니.. 침착맨 앞에선 사회생활 Ver이었나봐여..??
P1 	: ㅋㅋㅋㅋㅋ아 곡성에서도
P1 	: 알고보면 같은사람이구나 싶을텐데
P1 	: 마치 영화의 조연을
P1 	: 다른영화의 주연으로 만나서 순간 못알아본 그런느낌이었어요
P1 	: (맨위 : 곡성 유튜브해석에도)
P0 	: ㅋㅋㅋㅋㅋㅋㅋ 우와 그렇게 표현하시니까 진짜 색다르네요
P0 	: 그 영상 저장해놨어요!! 이따가 정독(?)하려구
P1 	: 우와!!!&name1&님도 재밌게보셨으면 좋겠어요!!!
P1 	: 영화보다 해석이 더 재밌더라구요ㅎㅎ
P0 	: 기대돼요! ㅋㅋㅋ 저는 친구들한테도 그런 감상평 자주 묻거든용
P0 	: 뭔가 다른 사람들의 다양한 의견들이 재밌어용 ㅎㅎ
P1 	: 우와 &name1&님 문화생활을 즐길줄 아시는분같아요
P1 	: 
P0 	: 헉 그렇게 봐주시면 감사할뿐이에여!
P0 	: 근데 생각보다 물어보면 다들 답을 잘 못하더라구용 ㅠㅠ
P1 	: 맞아요ㅜㅜ 그냥 개인적인 제생각인데
P1 	: 옛날부터 배운교과과정이 네 생각은 어때?
P1 	: 가 아니라
P1 	: 이거의 답이 뭔데? 여서 그런게아닌가싶기도 해요
P1 	: 어릴때로 돌아가면 토론이나 논술학원을 다니고싶어요ㅋㅋㅋ
P0 	: 엇 그럴수도 있겠어요!
P0 	: 진짜 어떤 생각이 들었는지 묻는 질문에도
P0 	: 답이 정해져있었던거 같기두하구여
P0 	: 그래서인가 전 국어 좀 어려웠어용 ㅋㅋㅋ ㅠ
P1 	: ㅜㅜㅜㅜ맞아요 생각해보면
P1 	: 아이(학생)의 자유로운 생각으로 볼수도있을텐데
P1 	: 그건 답이 아니야 하는 상황도 있었던거같아요
P1 	: 저는 책을제대로안읽어서 겉으로보면 어릴땐 책좀 읽더니
P1 	: 하는 학생이었는데
P1 	: 기초가 부실하니 갈수록 어렵더라구요ㅜㅜ
P0 	: 맞아요 그래서 저는 선생님들한테 왜 이건 답이 아니냐구 질문  하는 편이었어요 ㅋㅋㅋ
P0 	: 저도 어릴땐 쫌 읽었는데 세상엔 잼난 게 넘 많더라구옹 ^^~ ㅎㅎㅎ
P1 	: 아 맞아요ㅋㅋㅋ 그리고 학습범위로 생각안하고 내맘대로 볼수있으니 더그런가봐요
P1 	: 꼭 책아니어도 유튜브도 영화도
P1 	: 저한테 영향주는 매체가 많아서
P1 	: 요즘엔 책보다는 영상콘텐츠를 더 많이 찾아봐요
P0 	: 저두요 ㅋㅋㅋ 전에 책 읽다보니 약간 뭐랄까 좀 쑤시는 느낌...
P0 	: 긴글... 잘... 안 읽게 되네요...
P0 	: 이것도 노화인가...
P1 	: 맞아요ㅜㅜ가끔 이러다 나 멍청해지는거아니야 걱정될때도있어요
P1 	: 요즘 애들은 네이버 구글검색대신 유튜브검색한다니 시대의 흐름인가 싶기도해요ㅋㅋ
P0 	: 맞아요 ㅠㅠ 확실히 영상이 더 편하긴한 거 같아요 ㅋㅋㅋ
P0 	: 근데 영상도 배속 없이는.. 못보는 병에.. 걸렸어요
P1 	: ㅋㅋㅋㅋㅋ저는 앞으로 건너뛰기 병이요...
P0 	: ㅋㅋㅋ 이게 다 유튜브 때문이에요!!
P0 	: 유튜브는 언제부터 보셨어요??
P1 	: 정말 유튜브때문이에요!! 저는 한 삼사년됐나 싶었는데
P1 	: 놀랍게도 가입은 2010년대 초반에 했더라구요ㅋㅋㅋㅋㅋ
P1 	: 가입일보고 놀랐어요
P1 	: 내시간...돌려줘 튜브야...
P0 	: 저도 한 18년도 후반부터 봤어요 ㅋㅋㅋ
P0 	: 우와 가입은 엄청 빨리 하셨네용!!
P0 	: 얼리어답터셔용!
P1 	: ㅋㅋㅋㅋ그때 유튜브를 시작했어야하는데....하고 아쉬움이 남아요ㅜㅜ
P1 	: 저도 열심히본건 &name1&님과 비슷한거같아요ㅋㅋ
P1 	: 유트루님 영상보면서 유튜브 진짜열심히봤어요
P1 	: 옛날 말없이 찍어서 후더빙하실때쯤...ㅋㅋㅋ
P0 	: 혹시.. 제 구독목록... 공개되어있나요...
P0 	: 제 브이로그 최애 유트루님인데 ㅠㅠ
P0 	: 광광... 진시리언니 싸랑훼...
P0 	: 사실 유트루님은 출산때부터 입덕했어용 ㅋㅋㅋ
P1 	: 악ㅜㅜㅜㅜㅜㅜㅜㅜ
P1 	: 넘 좋죠
P1 	: 저는 실버라인님 눈화장해줄때도
P1 	: 뭐야뭐야 하다가
P1 	: 애인 아니라구 하시다가
P1 	: 결국 사귀신다고하고 결혼하시구 그러는거보니까진짜영화같아요ㅜㅜ
P1 	: 실버라인님 화장 진짜웃겼는데ㅜㅜㅜㅜㅜ그거보셨나요?
P1 	: 본인이 하시는거요
P0 	: 저는 이미 아빠가 되신 실버라인부터 봤는데 초창기부터 보셨으면 진짜 감회가 남다르셨을 거 같아요!!
P0 	: 혹시 그 병옥뷰티 그건가요??
P0 	: 진짜 저보다 많이 화장품 이름 줄줄 외우셔소 놀랐어요 ㅋㅋㅋㅋ
P1 	: 맞야어ㅋㅋㅋㅋㄱㅋ 그거맞을거에요
P1 	: 병옥배우님 닮으셨다고ㅋㅋㅋㄱㄱㄱㅋ
P1 	: 성함이 은선 이라서
P1 	: 실버 라인 이라고 했는데
P1 	: 진짜 다들 실버라인님 너무웃기다고ㅋㅋㅋㅋㅋ
P1 	: 단델리온 좋아하시고ㅋㅋㅋㅋㄱ
P0 	: 맞아여 ㅋㅋㅋㅋ 단델리온 좋아하시는거 ㅋㅋㅋㅋ
P0 	: 그때 별명이 붙여진 거엿군여??
P0 	: 너무 웃기고 사람이 무해해보여욬ㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋ언젠가부터 갑자기 실버라인이라고 공표됐어요 ㅋㅋㅋㅋㅋ
P1 	: 진짜 딱 교회오빠의 정석이에요ㅜㅜ
P1 	: 유트루님 이야기 영화같아요ㅜㅜ
P1 	: 그러고보니 트루님도 진실
P1 	: 은선 실버라인
P1 	: 옛날식 이름 짓기에 동년배의 향이 물씬ㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋ 그러게요 근데 입에 짝짝 붙어요!!
P0 	: 저도 최근에 친구가 유트루 구독하는 거 알게 되서 첨한 질문이
P0 	: 실버라인이랑 사귀는 거 알았었냐구 였는데 어느 순간부터 보이더래요 ㅋㅋㅋ
P0 	: 트루님이 실버라인 썰 푸는 것도 넘 몽글몽글하고 재밌어요 ㅋㅋㅋ
P1 	: 맞아요ㅋㅋㅋㅋㅋㅋㅋ저도 이상하다
P1 	: 아니라고하는데 실버라인이 짝사랑중인가
P1 	: 트루언니가 잡았으면 좋겠다싶었는데
P1 	: 진짜 넘 영화같아요
P0 	: 그럼 초반에는 안 사귀는데 친구로 많이 나온 거에요??
P1 	: 교회오빠로 나오고
P1 	: 보통 교회 동생, 다른오빠들도 같이 나왔어요ㅋㅋ
P1 	: 근데 트루님이랑 너무 잘어울리고
P1 	: 병옥뷰티에서 빵터져서
P1 	: 트루님 지인중에 원탑으로ㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋ 앜ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 화장품 이름 줄줄이 진짜 임팩트가 넘 강했어요
P1 	: 맞아요ㅋㅋㅋㅋㅋ
P0 	: 병옥뷰티 시리즈는 다봤어요
P0 	: 너무웃겨욬ㅋㅋㅋㅋㅋ 은근 잘어울리시고
P0 	: 어머니 보이신다는게 진짜 ㅋㅋㅋㅋ큐ㅠㅠㅠㅠ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 진짜 곰심님하고 영상 취향 잘맞는거같아요
P0 	: 그러니까요 .. 제 구독목록 거의 공개상태에요 지금 ㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋ혹시그럼
P1 	: 권감각님하고
P1 	: 쓰레기girl
P1 	: 도 보시나요?
P1 	: ㅜㅜ나쁜말아닌데 쓔레기궐
P0 	: ㅋㅋㅋㅋ 엇 쑬애기걸은 들어봤는데 권감각은 첨들어봤어요!
P0 	: 그 감튀 시위하신분 아니에요? ㅋㅋㅋㅋ
P1 	: 훌애기걸 맞아요ㅋㅋㅋㄱㄲ
P1 	: 권감각님은 10살?차이 남편분이랑 결혼생활하시는데
P1 	: 빨래개면서 시청자 사연 읽고 해결책 얘기해주시거든요
P1 	: 근데 넘 웃겨요ㅋㅋㅋ
P1 	: 남편분일화도 웃겨요ㅋㅋㅋ
P0 	: 헐 그런 영상 너무 좋아해요 ㅋㅋㅋㅋ
P0 	: 저도 빨래개면서 그런 영상 듣는거 되게 좋아하는데
P1 	: ㅋㅋㅋ 빨래개기 말고 누구초대할때는 멸치똥따기였나 그것도있어요
P0 	: 빨래 개면서 사연을 읽어주신다니
P1 	: 맞아요ㅋㅋㅋ저도 빨래개고 설거지하면서 들어요
P0 	: 세상에 같이 집안일 하는 기분이겠어요
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 방금 검색해봤는데
P1 	: 맞아요ㅋㅋㅋ
P1 	: 네네
P0 	: 이 언니 관상부터 말 디게 잘하실 거 같아요
P0 	: 되게 친숙한너낌...
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 맞아요!!!!그리고
P1 	: 팩폭잘해줄 느낌이에요
P0 	: 맞아여 정신차리라고 해줄거 같은 너낌!! ㅋㅋㅋㄴ
P0 	: 쓰레기걸은 모하시는 뷴인가요..??
P1 	: ㅋㅋㅋ맞아요
P1 	: 그분은
P1 	: 쓰레기 장난감을 만드시는분이에요ㅋㅋ기
P1 	: 지옥에서온 장난감 느낌
P1 	: ㅋㅋㅋㅋ 병맛발명채널같아요
P0 	: 와우.. 그러면 그 감튀시위는 왜 하셨던 거에요..?
P0 	: 무해하지만 누구보다ㅜ격렬한 시위 ㅋㅋㅋㅋ
P1 	: ㅋㅋㅋ기억은안나는데 그게 아마
P1 	: 광고협찬이었거나
P1 	: 협찬아니면 맛있어서 그러셨을거에요
P1 	: 감튀교ㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 앜ㅋㅋㅋㅋㅋ
P0 	: 맛있어서 ㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㄱㅋ 최근에는
P0 	: 글쵸 감튀 맛잇죠.. ㅋㅋㅋㅋㅋㅋ
P1 	: 미니 인형뽑기 리페인팅하는영상
P1 	: 올리셨는데
P1 	: 쓰레기좋아하는 친구위해
P1 	: 인형뽑기 캡슐안에
P1 	: 밥도 넣으셨어요
P1 	: ㅋㅋㅋㅋㅋㄱㅋ
P1 	: 진짜 밥...
P0 	: ....?....
P0 	: 혹시.. 그분..  여자 기안이신가요..??
P1 	: ㅋㅋㅋㅋㅋㅋㅋ 두분이같이 운영하시는거같은데
P1 	: 여자기안보다는
P1 	: 악동꾸러기 느낌이에요ㅋㅋㅋㄱㄲ
P0 	: 이노래 아시는분이랑 손 놓으면 죽는 게임 보고왔는데
P0 	: 생각보다 훨씬 귀여운데요...
P0 	: 기안이 아니라 진짜 악동꾸러기네요 .. ㅋㅋㅋㅋㅋㅋㄴ
