# FILE DATA
ID : MDRW2100047028
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210518
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 20대
occupation : 판매/영업 종사자
sex : 여성
birthplace : 부산
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 천지인

id : 2
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 천지인

# SETTING
relation  :  학교/학원>동기/동창/동급생
intimacy  :  5
contact_frequency  :  (거의) 매일 연락한다.

P0 	: &name2& ㅎㅇ
P1 	: 하이루방가방가
P0 	: ㅎㅇㅎㅇ
P0 	: 머함?
P1 	: 난 지금
P1 	: 친구들이랑 어디 펜션갈지 정해야하는데
P1 	: 원래가려던곳이 예약취소되서 지금 다시 찾는중이야
P1 	: 예약한거 왜 나갓냐 완전 킹받네 ㄱ- 
P0 	: 너 말투 왜 그따구니?
P0 	: 돌았나봐
P1 	: 고멘네
P1 	: 다시하자
P0 	: 예약 다시한다는거지?
P0 	: 어디지역
P1 	: 어어
P1 	: 맞아
P0 	: 갈랬는데
P0 	: 누구랑 가
P0 	: 친구 누구 ㅡㅡ
P1 	: 친구들이랑 가는데 
P1 	: 강릉까지 첨으로 운전해서 가야함
P0 	: 헐 강릉
P0 	: 짱 멀다
P1 	: 가넝하까
P0 	: 흠
P0 	: 고속도로아닌가?
P1 	: ㅇㅇㅇ
P0 	: 길은 잘뚫려있을듯
P1 	: 모갠찬겟ㄷ지
P1 	: 비록
P1 	: 너를사고나게 할뻔했지만
P1 	: 괜찮을꺼야
P0 	: 그건...그건...
P0 	: 비록 내가 죽을뻔했지만...
P0 	: 이젠 괜찮을거야..
P0 	: 그때 왜그랬지? 엑셀브레이크
P0 	: 헷갈렸나
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅇㅇㅇ
P1 	: 그땐
P1 	: 아직 차가 익숙하지않앗나바
P1 	: 이젠잘할수잇다구
P0 	: 그럼 나랑도
P0 	: 멀리 가
P1 	: 나 가고싶은곳잇는데
P1 	: 평창
P1 	: ㅋㅋ
P1 	: 거기서
P1 	: 그그그
P1 	: 알파인코스터 그거
P1 	: 타구싶어
P0 	: 그거 우리
P0 	: 2018년도였나
P0 	: 그때 평창
P0 	: 폐막식 갔을때
P1 	: ㅇㅇ
P0 	: 타러가려고하다가
P0 	: 가기 힘들어서
P1 	: 그때왜못탓지 ?
P0 	: 포기했지?
P1 	: 그랫나
P0 	: 차없으면
P1 	: 그때탈걸 ㅠㅠ
P0 	: 가기힘들었을걸
P1 	: 그때 ㅈㄴ 재밋엇는데
P1 	: 그때안갓스면 후회할뻔
P0 	: ㅋㅋㅋ 막 비오곸ㅋㅋㅋㅋ
P1 	: >ㅇ<
P1 	: 근데
P0 	: 진심 코로나이후에
P1 	: 겨울이라
P0 	: 더 느껴짐
P1 	: 개 추웟긴한데
P0 	: 그때가길
P1 	: 너무재밋엇음
P0 	: 잘했단거
P1 	: 막 스키타는거보구
P1 	: 몬지모르겟는데 암튼 잼섯음
P1 	: ㅋㅋㅋㅋ
P0 	: ㅋㅋㅋ맞아 보면서도
P0 	: 뭔지모름
P1 	: 지금 그거들 다
P1 	: 철거됏겟지
P0 	: 걍...걍 봄ㅋㅋㅋㅋ
P0 	: 흠
P1 	: 그때 우리
P1 	: 막
P0 	: 남아있을수도
P1 	: 그거도탓나 ?
P1 	: 앉아서 올라가는
P1 	: 그모냐
P0 	: ㅇㅇ  슬로프인가 그게
P0 	: 암튼 여러번
P1 	: 그걸타고 올라갓엇나 ?
P0 	: 탔잖아
P0 	: 그게재밌어서
P1 	: ㅁㅈ
P1 	: 너무
P1 	: 잼섯음
P1 	: ㅋㅋㅋ
P0 	: 두세번탄거같은데
P0 	: 일부러 막 탐
P1 	: 글구
P1 	: 모자랑 막
P1 	: 장갑이랑
P1 	: 사구
P1 	: 담요 받구
P1 	: 조낸 재밋엇다
P1 	: 그때 에어비앤비숙소갓엇잔아
P1 	: 진심
P1 	: 1초만에 잠든듯
P0 	: 그 장갑
P0 	: 나 구멍뚫렸어
P1 	: 헐
P0 	: 우씨
P1 	: 꼬매
P1 	: ㅋㅋㅋㅋ
P0 	: 버린거같은데
P1 	: 헐 ㅡㅡ
P0 	: 그때 근데
P0 	: 폐막식때
P1 	: 그하나뿐인장갑을
P1 	: 버럇다구
P0 	: 진짜 개추웠음ㅋㅋㅋㅋ
P0 	: 비 부슬부슬오곸ㅋㅋㅋㅋ
P0 	: 날씨 운 무슨일
P1 	: 잠만 메이플좀 틀구
P1 	: 너 마피아라는
P1 	: 노래들어봣니
P1 	: 진자우낌
P0 	: 누구일까 마퓌아
P0 	: 암더마퓌아
P0 	: 노래 되게
P0 	: 이상하다고 생각했는데
P0 	: 듣다보니 묘하게 중독성있음
P1 	: ㅋㅋㅋㅋㅋ
P1 	: 갑자기
P1 	: 웃긴거생각했어
P0 	: 뭐?
P1 	: 호텔가서틱톡찍기 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 싫...어....
P0 	: 으엑
P1 	: 너가
P1 	: 마피아 노래에
P1 	: 맞춰서
P1 	: 춤을 춰
P0 	: 내가 널 찍어줄게
