# FILE DATA
ID : MDRW2100039413
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210903
topic : 학교 생활

# SPEAKER_INFO
id : 1
age : 10대
occupation : 학생
sex : 여성
birthplace : 대전
principal_residence : 충남
current_residence : 서울
device : 스마트폰
keyboard : 천지인

id : 2
age : 10대
occupation : 학생
sex : 여성
birthplace : 부산
principal_residence : 부산
current_residence : 강원
device : 스마트폰
keyboard : 천지인

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: 안녕하세요!
P1 	: 안녕하세요!!!
P1 	: 학교!!! 저는 지금 강의듣고 있어요!!! 교수님 tmi가 너무 심해요 살려주세요ㅜ
P0 	: 저는 오늘 교수님이 줌링크를 안올려주셨는데 알고본이 교수님이 자체휴강을 하셨더라고요
P0 	: 뭐에 대한 수업 듣고 계세요?
P1 	: 교수님이 자체휴강을요?????
P1 	: 저는 다문화관련 수업이요! 교양이에요
P0 	: 아니 30분이 되어도 공지없어서 전화했더니 휴강이라하셧대요
P0 	: 교양수업! 새내기이신가요
P1 	: 진짜 교수님 혼나야겠네요 무슨 그런 경우가 있대요...?
P1 	: 아니요 저 2학년이에요!
P0 	: 진짜 어이없죠? 심지어 오늘이 첫수업인 전필이었는데
P0 	: 저도 2학년이에요!
P1 	: 헐 전필을ㅋㅋ전필 교수님 왜 그러시는거죠ㅜㅜㅜ
P1 	: 저는 편입하려고 학점 모으는 중이에요!
P0 	: 그니까요 휴
P0 	: 저는 6년제라서 이제 4년반 남았네요
P1 	: 6년제요????헉...
P0 	: 졸업이 까마득하게 느껴져요 아직도 고등학생같구
P0 	: 대면수업 해보셨어요?
P1 	: 전공 대면이에요!
P1 	: 지옥! 최악!
P0 	: 앜ㅋㅋㅋ 많이 힘든 수업인가봐요
P0 	: 저는 대면 한번밖에 못해봤어요
P0 	: 골프 교양수업이었는데.. 좋앗죠
P1 	: 네ㅜㅜ 전공이 예체능쪽이라
P1 	: 골프... 저는 거기 청소하러 갔었어요ㅡㅜ
P0 	: 헉 청소... 그렇구나...
P0 	: 지금은 몇학점 들으시나용
P1 	: 저는 14학점요! 편입 생각중인지라
