# FILE DATA
ID : MDRW2100039474
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210903
topic : 여행

# SPEAKER_INFO
id : 1
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 30대
occupation : 사무 종사자
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 나랏글

# SETTING
relation  :  학교/학원>동기/동창/동급생
intimacy  :  4
contact_frequency  :  (거의) 매일 연락한다.

P0 	: 마카오 가고싶다ㅜㅜㅜ흑흑
P0 	: 싱가포르도 가고셒고
P0 	: 방콕도 가고싶고
P0 	: 코사무이 가고싶움 ㅠㅠㅠ
P1 	: 나도오오오오
P1 	: 갈수있음 다갔다이미
P1 	: 눈물 ㅠㅠ
P1 	: 여행진짜
P1 	: 너무가고싶다
P1 	: 우리 진짜재밌게놀수있는데
P0 	: ㄹㅇㅜㅜㅜㅜ너무가고셒움
P0 	: 벌써 위에 말한곳 다 다녀왔을듯ㅋㅋㅋㅋ
P0 	: 코로나만 아니었으면
P1 	: ㅠㅠ진짜
P1 	: 너무가고싶어
P1 	: 흑흐
P1 	: 가서맛있는것도먹고싶고
P0 	: 맛집도 가고싶고
P0 	: 여행계획세우고싶음 걍ㅋㅋㅋㅋ큐ㅠㅠ
P0 	: 그냥 맛집찾는것뷰터 존잼인디
P1 	: 마쟈
P1 	: 글고 시장가는거존잼인데
P0 	: ㅇㅇㅇㅇ그니께
P0 	: 시장구경
P0 	: 마트구경
P0 	: 너무좋음 ㅠㅠㅠ
P0 	: 야시장도 좋고
P0 	: 그나라 마트 구경하는거
P0 	: 제일재밌움
P1 	: ㅇㅇㅇㅇㅇㅇㅇ
P1 	: ㅋㅋㅋㅋㅋ오늘도홍콩생각나는군여
P1 	: 구분못할사진
P1 	: 홍콩인지 지에스인지
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ한국같은 홍콩마트
P0 	: 당일이었지만 너무 재밌었다곸ㅋ큐ㅠㅠ
P1 	: ㅋㅋㅋㅋㅋㅋㄱㅋㅋ정말 다시 가도 즐거울거같아
P1 	: 우리늘 빡시게다녀도
P1 	: 그냥그순간순간이재밌었는데
P1 	: 여행가구시펑
P0 	: 나도 여행가고싶다아악
P0 	: 어딜가도 재밌을거야
P0 	: 국내여행도 자주 못가니까
P0 	: 더 슬품
P1 	: ㅇㅇㅇㅇㅇ
P1 	: ㅜㅜ국내만더다닐수있어도
P1 	: 좀나아쓸텐디
P0 	: 좀 갠찮아지면 국내를 가자또
P1 	: ㅇㅇㅇㅇ국내라다꼭가자
P1 	: 이젠백신도맞았으니
P0 	: 경주랑 강릉이랑 꼭 가댜
P1 	: ㅇㅇㅇㅇ
P1 	: 경주도 강릉도 부산도
P1 	: 제주도도
P1 	: 경주도 강릉도 부산도 제주5ㅗ
P1 	: 다가자
