# FILE DATA
ID : MDRW2100001527
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20191220
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 20대
occupation : 학생
sex : 여성
birthplace : 서울
principal_residence : 인천
current_residence : 충북
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 충북
device : 스마트폰
keyboard : 천지인

# SETTING
relation  :  학교/학원>동기/동창/동급생
intimacy  :  4
contact_frequency  :  주 1~2회

P0 	: &name2&!! 선비랑 점심 먹는 중?!
P0 	: &name2&
P0 	: 너 뭐해?
P1 	: 헐
P1 	: 어떻게
P1 	: 알았어ㅠㅠ
P0 	: {emoji:≖}{emoji:‿}{emoji:≖}
P0 	: 머 먹었어?
P0 	: 무슨 얘기했어???
P0 	: 꺄항
P0 	: {emoji}
P0 	: 재밌다!!!
P1 	: 뭐양ㅋㅋㅋㅋ
P1 	: 지금헤어졌오
P0 	: ㄷㅂㄷㅂ
P0 	: 머 먹었어
P0 	: 뭐래
P0 	: 다음 약속 잡았어?
P0 	: 몇 시에 만났는데 벌써 헤어져?
P1 	: 12시!
P0 	: 헉 ㄷㅂㄱ
P0 	: 머 먹엇어...
P1 	: ㅋㅋㅋㅋㅋㅋ
P1 	: &name1&ㅋㅋㅋ
P1 	: 청불먹었고 미즈커피갔엉!
P0 	: {emoji}
P1 	: &name1&~재밌게
P1 	: 놀구왕!
P1 	: {emoji}
P0 	: {emoji}
P0 	: {emoji}
P0 	: {emoji}
P0 	: &name2& ㅠ.ㅠ
P0 	: 생각해 보니까 너 그럼 지금 알바가 없는 건가? ㅜㅜㅜ
P0 	: 피자헛 지원해봐... 괜찮아 진짜루
P0 	: &name3&가 이상한 데서 홱 돌아서 그렇지
P0 	: 사람은 착해...
P0 	: 암튼 더 좋은 알바 자리 생길 거야!!
P0 	: 울지 말구... {emoji:🥺}{emoji:🥺}
P1 	: 흐얼 진짜 고마워ㅠㅠㅠㅠㅠ
P0 	: &name2&아 참고로 나는
P0 	: 정장을 입었고...
P0 	: 아마 시간이 살짝 부족할 것 같고...
P0 	: 5분...
P1 	: 오늘
P1 	: 드레스코드
P1 	: 정장?
P1 	: &name2&는 핑크니틐
P0 	: {share:photo}
P0 	: {share:photo}
P1 	: &name1&!!
P1 	: 23분!!
P1 	: ㅠ
P0 	: {emoji}
P0 	: &name2&아 ㅠ.ㅠ 왜 안 들어와??
P1 	: 아ㅠㅠ지금엘베ㅠㅠ
P1 	: 친구연락와서ㅠㅠ
P0 	: {emoji}
P0 	: 샹
P0 	: 나 나가서 혼자 혼코노 부르고 와도
P0 	: 이 사람들 모를 듯
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그니까
P1 	: 샹
P1 	: ㅠㅠㅠ
P1 	: 개불편해...
P1 	: 난
P1 	: 먼저 갈래..,
P0 	: {emoji}
P1 	: 아니...노래방 얼마나 더있을지...
P1 	: 근데 나갈 타이밍 못잡겠닼ㅋㅋ
P0 	: &name2& 잘 자{emoji:•}{emoji:•}{emoji:•}{emoji:•}{emoji:•}{emoji:•}
P0 	: 내가 오늘 너무 웃었지...
P0 	: 미안해...
P0 	: {emoji}
P1 	: 아냨ㅋㅋㅋ진짜 괜찮다니까요?
P1 	: {emoji}
P1 	: 낼수고하고!!{emoji:😉}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 웅!!
P0 	: 잘 자 !!
P1 	: &name1&두!!{emoji:😍}
P0 	: 웅!! &name2&아 나 얼마 보내야 하는지 꼭 말해줭
P0 	: 홍대개미 8,900{emoji:₩} + 어묵 1,400{emoji:₩} + 코노 2,000{emoji:₩} + 편포 얼마더라ㅜㅜ 암튼
P0 	: 말해줘!!
P0 	: {emoji}
P1 	: 웅!
P0 	: &name2&아!! 귀 괜찮아?
P1 	: 웅!!
P1 	: 너 사장님이 뭐라안하셨어?ㅜㅜ
P1 	: 내가 평일은 못할것같고 주말만 가능할것같다고 20분전에 전화했거덩ㅜㅜ
P0 	: 웅
P0 	: 완전 처음 들어...
P0 	: 그래서 너 안 하게? ㅜㅜ
P0 	: 아 방금 들었어
P0 	: 일단 서류 준비는 하라고 하셨다며!!
P1 	: 웅!!
P1 	: 하는데 주말만!!!
P0 	: {emoji}
P1 	: {emoji}
P1 	: &name1&!!
P1 	: 술값이랑 밥값 그리고 오뎅값 합쳐서
P1 	: 20950원!보내주면돼!
P1 	: 악 코노까지
P1 	: 22950원!!
P0 	: {emoji}
P1 	: 안주값만 n빵했고 술값은 각자했음당!
P0 	: 잘했아용
P1 	: {emoji}
P1 	: 알바수고했어용!
P1 	: &name1&
P1 	: 어제부로 &name4&어머니께서
P1 	: 나가신다고 하셨어요...
P1 	: 아마 안돌아오실것 같아요!
P0 	: 또 무슨 일이 있었나요?...
P1 	: 아 &name1&...
P1 	: 돌아와요ㅠㅠ
P1 	: 청주언제오나요
P1 	: ㅜ
P0 	: 도착 ㅠㅠ
P1 	: 에?
P1 	: 어딜?
P1 	: 도착?
P0 	: 집!!
P0 	: 청주!!
P1 	: 엥?
P1 	: 오늘 할머니생신아니었어어?
P1 	: 그거아닌가아?
P0 	: 네
P0 	: 맞고요
P0 	: 어제얐어욤
P1 	: 아항ㅋㅋㅋㅋ
P1 	: 나 방계약했어...
P1 	: 그 &address&
P0 	: {emoji}
P0 	: &name5& 집?
P1 	: 웅ㅋㅋㅋㅋ
P1 	: &name5&는 집다른데 구한대더라
P0 	: 헐 ㅋㅋㅋ 대박
P1 	: 근데 재계약할수도있대ㅋㅋㅋㅋ
P0 	: 뭐야 그게 ㅋㅋㅋ
P0 	: 너가 이미 계약한 거 아냐?
P1 	: {share:video}
P1 	: 맞아했어ㅋㅋ
P0 	: 엉?
P0 	: 여기 &name5& 집 아닌데?
P1 	: 맞앜ㅋㅋㅋ
P1 	: 2층!
P0 	: ㅋ
P0 	: &name2&아
P0 	: 짱난다
P1 	: ㅋㅋㅋㅋ왜
P0 	: &name5& 집이라며ㅡㅡ
P0 	: {emoji}
P1 	: 아
P1 	: &name5&네 건물
P1 	: ㅋㅋㅋㅋㅋ
P1 	: 뭐갘ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
	  아 난 같은얘기인줄
P0 	: 아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 거긴 얼마야??
P1 	: 33만원!
P0 	: 하...
