# FILE DATA
ID : SDRW2100000485
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20211006
topic : 우정 > 서로의 친구소식 공유

# SPEAKER_INFO
id : SD2100467
age : 20대
occupation : 학생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
education : 대재

id : SD2100468
age : 20대
occupation : 무직/취업준비생
sex : 남성
birthplace : 경기
principal_residence : 경기
current_residence : 서울
education : 고졸

# SETTING
relation  :  연인


P1 	:아 &name1&아 / 요즘 친하게 지내는 친구 누구있어? /
	
P0 	:응 /(note : 발화겹침) 나 &name2&이랑 /
	
P1 	:응 /
	
P0 	:&name3&이랑 / &name4&이 &name5&이 /
	
P1 	:어 그 친구들 중에 보통 누구 제일 많이 만나? /
	
P0 	:보통 &name2&이랑 &name5&이 많이 만나지. /
	
P1 	:아 &name5&이는 혹시 어떤 친구야? /
	
P0 	:&name5&이 되게 자유롭고 약간 / 개방적인 친구? /
	
P1 	:아 그렇구나 나는 그런 친구가 많이 없어 가주고 /
	
P0 	:너는 친하게 지내는 친구가 누군데? /
	
P1 	:어 나는 요즘에 &name6&이랑 &name7&이 많이 만나고 있어. /
	
P0 	:&name6&이가 어떤 앤데? /
	
P1 	:&name6&이는 / 내가 되게 어렸을 적부터 오랫동안 만나왔던 친구야. /
	
P0 	:음 걔랑 싸운 적은 없어? /
	
P1 	:몇 번 있긴 한데 항상 싸워도 금방 풀었던 거 같애. /
	
P0 	:부럽다 나는 금방 안 풀리거든 /
	
P1 	:아 진짜? /
	
P0 	:으음 /
	
P1 	:보통 누구랑 자주 싸워? /
	
P0 	:나 예전에 싸웠던 &name8&이랑 많이 싸웠어. /
	
P1 	:&name8&랑 뭐 때문에 많이 싸웠어? /
	
P0 	:성격 / 쪽으로 쫌 많이 안 맞아 가지구 / 싸우게 되더라고 /
	
P1 	:어 &name8&이는 성격이 어떤 친구야? /
	
P0 	:되게 / 자기가 원하는 대로 / 꼭 해야 하는 친구? /
	 인 거 같애. /
	
P1 	:어 약간 자기중심적 경향이 있는 친구구나. /
	
P0 	:응 쫌 그런 거 같애. /
	
P1 	:음 나도 &name8&이 몇 번 보긴 봤었던 거 같애. /
	
P0 	:맞아 너 봤었어. /
	
P1 	:으음 / 그러면 그 뭐야 너 친구 중에 뭐 남자애들은 없어? /
	
P0 	:나는 나 여고 나와 가지고 남자애들은 없어. /
	
P1 	:아 나도 여자인 친구가 몇 명 없어 가지구 /
	
P0 	:많은 걸로 알고 있는데 {laughing} /
	
P1 	:그건 기분 탓이야. /
	
P0 	:아닌 거 같은데 {laughing} /
	
P1 	:아 실제로는 그렇지 않아. /
	
P0 	:맞지? /
	(note : 발화겹침) 얼마 /
	
P1 	:어 / 맞지. /
	
P0 	:음 그러면은 쩨일 친하게 지냈던 여사친이 누구야? /
	
P1 	:제일 친하게 지냈던 여사친은 나 고등학교 같이 나왔던 &name9&이라는 친구야. /
	
P0 	:나 &name9&이 알아. /
	
P1 	:어 너 본 적 있나? /
	
P0 	:어 한 두 세 번 봤을걸? /
	
P1 	:어 너가 봤을 때 그 친구는 어땠어? /
	
P0 	:&name9&이 되게 / 밝은 친구라고 생각했어. /
	
P1 	:응 맞아 애가 밝고 되게 / 성격 좋은 친구지 /
	
P0 	:응 되게 발랄해 가지고 되게 좋게 봤던 기억이 있어. /
	
P1 	:응 그렇구나 그러면 혹시 너 최근에 가장 먼저 만난 친구가 누구야? /
	
P0 	:최근에 / &name5&이 봤지. /
	
P1 	:으음 &name5&이랑 뭐 하고 놀았어? /
	
P0 	:&name5&이랑 밥 먹고 카페 가고 / 돌아다니면서 앉아서 얘기하고 / 옷도 사고 그러고 놀았지 /
	
P1 	:으음 그래도 되게 서로 친하게 잘 지내는 거 같네. /
	
P0 	:&name5&이랑 초등학교 때부터 친구여 가지고 / 이게 말 안 해도 통하는 그런 게 있지 /
	
P1 	:혹시 그 &name5&이란 친구랑 / 정말 크게 싸운 적도 많나? /
	
P0 	:크게 말고 짜잘 짜잘 하게 / 초등학교 때 되게 많이 싸웠어. /
	
P1 	:으음 그러면 혹시 뭐 절교했던 친구는 있어? /
	
P0 	:절교했던 친구? /
	
P1 	:응 현재 얼굴 안 보고 지내는 친구 /
	
P0 	:아까 얘기했던 &name8&이 /
	
P1 	:아 &name8&이랑은 뭐 때문에 절교하게 됐어? /
	
P0 	:어 / &name8&이 / 전 남친의 현 여친이랑 만나서 놀았다고 / 싸웠어. /
	
P1 	:아 그냥 그것 때문에? /
	
P0 	:어 갑자기 / 그렇게 통보를 받아 가주고 / 쪼끔 어이 없었지 /
	
P1 	:그러면 그것 때문에 좀 크게 싸웠던 거야? /
	
P0 	:크게 까진 아니고 그냥 정말 통보를 받고 연락 두절 /
	
P1 	:어 그냥 갑자기? /
	
P0 	:응 갑자기 /
	
P1 	:그건 좀 화났겠다. /
	
P0 	:-화나- 화나기 보다는 쫌 당황스러웠지 /
	
