# FILE DATA
ID : SDRW2100001339
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20211115
topic : 음악 > 선호가수, 선호 노래,음악 장르간 비교

# SPEAKER_INFO
id : SD2100745
age : 10대
occupation : 학생
sex : 여성
birthplace : 경기
principal_residence : 서울
current_residence : 서울
education : 중졸

id : SD2100746
age : 10대
occupation : 학생
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
education : 중졸

# SETTING
relation  :  친구


P1 	:제일 좋아하는 노래 장르가 뭐야? /
	
P0 	:나는 주로 케이팝을 많이 듣는데 / 케이팝을 좋아한다기 보다는 / 쫌 와이지 소속 아티스트들의 / 스타일이 / 스타일을 마음에 들어 하는 거 같아. /
	 너는? /
	
P1 	:나는 케이팝도 많이 듣긴 하는데 / 발라드나 알앤비나 이런 장르를 더 좋아하는 거 같긴 해. /
	 그러면 너는 해외 노래들은 잘 안 들어? /
	
P0 	:케이 그 와이지 아니면은 해외 노래를 많이 듣긴 하는데 / 그렇게 막 좋아한다기 보다는 뭐 / 그~ 가수를 자세히 알 정도로 그 정돈 아니고 / 노래가 좋다 싶으면은 흘려서 / 간 그 / 가볍게 듣는 거 같아. /
	 너는 해외 좋아하는 노래 있어? /
	
P1 	:난 너무 많은데 / 어~ / 너무 많아 고를 수가 없어. /
	 근데 / 우리나라 케이팝 노래도 그렇고 / 해외 노래도 그렇고 / 다 약간 발라드나 알앤비 느낌을 계속 듣는 거 같아. /
	 딱히 / 랩이나 이런 거는 / 별로 좋아하진 않는 거 같고 / 그래서 / 잔잔한 노래 위주로 듣는 편이야. /
	
P0 	:최근에 들은 노래는 뭐야? /
	
P1 	:최근에 들은 노래는 / 종현 님의 하루의 끝이라고 / 내 인생 / 곡 / 들 중에 드는 곡인데 / 가사가 너무 예쁘고 / 멜로디도 너무 좋아서 / 너한 너도 안 들었으면 추천해 주고 싶어. /
	
P0 	:어 나 안 들어봤어. /
	
P1 	:그런 노래를 별로 안 좋아해? /
	
P0 	:안 좋아하는 게 아니라 내가 / 이제 아이콘을 좋아하다 보니까 / 그쪽 노래만 들어서 접할 기회가 많이 없는 거 같아. /
	
P1 	:노래방을 가서도 / 그런 노래 위주로 부르는 편이야? /
	
P0 	:그치 아이콘 노래를 부르다가 좀 / 다른 곡을 부르고 싶다 하면은 / 블랙핑크나 뭐 / 다른 와이지 노래를 부르는 편이지. /
	
P1 	:와이지의 무슨 스타일이 좋아서 계속 듣게 되는 거야? /
	
P0 	:딱 무슨 스타일이라고 / 하 장르라고 말하기보다는 / 약간 와이지의 느낌이 난다 약간 이런 게 있어서 / 그게 좋은 거 같애. /
	
P1 	:약간 힙한 느낌? /
	
P0 	:힙한 느낌도 그렇고 힙하면서도 / 또 발라드도 잘 섞어서 / 그런 느낌이 좋은 거 같아 나는 / 너가 좋아하는 / 인피니트는 주로 어떤 장르를 불러? /
	
P1 	:어 발라드 느낌도 있고 알앤비의 / 알앤비 느낌도 있고 / 파워풀한 곡들도 꽤 많아서 / 그 곡들은 다 좋아하는 편이야. /
	 최근에 나왔던 / 뭐 솔로곡들이라든지 / 그런 거를 많이 듣는 편이야. /
	
P0 	:최근에 활동한 게 언제야? /
	
P1 	:딱 그 얼마 전이야. /
	 솔로여 가지고 아직 단체 / 그룹곡은 한 번 지금 나온 적이 없고 / 아마도 / 한 몇 달 뒤쯤 나오지 않을까? /
	
P0 	:그건 어떤 노래였어? /
	
P1 	:솔로곡? /
	
P0 	:어. /
	
P1 	:알앤비 느낌이 강한 곡이었던 거 같애. /
	 근데 이제 / 이때까지 냈던 / 스타일의 곡은 아니었던 거 같고 / 그냥 / 인피니트라서 많이 들었던 거 같애. /
	 너네는 언제 / 단체곡을 냈어 마지막으로? /
	
P0 	:그게 / 너무 오래돼서 기억이 잘 나지 않는데 / 아마 마지막 활동했던 곡이 / 뛰어들게였나? /
	 그리고 더 나왔던 거 같긴 한데 / 너무 오래돼서 잘 헷갈리네. /
	
P1 	:아이콘 노래 중에서 제일 좋아하는 노래가 뭐야? /
	
P0 	:그때그때마다 바뀌는 거 같애. /
	 약간 내 / 상황이라던가 / 기분에 따라서 좋아하는 노래가 바뀌'어서 / 가장 좋아하는 건 잘 모르겠고 / 최근에 / 잘 듣는 거는 좀 데뷔초 때 노래 / 를 자주 듣는 거 같아. /
	
P1 	:내가 뮤지컬도 하고 있다 보니까 뮤지컬 노래도 많이 듣는 편인데 / 혹시 뮤지컬 넘버 중에 아는 거 있어? /
	
P0 	:뮤지컬 노래는 그 따로 / 들어 / 제대로 들어 본 적이 없어서 잘 모르겠어. /
	
P1 	:아 그러면은 / 케이팝만 듣는 편이야? /
	
P0 	:그치 케이팝이나 쫌 해외 노래들 /
	
P1 	:아이콘은 주로 어떤 노래를 많이 해? /
	
P0 	:힙한 힙합을 가장 많이 하는데 / 또 / 항상 발라드도 조금씩 / 두세 곡씩 껴 있어서 / 여러 장르를 다 잘하는 거 같아. /
	
P1 	:혹시 와이지 말고 다른 아티스트를 좋아 한 적도 있어? /
	
P0 	:그거는 없는데 쫌 / 관심이 간다 싶은 / 아티스트는 다 와이지랑 연관이 있거나 / 아니면 아이콘이랑 연관이 있거나 그렇지. /
	 너는 인피니트 말고 좋아하는 가수 있어? /
	
P1 	:그 분들도 다 발라드 하시는 분들이라 / 성시경 님 이정 님 뭐 다 / 발라드 하시는 분들을 다 좋아하는 거 같아. /
	 다른 그룹을 좋아해 본 적은 없어 인피니트 말곤 /
	
P0 	:아까 뮤지컬 말했는데 / 뮤지컬 중에 / 노래가 좋은 걸로 뭐 추천해 줄 만한 거 있을까? /
	
P1 	:일단 내가 제일 보고 싶은 / 뮤지컬은 피막 / 골 연가라고 / 인제 조정은 배우님이 나오시는 뮤지컬인데 / 나중에 다시 / 공연을 한다면 / 추천해 주고 싶어 너한테 /
	
P0 	:아이돌 하다가 뮤지컬로 넘어가면은 막 / 실력이 안 좋다 그러던가 발성이 다르다 하잖아. /
	 그 둘의 차이가 뭔지 / 잘 모르겠는데 혹시 / 설명해 줄 수 있어? /
	
P1 	:뮤지컬 발성이랑 실용음악 발성은 / 너무나도 달라. /
	 일단 둘 다 해 본 사람으로서 말하자면 / 실용음악은 / 약간 좀 / 잔잔하고 / 약간 어 목소리의 이 / 음색이 더 중요하다 해야 되나 / 그게 더 중요하고 / 뮤지컬은 발성 자체가 / 배랑 등 허리 / 힘을 많이 쓰는 / 소리 길이라 / 너무나도 발성이 틀려 그래서 이제 / 아이돌 분들이 / 뮤지컬로 오시면 힘들어하는 이유가 / 몸을 많이 써서 인 거 같애. /
	 너는 평소에 뮤지컬을 어떻게 생각하고 있었어? /
	
P0 	:나는 뮤지컬을 보러 간 적이 없어 가지고 / 그냥 / 짧게 짧게 얘기만 들어서 / 그렇게 잘 몰랐어 그러면은 / 대중음악은 쫌 / 개성 위주고 뮤지컬은 좀더 / 실력을 많이 보는 편인가? /
	
P1 	:응 그렇게 생각이 / 생각할 수 있는데 / 어~ / 그냥 다른 장르인 거 같애 하나의 / 어 장르로 생각 / 할 수 있을 거 같고 / 뮤지컬이랑 실용 음악은 너무나도 다르기 때문에 / 나는 둘 다 좋아하는 편이야. /
	
P0 	:최근에 뮤지컬 보러 간 적 있어? /
	
P1 	:최근에는 없고 / 한 초등학생 때 그때 이후로는 / 보러 간 적이 없어 가격이 워낙 / 비싸 가지고 / 보러 간 적은 없어. /
	
P0 	:뮤지컬 / 노래 저번에 불러줬었잖아. /
	 그때도 쫌 /(note : 발화겹침) 다르다고 느꼈었거든. /
	
P1 	:응. /
	
P0 	:확실히 쫌 / 뮤지컬이 소리가 더 크다 해야 되나. /
	 뮤지컬도 마이크는 쓰지 그래도? /
	
P1 	:마이크를 안 쓰는 경우도 있고 / 쓰는 경우도 있는데 / 일단 발성이 커야 돼. /
	 배우님들 다 발성이 크시고 / 실력이 없는 뮤지컬 배우들은 본 적은 없는 거 같아. /
	
P0 	:그 보니까 막 삼 층도 있고 그러던데 뮤지컬 관람하는 게 / 마이크를 안 써도 / 그 높이까지 다 들려? /
	
P1 	:오페라 같은 경우에도 / 마이크를 전혀 쓰지 않으니까 / 뮤지컬은 쓰긴 쓰는데 / 일단 기본적으로 발성은 커야 돼. /
	 너는 영화음악에 대해서 / 어떻게 생각해? /
	
P0 	:영화음악이 / 편집도 중요하고 / 이 / 영화 음악 디자인이 되게 어려운 거 같애. /
	 영화가 / 암 시각이 중심인데 그걸 뒷받침해줘야 되잖아. /
	 그래서 음악이 / 오히려 촬영하는 것보다 더 어렵지 않을까 하는 / 생각도 들어 요새는 /
	
P1 	:나는 뮤지컬 영화도 되게 즐겨 보는 편이거든. /
	 얼마 전에 본 영화가 위대한 쇼맨 / 그~ 음악들은 다 어떻게 생각해? /
	
P0 	:내가 그거를 영화 공부하기전에 봐서 / 뭐 영화적으로는 잘 모르겠는데 / 일단 사람들이 굉장히 / 따라 부르기 쉽고 / 또 신나니까 그래서 사람들이 더 많이 좋아하는 게 아닐까 / 라고 생각해. /
	
P1 	:그럼 뮤지컬 영화랑 / 그냥 뮤지컬 없는 그런 영화랑은 / 뭐가 더 좋은 거 같아? /
	
P0 	:나는 / 이제 뮤지컬 영화랑 다른 영화랑 / 이제 나누기보다는 뮤지컬 영화가 장르니까 / 뮤지컬 영화는 쫌 / 음악성이 중요하고 다른 영화는 / 뒷받침해주는 / 음악이 더 중요하지. /
	 그러면 너는 / 뮤지컬 영화 말고 다른 영화에서 음악이 좋다고 느낀 거 있어? /
	
P1 	:음 영화 같은 / 경우에는 비지엠들이 깔리잖아. /
	 그런 비지엠들이 / 상황에 따라서 다 다르니까 / 그런 걸 되게 좋아하는 편인 거 같애. /
	 드라마든 영화든 /
	
P0 	:그럼 따로 찾아본 음악이 있어? /
	
P1 	:그런 적은 없던 거 같애. /
	 그냥 노래만 찾았지 / 어 딱히 비지엠을 찾아 본 적은 없는 거 같아. /
	
P0 	:그니까 비지엠같 아 노래 같은 것도 포함해서 /
	
P1 	:아 그러면은 클래식에 / 클래식 영화 클래식에 / 나오는 노래를 찾아 봤던 적이 있어. /
	
P0 	:그~ / 같이 / 비 피하면서 뛰어가는 그 노래? /
	
P1 	:응 그 노래를 많이 들었고 / 영화에 나오는 / 노래들은 다 좋아하는 편인 거 같아. /
	
P0 	:클래식 / 에 나온 음악 제목이 뭐였지? /
	
P1 	:나도 모르는데 한성민 님이 부르셨던 걸로 알아. /
	
P0 	:나는 그 노래가 /(note : 발화겹침) 거기서 나온 지 몰랐었거든. /
	
P1 	:음. /
	
P0 	:클래식을 좀 최근에 봐 가지고 / 그때 되게 / 내가 알고 있던 음악의 이미지가 새로 / 덧 씌워진 거 같았어. /
	
P1 	:혹시 해외 팝은 아예 듣지 않아? /
	
P0 	:아니 해외 노래도 잘 들어. /
	
P1 	:무슨 노래를 제일 좋아해? /
	
P0 	:그냥 / 딱히 / 제일 좋아한다 / 이럴 정도로 잘 듣는 편은 아닌데 / 어 와이돈위라는 그룹 혹시 알고 있어? /
	
P1 	:아니 나는 들어본 적이 없어. /
	
P0 	:그~ 그룹 음악도 잘 듣는 편이고 / 그냥 좀 유명하다 싶은 가수들 음악 잘 들어. /
	 어떤 / 해외 가수 중에 좋아하는 가수 있어? /
	
P1 	:백스트리트 -보- 보이즈 라고 / 어 / 너무 좋아하는 그룹인데 / 그 그룹도 약간 / 발라드 느낌으로 / 많이 가는 그룹인 거 같애 록 발라드라 해야 되나 / 그런 / 노래를 부른 그룹이고 / 그 그룹 외에는 / 그냥 잔잔하면 다 좋은 거 같애. /
	
P0 	:그 그룹 처음 들어 보는데 / 내가 알만한 유명한 노래 있을까? /
	
P1 	:이 그룹이 구십 년대 / 음악을 해셨 하셨던 분들이라 / 내가 제목을 말해도 모를 / 것 같아서 / 뭐 나중에 / 기회가 되면은 내가 추천해 주고 싶어. /
	
P0 	:지금은 활동 안 하시는 분들이야? /
	
P1 	:최근 노래는 나온 적이 없던 거 같아. /
	
P0 	:약간 좀 옛날 스타일 / 옛날에 유행했던 음악을 좋아하는 거야? /
	
P1 	:구십 년대 노래를 가장 좋아하고 / 팔십 년대 노래까지도 듣는 거 같아. /
	 최근 노래보다는 / 아무래도 레트로 느낌이 강한 / 노래를 제일 좋아해. /
	
P0 	:그러면은 이제 우리나라 노래도 좀 옛날 / 스타일이 더 좋아? /
	
P1 	:김광선 / 김광석님 노래도 좋아하고 / 약간 유재하 님 느낌의 노래도 좋아하고 / 다 옛날 노래를 많이 듣는 편인 거 같아. /
	
P0 	:옛날 음악이 더 좋은 이유는 뭐야? /
	
P1 	:일단 기타 소리를 제일 좋아하기 때문에 / 기타 소리 나는 음악을 주로 찾고 / 그리고 오케스트라 느낌나는 것도 좋아해. /
	
P0 	:뭐 어쿠스틱 버전이라고 그러잖아 막 / 기타로 친 거 / 그러면은 쫌 그런 / 노래를 더 좋아하겠네. /
	
P1 	:약간 팝 같은 노래도 어쿠스틱 버전으로 부르면 / 훨씬 좋아하는 경우가 많고 / 그런 노래를 다 듣는 편인 거 같아. /
	
P0 	:그럼 기타 칠 줄 알아? /
	
P1 	:기타를 못 쳐 배우고 싶은데 / 그~ 악기는 내가 / 다 다뤄 보고 싶어. /
	
P0 	:그~ / 비긴 어게인에 되게 악기를 / 잘 다루잖아 음악이 / 그거 음악 없이 들어 봤어? /
	
P1 	:비긴어게인 노래들 다 들어 봤고 / 로스트 스타 / 그거를 / 제일 많이 들었던 거 같아 사람들이 제일 많이 알고 있고 /
	
P0 	:그 음악에서도 기타를 썼었나? /
	
P1 	:응. /
	 몇 개 나왔던 걸로 알아. /
	 그 영화를 좋아해? /
	
P0 	:그~ 감독이 영화 / 음악 영화를 잘 만들어서 재밌게 본 거 같아. /
	
P1 	:나중에 같이 보러 가자. /
	
P0 	:그래. /
