# FILE DATA
ID : SDRW2100000160
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20210819
topic : 대중교통 > 여행시 선호하는 대중교통

# SPEAKER_INFO
id : SD2100159
age : 60대 이상
occupation : 무직/취업준비생
sex : 남성
birthplace : 서울
principal_residence : 경기
current_residence : 서울
education : 고졸

id : SD2100160
age : 60대 이상
occupation : 주부
sex : 여성
birthplace : 경북
principal_residence : 경북
current_residence : 서울
education : 중졸

# SETTING
relation  :  부부


P1 	:이번에 우리 / 그 저기 뭐야 오빠네랑 같이 /(note : 발화겹침) 여행간다 그럴 때 전철 타고 /
	
P0 	:응. /
	(note : 발화겹침) 응. /
	
P1 	:아침에 / 일어나서 /(note : 발화겹침) 가는데 너무 공기가 맑고 좋은 거야. /
	
P0 	:어. /
	
P1 	:그랬지요 그때 가면서 / 그래서 전철 타고 그 / 성균관까지 가서 /(note : 발화겹침) 오빠네 차 타고 갔잖아요. /
	
P0 	:어 맞아. /
	
P1 	:거 어땠어요 그때? /
	
P0 	:어. /
	(note : 발화겹침) 나는 그때는 아침에는 좀 / 힘들겠지만 /(note : 발화겹침) 그래도 난 놀러 다니는 걸 원래 좋아하니까. /
	
P1 	:맞아. /
	
P0 	:그거는 좋았어. /
	
P1 	:응 그리고 거기에 가면서 / 가면서 그냥 / 언니는 아침부터 어떻게 그렇게 / 뭐 준비를 다 했대 나는 그냥 일어나서 / 내 / 저거 하고 가는 게 바빴는데 / 언니는 간식이고 뭐고 다 싸 가지고 우리 차에서 /
	
P0 	:어. /
	
P1 	:가면서 먹었잖아요. /
	
P0 	:그래 나도 그 차에 다니면서 /
	
P1 	:{laughing} /
	
P0 	:그렇게 저기 많이 해 오고 개는 것도 처음 봤고 / 커피까지 이렇게 아주 준비해고 뭐 아주 /(note : 발화겹침) 빠진 거 없이 다 했어. /
	
P1 	:준비성 있어. /
	
P0 	:그쟈. /
	
P1 	:그러니까 우리 올케는 되게 부지런하다니까 / 그러니까 거기 가면서도 저거 했지 /(note : 발화겹침) 가면서 휴게소 한번 -들렸- 들렸죠 우리? /
	
P0 	:들렸지. /
	
P1 	:근데 / 학 저기 / 차 타고 가니까 / 편하기는 편한데 / 이제 /(note : 발화겹침) 기차도 타고 가면 괜찮겠다 여행을 /
	
P0 	:그건 우리 둘이 가든가 아니면 뭐 / 한 집이 더 해서 이렇게 맞춰서 가는 건데 / 그거가 / 쉬울 수도 있지만 어려울 수도 있어. /
	
P1 	:그 기차 여행도 괜찮을 것 같고 나는 /
	
P0 	:그것도 좋기야 좋지. /
	
P1 	:나 기차 여행을 되게 좋아해. /
	(note : 발화겹침) 그리고 /
	
P0 	:나도 그런 건 좋아해. /
	
P1 	:좋아하잖아 당신도 그리고 뻐스 / 관광버스 타고 /(note : 발화겹침) 가면서 /
	
P0 	:그거는 더 재미있고 {laughing} /
	
P1 	:여럿이 저 가고 우리 / 저기 뭐냐 / 그 /(note : 발화겹침) ((관광 차고))도 많이 타고 다녔잖아요 /
	
P0 	:그때는 많이 다녔지. /
	
P1 	:속 오번에 오빠랑 같이 갔을 때 /(note : 발화겹침) 속초 갔잖아. /
	
P0 	:어 속초 갔어. /
	
P1 	:속초 가 가지고 / 그 /(note : 발화겹침) 속초에서 먹은 게 잊어 먹지 못한 게 뭐가 있어? /
	
P0 	:난 물회. /
	
P1 	:응 물회 맛있었지. /
	
P0 	:다른 거 보다 난 물회가 제일 좋고 / 회도 먹었지만 회는 나 별로고 / 물회가 좋아 가지고 / 또 / 저녁에 또 저거 했는데도 / 또 물회가 나와 가지고 /(note : 발화겹침) 그걸 날 거의 다 주드라고. /
	
P1 	:(()) /(note : 발화겹침) 그러니까 당신은 물회 좋아한다고 /
	
P0 	:어. /
	
P1 	:물회 근데 속초 물회 가 맛있기는 맛있었어요. /
	
P0 	:맛있어. /
	
P1 	:그리고 /(note : 발화겹침) 물회 좋아한다고 저녁에 우리 회 먹을 때 당신 또 물회 먹었어. /
	
P0 	:어 맞아. /
	
P1 	:그랬지? /
	 그리고 우리 그 다음날 자고 나서 그 / 속초 바닷가에서 / 어 바닷가 그 소나무밭 / 소나무가 너무 많고 그 / -솔- 솔방울 줏은 거 내가 /(note : 발화겹침) 솔방을 잔뜩 줏어왔잖아요. /
	
P0 	:지금도 우리가 솔방울이 있지만 / 거기 그 바닷가가 / 동해가 물이 깨끗해고 / 파도가 그냥 / 넘실넘실 그거 / 치는 거 봐봐. /
	(note : 발화겹침) 을마나 좋아. /
	
P1 	:그러니까 {laughing} 맞아. /
	
P0 	:속이 다 시원해고 /(note : 발화겹침) 물이 깨끗해서 일단 좋아. /
	
P1 	:맞아 동해 그거 /
	
P0 	:(()) /
	
P1 	:물이 진짜 깨끗하고 모래사장에 거 진짜 / -거- 거기 생각나요 지금 근데 / 요즘에 자주 놀러를 못 가잖아요. /
	 -우- 우리가 /(note : 발화겹침) 몇 분 달 거도 지금 못 가고 있잖아요 지금. /
	
P0 	:(()) /(note : 발화겹침) 근데 지금 코로나 땜에 / 어떻게 할 수가 없는 거 같지만 /
	
P1 	:조심해야 되지만은 그래도 / 그걸 못 가 가지고 / 여행 가고 싶은데 지금 다 지금 / 저거 하고 있잖아요. /
	 중단되 가지고 있잖아요 지금. /
	 근데 / 그거 가서 먹은 것도 너무 좋고 / 근데 -그- 그래서 / 나중에는 우리 둘이는 / 이제 기차를 타고 한번 / 다른 곳으로 -가- 가 / 가 보고 싶은 생각도 들고 /
	
P0 	:나는 지금두 / 기차 타고서 / 강릉으로 해서 뭐 이렇게 / 저~ 속초 / 그~ 바다 / 그런 데 가 보고 싶어. /
	 근데 거기는 진짜 모래밭도 / 근데 모래사장 / 거기도 이렇게 거닐고 ((길고길고)) 기럴 때 / 그때 좋았고 / 근데 그 / 모레가 / 참 많이 이렇게 떠내려가서 /(note : 발화겹침) 아쉬운 게 많아. /
	
P1 	:어 /
	
P0 	:그 속초가 점점 이렇게 모래가 없어진대. /
	 그래 가지고 그 모래를 / 그 속초 그~ / 해변 그 바닷가 거기를 / 많이 /(note : 발화겹침) 이렇게 채웠다 그랬잖아. /
	
P1 	:허어 예. /
	
P0 	:뭐 몇 십만 돈인가 뭐 이렇게 집어 넣었다 그랬는데도 / 그게 -뚝- 뚝이 또 생긴 것처럼 /(note : 발화겹침) 또 파여나갔어. /
	
P1 	:어 /
	
P0 	:그런 거가 좀 -아- 아쉬워. /
	
P1 	:맞아 근데 우리나라도 갈 / 구경할 게 너무 많고 좋은 곳이 너무 많아요. /
	(note : 발화겹침) 꼭 사람들이 외국만 갈라고 하지 말고 /
	
P0 	:난 외국보다두 국내가 더 좋아. /
	
P1 	:우리나라가 /(note : 발화겹침) 좋아요 그래서 지금은 / 그 / 자가 자기 차가 없으면 / 그냥 / 기차 여행이나 / 관광 여행 관광차 타고 / 타고도 가서 얼마든지 어디든지 다 갈 수 있으니까 / 대중교통을 -이용- 이용해도 / 지금 / 안 가는 곳이 없어 갈 다 갈 수 있으니까 그런 거 / 그렇게 타고도 여기저기 다 / 다니고 싶고 구경하고 싶고 / 지금 / 가 볼 곳도 너무 많은데 / 지금 어디가 제일 가고 싶어? /
	
P0 	:그래 우리 코로나만 즘 / 쪼끔 / 저기 들 해지면 / 우리가 거기 어디든지 가. /
	(note : 발화겹침) 나는 다 좋으니까. /
	
P1 	:그렇지. /
	(note : 발화겹침) 지금 가고 싶은 데는 많은데 / 갈 수 / 지금 마음 놓고 갈 수가 없으니까 /(note : 발화겹침) 지금 이러고 있는 거지. /
	
P0 	:근데 이 코로나만 저거 해 가지고 /
	
P1 	:(()) /
	
P0 	:나 그 장소야 뭐 우리가 / 봐 가지고 그래도 이렇게 찾아서 / 좋은 데도 많으니까 /(note : 발화겹침) 가자고. /
	
P1 	:기차 타고 /(note : 발화겹침) 어 기차 타고 / 또 /
	
P0 	:어. /
	
P1 	:버스 관광버스 타고 / 그렇게 여러 군데 /(note : 발화겹침) 다니는 것도 괜찮고. /
	
P0 	:근데 관광차를 타고 가게 되믄 /(note : 발화겹침) 아는 사람이 한 집이나 두 집이 있어야 돼. {laughing} /
	
P1 	:그래야 재밌어 /
	
P0 	:그래야 더 재미있어. /
	
P1 	:둘만 가는 거 보다. /
	
P0 	:어 그럼 재미가 없어 그럼. /
	
P1 	:그러니까 여럿이 가는 게 재밌다. /
	
P0 	:원래 놀러 가는 거는 /
	
P1 	:(()) /
	
P0 	:한 집이든 한 집이 가면 / 별로야. /
	(note : 발화겹침) 두 집이나 세 집이 이렇게 가야지. /
	
P1 	:여러 집 두 세 집. /
	(note : 발화겹침) 그니까 두 세 집 같이 가야지 /(note : 발화겹침) 우리끼리 가면 둘이만 가면 재미없지. /
	
P0 	:그럼 뭐 저기 뭐 별 /(note : 발화겹침) 저기가 없잖아. /
	
P1 	:그렇게 여럿이 같이 /
	
P0 	:그냥 구경해는 거 밖에 /
	
P1 	:여럿이 가야 재밌는 거야. /
	
P0 	:그래야 재미가 있고 추억도 남고 /
	
P1 	:그리고 /(note : 발화겹침) 안 그래도 /
	
P0 	:모든 게 좋잖아. /
	
P1 	:안 그래도 가자고 애들은 /(note : 발화겹침) 친구들은 하는데 /
	
P0 	:어 /
	
P1 	:지금 다들 밥 자기 일 하니라고 / 자기들 뭐 / 일 하니라고 바빠서 시간들은 안 맞고 / 그런데다가 지금 마음 놓고 여행 다니기도 좀 그런 저거니까 / 지금은 쪼끔 자제했다가 / 쪼끔 풀리면은 / 이제 / 어디 /(note : 발화겹침) 괜찮은 데 정해 가지고 인제 두 세 집 /
	
P0 	:(()) /(note : 발화겹침) 장소는 우리가 / 찾아서 / 인 요새 인터넷이 잘 되가지고 / 장소는 얼마든지 찾을 수가 있어. /
	 그러니까 그거 찾아서 / 가자고 /(note : 발화겹침) 놀러. /
	
P1 	:그렇게 해 가지고 이제 내가 추진을 해서 /(note : 발화겹침) 같이 여러 여러 /
	
P0 	:아 여러 집이 갈라고? /
	
P1 	:한 집 /(note : 발화겹침) 한 두 세 집 우리 둘만 가면 쫌 /
	
P0 	:글쎄 그거는 놀러 가면 구경해는 거 밖에 없는데 /
	
P1 	:쫌 /
	
P0 	:재미는 없어. /
	
P1 	:어 두 세 집 가면 그래도 서로 /
	
P0 	:어 /
	
P1 	:맘 마음 맞는 사람끼리 /(note : 발화겹침) 이제 딱 해 가지고 두 집이나 세 집 가는 게 괜찮을 것 같고 /
	
P0 	:그래 그게 제일 좋아. /
	
P1 	:그리고 나는 기차 타고 가 보고 싶어. /
	
P0 	:기차? /
	(note : 발화겹침) 기차 기차는 /
	
P1 	:기차 타고 여행 가고 싶어 /(note : 발화겹침) 기차 여행. /
	
P0 	:그것도 알아 보면 있을걸? /
	
P1 	:기차 여행도 이제 /
	
P0 	:기차 여행 많이 있으니까 /
	
P1 	:기차여행 ((어때요)). /
	 -그- 그걸로 해 가지고 /
	
P0 	:어 /
	
P1 	:어디 / 지금 가 제일 저거 한 데는 /
	
P0 	:기차도 이렇게 저기 해서 보면 뭐 / 저 육지 그쪽으로 다 해서 바닥까지 연결해 주고 /(note : 발화겹침) 지금 다 그렇게 한대. /
	
P1 	:응. /
	
P0 	:괜히 가 그거를 찾아서 가믄 / 갈 맘만 있으면 가는 건데 /(note : 발화겹침) 그게 잘 안 돼서 그런 거지 /
	
P1 	:그러니까 /
	
P0 	:에 근데 그것도 기차 여행도 / 두 집이나 세 집이 이렇게 같이 가면 좋아. /
	 그래야 추억이 남지. /
	
P1 	:맞어 둘만 가는 거보다 /
	
P0 	:그럼. /
	
P1 	:그래도 또 둘이 갈 때도 있 /(note : 발화겹침) 둘이 또 꼭 가야 되는 데는 또 둘이 가고 /
	
P0 	:아이 당연히 있겠지. /
	(note : 발화겹침) 아니 둘이 갈 수도 있겠지. /
	
P1 	:그리고 이제 / 또 여럿이 가면 여럿이 근데 / 둘만 가도 / 또 괜찮 뭐 그런대로 또 / 저거 할 수도 있어요 또 우리 둘만 같이 / 가는 데도 있고 / 여럿이 갈 수도 있고 근데 여럿이 갈라니까 /(note : 발화겹침) 마 /
	
P0 	:마음이 또 안 맞지. /
	
P1 	:마음도 그렇고 시간들이 안 맞아. /
	
P0 	:아 시간. /
	
