# FILE DATA
ID : SDRW2100001033
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20211001
topic : 음악 > 자주 듣는 음악, 유치원생들이 좋아하는 음악

# SPEAKER_INFO
id : SD2101023
age : 20대
occupation : 학생
sex : 여성
birthplace : 전북
principal_residence : 전북
current_residence : 전북
education : 대재

id : SD2101024
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 전북
principal_residence : 전북
current_residence : 전북
education : 고졸

# SETTING
relation  :  형제/자매


P1 	:&name&야. /
	 요새 애들은 무슨 음악 들어? /
	
P0 	:어. /
	 요즘 / 이제 유행하는 방탄소년단이나 / 이런 유명한 가수 곡들 듣지. /
	
P1 	:아 방탄소년단. /
	 맞아 방탄소년단도 많이 듣더라. /
	 근데 방탄소년단은 초등학생은 안 듣지 않나? /
	
P0 	:초등학생들도 많이 듣고 /(note : 발화겹침) 이제 심지어 어린애들도 많이 들어. /
	
P1 	:어 그렇구나 아니 나 요새 어 / 그 회사에서 내준 숙제가 있는데 / 거기에 입힐 배경음악을 찾고 있었거든. /
	 근데 거기에 배경음악을 쫌 유치원생들도 아는 / 그런 가요를 / 넣으래. /
	 그래서 유치원생들도 알 법한 가요가 뭐가 있 / 을까? 고민 중이야. /
	
P0 	:아 유치원생들도 알 법 하면은 / 좀 트와이스 아니면은 방탄소년단 /(note : 발화겹침) 요런 /
	
P1 	:오 트와이스도 좋고 방탄도 좋다 그러면은 / 어 대표적인 노래 좀 알려 줄 수 있어? /
	
P0 	:그 요즘 유행하는 그 버터라고 /(note : 발화겹침) 방탄소년단이 부른 노래 있는데 /
	
P1 	:어. /
	
P0 	:그거 유치원생들이 많이 따라 부르더라고. /
	
P1 	:아 그렇구나. /
	 그 노래 나 한번 쫌 들어 봐야겠네. /
	
P0 	:응 맞아 그 내가 들어봤더니 좋더라고. /
	
P1 	:오 /
	
P0 	:근데 표절이라는 의혹도 있고 / 그런데 / 나는 잘 모르겠더라고 언니는 안 들어봤지? /
	
P1 	:아. /
	 어 난 아직 안 들어 봤어 나는 방탄소년단의 / 호르몬전쟁을 마지막으로 /(note : 발화겹침) 방탄소년단 노래를 한 번도 안 들었던 거 같아. /
	
P0 	:아 근데 그거 엄청 오래 전에 나오지 않았어? /
	
P1 	:맞아 맞아. /
	
P0 	:그거 좋더라고 옛날에 언니랑 나랑 노래방 갔을 때 / 맨날 언니 호르몬전쟁 부르고 그랬잖아. /
	
P1 	:아 그랬었구나 아 그 때를 기억하고 있었네. /
	
P0 	:어. /
	
P1 	:맞아 그때가 내가 한 중학교 때쯤이었지? /
	
P0 	:그 /(note : 발화겹침) 맞아. /
	 그리고 이제 / 또 인디 음악이나 / 이런 멜론 차트에서 엄청 / 유행하는 /(note : 발화겹침) 발라드도 많이 듣고 /
	
P1 	:아 맞아 나도 발라드 정말 좋아해 니가 그때 노래방 얘기해서 하는 / 나오는 말인데 그때 /(note : 발화겹침) 박정현의 편지할게요 노래가 정말 좋았던 거 같아. /
	
P0 	:아 맞아 나 그때 /(note : 발화겹침) 그때 엄청 높아 가지고 부르는데 너무 힘들었거든. /
	
P1 	:아 나 그때 박정현이 온 줄 알았잖아. /
	
P0 	:아 근데 / 언니도 되게 노래 실력 좋더라고. /
	
P1 	:아 정말? 아 정말 고마워 나는 / 요새 /(note : 발화겹침) 신호등이라는 노래를 듣고 있어. /
	
P0 	:아 근데 내 취향으로는 /(note : 발화겹침) 후렴 부분이 더 좋더라고 그거는. /
	
P1 	:아. /
	 후렴 부분? /
	
P0 	:초반 부분은 별로 내 취향이 아니고 / 후렴 부분이 더 약간 리듬감 있고 /
	
P1 	:맞아 그 노래가 좀 반복되는 그런 재미가 있지. /
	
P0 	:어 맞아. /
	 그리고 그 약간 / 유치원생들도 그거 되게 많이 부르더라고. /
	 지나가면서 이제 유치원 /
	
P1 	:아. /
	
