# FILE DATA
ID : SDRW2100000046
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20210811
topic : 건강/다이어트 > 다이어트 운동 선택

# SPEAKER_INFO
id : SD2100045
age : 20대
occupation : 학생
sex : 남성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
education : 대재

id : SD2100046
age : 20대
occupation : 무직/취업준비생
sex : 남성
birthplace : 충북
principal_residence : 제주
current_residence : 서울
education : 대졸

# SETTING
relation  :  고향 선후배


P1 	:어 요새 어 다이어트가 건강을 위해서 되게 중요한 거 같은데 형은 다이어트 하면서 / 뭐 하는 운동이나 식단조절 같은 거 따로 있어? /
	
P0 	:아 안 그래도 내가 / 좀 요즘 살이 많이 쪄서 / 다이어트를 할 계획인데 / 그리고 하고 있기도 한데 요즘 나는 / 달리기를 집 앞에 / 산이 있어서 산에 올라와서 달리기를 요즘 하고 있어. /
	
P1 	:산 그럼 산길을 달리는 거야? /
	
P0 	:아니 산 위에 트랙이 있어 가지고 산 정상 쯤에 / 트랙을 만들어 놨어. /
	 그 운동장이랑 트랙을 만들어 놨는데 거기서 / 조깅하는 사람도 많고 달리는 사람도 많아서 / 지금 거기서 달리고 있어. /
	
P1 	:아 그럼 등산을 하고서 뭐 달리기를 따로 하는 거네? /
	
P0 	:등산이라고 할게 없는 게 조금 낮은 산이고 그 등산로로 하는 게 아니라 나는 / 그~ 포장된 도로로 올라가서 거기서 달리기만 하는 거여서 / 그 거기서 한 삼십 분 / 삼십 분씩 달리고 있는데 / 그게 지금 나의 지금 기초적인 다이어트 시작 단계라고 할 수 있을 거 같애. /
	
P1 	:그러면은 형은 운동 말고 뭐 별도의 식단 조절 같은 거는 안 하는 거야? /
	
P0 	:아 나는 내가 먹고 싶은 거는 좀 먹고 싶어 가지고 점심에는 쪼끔 먹긴 하는데 / 저녁에는 쫌 안 먹을라 하지 /
	
P1 	:음 / 그거는 나랑 비슷한 거 같애. 나도 / 어~ 저녁에 한 십 키로 정도 뛰거든. /
	 서울역 쪽에 사는 데 거기서 한남대교 건너서 동호대교 까지 뛰어다니는데 / 그 점심에는 먹고 싶은 걸 먹고 저녁에는 그냥 간단하게만 먹으면서 운동을 하다 보니까 / 어~ / 효과가 좋은 거 같아. /
	
P0 	:그래서 지금 너도 다이어트를 하고 있는 거 같은데 /(note : 발화겹침) 몇 키로 정도 빠진 거 같애 그 전에 비해서? /
	
P1 	:내가 시작했을 때 구십팔 키로였는데 지금 한 구십삼 키로 정도 되거든? 그래서 / 그 시작한 지 한 이 주 정도 됐는데 / 한 이 주 만에 오 키로 정도 감량 효과를 본 거 같아. /
	
P0 	:대단하다. /
	 나는 / 축구를 원래 좋아해서 축구를 매주 주말에 하고 있었는데 요즘 / 그 바이러스 때문에 / 못 하게 되어서 / 지금 달리기를 하고 있는 거거든. /
	 근데 / 요즘 사람들 보면 보통 운동 하나씩은 하고 있는 거 같애. 모든 사람들이 취미로 / 뭐 운동 뭐 하세요 라고 물어보면 뭐 어떤 운동한다 다 이렇게 / 자기 몸을 가꾸는데 / 치중하고 있는 거 같애. /
	
P1 	:맞어 예전이랑 다르게 예전에는 운동하는 사람이 그렇게 주변 없었는데 / 요새는 다들 조금 취미생활 스트레스도 풀고 건강 관리도 하고 / 어 좀 사회 활동의 일환으로서도 / 어 다들 운동을 많이 하는 거 같아. /
	
P0 	:맞아. 내가 알기로는 요즘 되게 / 운동을 많이 해서 사람들이 코로나 때문에 운동을 못 하니까 달리기나 아니면 싸이클 / 뭐 이런 헬스 / 헬스를 필라테스 이런 거 많이 하는데 / 그런 거 보면 참 보기 좋은 거 같고 나도 운동을 하는 사람도 좋거든. 그래서 요즘 모여서들 많이 / 달리고 싸이클 하고 그렇다고 하더라고. 너는 / 그러면 이 웨이트 근력운동은 안 하는 거야? /
	
P1 	:예전에는 헬스장 다녔을 때는 이제 벤치 프레스나 스쿼트 같은 거는 쪼끔 했었는데 / 어~ 요새는 이제 헬스장이 쪼끔 위험지대이기도 하고 영업도 잘 안 하고 하다 보니까 / 요새는 이제 근력은 그냥 맨몸운동을 하고 있어. 이제 턱걸이나 아니면 뭐 / 푸시업 같은 걸로 그냥 대체로 하고 있어. /
	
P0 	:아 너도 그러면 목표하는 몸무게가 지금 있는 거야? /
	
P1 	:뭐 별도의 몸무게가 있는 건 아니고 / 그냥 한 팔십 초반에서 칠십 후반까지 빼 보려고 하고 있어. 예전에 내가 학교 다닐 때 육상 / 뭐 했었을 때 칠십칠 키론가 그랬었거든? /
	 그때가 내가 체력이 제일 좋았었을 때 같아서 / 어~ / 그 때를 생각하고 지금 운동을 하고 있어. /
	
P0 	:나도 지금 인생 최대 몸무게여서 / 지금 다이어트를 하고 있고 나는 한 / 육 키로 칠 키로 정도 빼고 싶어. 그래서 달리고 있는 거고 / -나- 나도 사실 미용목적도 있는 거 같애. /
	 지금 너무 뚱뚱해져서 쫌 / 별로인 거 같애서 하고 있어 너도 / 너는 그러면 미용 목적이 아니라 / 그 뭐 원하는 곳에 가기 위해서 몸을 만들고 있는 단계인 거야? /
	
P1 	:어 나는 / 미용은 사실 나는 크게 신경 안 쓰는 쪽이라서 우선 / 어~ 운동을 해서 체력 기초체력을 기르고 / 이제 / 내가 지원 하려는 데 만약에 선발이 됐을 때 / 그때 이제 그 어 초급반 과정을 / 제대로 이수를 할려면 체력이 중요한 거 같아서 우선은 체력 / 양성 위주로 훈련을 하고 있어. /
	
