# FILE DATA
ID : SDRW2100001203
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20211204
topic : 쇼핑 > 블랙프라이데이 이야기, 사려는 물건의 이야기, 샀던 물건 추천 및 후기

# SPEAKER_INFO
id : SD2101117
age : 20대
occupation : 학생
sex : 여성
birthplace : 대전
principal_residence : 대전
current_residence : 충남
education : 대재

id : SD2101118
age : 20대
occupation : 학생
sex : 여성
birthplace : 대전
principal_residence : 대전
current_residence : 충남
education : 대재

# SETTING
relation  :  친구


P1 	:일단 / 내가 블프 때 산 거 자랑 한 번 해 볼께 {laughing} / 내가 에어팟 일단 백오 / 할인해 가지고 지금 백육십구 달런데 / 내가 백오십구 달러에 또 샀단 말이지. /
	 그래서 이 거기서 십팔만 원 그리고 영양제 밀크씨슬이랑 종합 영양제랑 / 그 나 캡슐 그 / 뭐냐 프로바이오틱스 캡슐까지 해 가지고 그거 한 십만 원어치 또 지르고 / 그리고 또 / 이제 그만 할라 그랬는데 / 그 또 이제 / 친구가 케이스티파이에서 이십 프로 둘이서 사면 이십 프로 혼자 사면 십 프로 할인을 또 해 준대 / 그래 가지고 또 바로 사 가지고 이제 그것도 한 오만 원 또 지르고 / 그리고 나 이거 미밴드 좀 똑같아 보이겠지만 이제 오에서 육으로 바꾼 거거든 {laughing} / {laughing} 이것도 한 오십 프로 할인 받아서 또 샀어요. /
	 그리고 그 전 시즌에 아 나 지갑도 샀지. /
	 지갑도 저거 오십 프로 할인 받아서 샀단 말이지. /
	 저것도 사고 옷도 이제 몇 벌 / 위에 / 옷이랑 몇 개 사 가지고 / 한 오 육십만 원 샀고 / 원래 그래서 내가 / 애플워치도 목표를 하고 있었는데 / 이번에 생각보다 많이 안 풀렸더라고 / 그래 가지고 이제 포기를 했지. /
	 너는 뭐 샀니? /
	
P0 	:나 워치 살라 그랬는데 / 실패했고 처참하게 실패했고 그리고 / 나는 / 계획은 일단 많았거든 나도 지갑도 사고 / 그리고 / 뭐지? /
	 에어팟도 되면 사고 / 일단 제일 중요한 거 휴대폰을 먼저 바꿀려고 했어 / 근데 어쩌다 보니 그냥 / 아무것도 {laughing} 못 샀다. /
	 {laughing} /
	
P1 	:그 휴대폰 / 내가 생각해 봤는데 다음 연도 수능을 신청해. /
	 그래 가지고 {laughing} 수능 할인을 받아서 사는 거야 어때? /
	
P0 	:아 휴대폰 하나 바꾼다고 {laughing} 수능을 신청하라고 {laughing} / {laughing} / 다음 /
	
P1 	:악 /
	
P0 	:다음에 십사 나오겠지? /
	 내년에? /
	
P1 	:십사 나올 때 바꿀 꺼야? /
	
P0 	:아니 근데 십삼 생각보다 별로 안 좋던데? /
	
P1 	:{laughing} 너 그 생각으로 팔에서 지금까지 발전이 없는 거 아니야 {laughing} /
	
P0 	:맞아 나 지금 사 년 넘었잖아 {laughing} /(note : 발화겹침) {laughing} /
	
P1 	:아니 근데 생각해 봐. /
	 수능 그거 지원하는데 / 그거 수험표만 있어도 되거든. /
	 그 수능 보러 안 가도 되고 / 근데 그 수험표 하는 데 사만 원이야 근데 막 할인은 막 / 막 이십만 원 삼십만 원씩 해 준단 말야. /
	 그럼 훨씬 이득이잖아. /
	
P0 	:맞지 그건 맞지. /
	
P1 	:한번 봐 봐 수능을 /
	
P0 	:야 나 또 팔랑귀라 흔들린다고 /
	
P1 	:{laughing} 그거 아니면 뭐 저 가산디지털센터까지 올라가 가지고 / 불법으로 {laughing} 사야지 뭐 {laughing} /
	
P0 	:아 그 / 탐나 / {laughing} 탐나 탐나 /
	
P1 	:근데 살 꺼면 뭘로 살 껀데? /
	
P0 	:만약에 십사 나온다고 가정하면? /
	
P1 	:큰 거? /
	
P0 	:나는 일단 못 해도 프로로 / 그리고 제일 중요한 거 용량이 제일 커야 된다 /
	
P1 	:아니 그 {laughing} 돈을 몇십만 원 더 줘서 큰 걸 살 빠에 내가 누누이 말했지만 {laughing} / 아이클라우드 하 / 한 달에 삼천 삼백 원이면 이백 기가를 쓸 수가 있다니까 / 그럼 너가 지금 육십사 기가니까 이백육십사 기가를 쓸 수 있는 건데 대체 왜 안 하냐 이 말이야. /
	 제발 설명해 줘 /
	
P0 	:야 / 니가 따운로드가 느리다매? /
	 사진 다운로드 일단 느리다 그랬고 / 그다음에 / 그거 하면 또 나중에 부족해지면은 또 알림 계속 불편하게 뜨고 / 그리고 이걸 하면은 / 아이패드랑 할 때 아이패드에 아주 더럽게 사진이 나온단 말야. /
	 나는 그게 너무 싫어. /
	
P1 	:아 그래서 아예 연동도 안 시키겠다 아이패드와 아이폰을? 그러면 아이패드를 산 의미가 없다고 생각한다니깐 나는 /
	
P0 	:아이패드는 공부할라고 쓰는 거지 나에 일상 사진을 모아 놀라고 산 게 아니야 {laughing} /
	
P1 	:아 이게 진짜 편안해. /
	 그게 달라 써 보면은. /
	 그리고 그게 따운이 쫌 느려도 누가 그렇게 과거에 사진을 열심히 봐 / 흐리겐 다 나오고 그리고 지금 파이브지잖아? /
	 금방 금방 보인다니까 /
	
P0 	:아니 갑자기 파이브지 하니까 생각났는데 / 요즘에 자급제로 휴대폰 안 사면은 파이브지 / 무조건 해야 되잖아 대리점에서 사면은 /
	
P1 	:아니야 / 그거를 유심을 / 팔 폰 있잖아? /
	 너 폰 버리지 말고 있다가 거기다 옮겨 가지고 통신사를 / 아 거기서 요금제를 바꾸면 / 엘티이를 쓸 수 있어서 나도 엘티이를 써. /
	
P0 	:어 / 배워야겠는데 아니 /
	
P1 	:{laughing} /
	
P0 	:우리 엄마가 핸드폰 이번에 쩌번에 바꿔서 이제 십이 월부터 요금제 교체하는 건데 우리가 원래 그 / 에스케이 / 스몰 미디움 라지 이렇게 해 가지고 가족 공유 데이터 해서 엄청 잘 쓰고 있었단 말야. /
	 근데 그걸 신규 가입을 막은 거야 이번에 / 그래 가지고 엄마가 돌아갈 요금제가 없어져서 / 막혀 버렸어. /
	
P1 	:아 그게 아예 그냥 막힌 거야? /
	
P0 	:어 신규 가입 중단이래 / 거기 티월드 그 들어가 보니까 /
	
P1 	:뭐 어머니는 어쩔 수 없지만 너는 영 플랜을 쓸 수 있다. /
	
P0 	:지금 영 플랜이다. /
	
P1 	:그니까 이제 핸드폰을 바꿀 때도 됐다. /
	
P0 	:공연만 안 봤어 안 쓰 안 봤으면 바꿨다니까 {laughing} /
	
P1 	:그니까 니가 너는 {laughing} 쇼핑 / 을 진짜 / 진짜 한 한 달을 고민을 하고 / 그다음에 이제 옷을 하나 사고 / 이런 {laughing} 이거 말고는 그냥 / 한 달에 한 칠십만 원씩 뮤지컬을 보는 데 쓰니까 그 돈을 이 / 두 달만 보관을 해도 핸드폰 하나를 산다. /
	 맞잖아 {laughing} /
	
P0 	:맞아 / 근데 내가 최근에 그래도 블프라고 하나 옷 샀어. /
	 아 신발 하나 사고 / 그거 검정 운동화 / 시상식에 가기 위한 검정 운동화를 샀고 최대한 깔끔한 걸로 사고 / 그리고 / 셋업이 아니니까 아 약간 셋업에 필요성을 느꼈다 해서 이제 / 그 바지를 사이즈를 너에게 고민을 했다가 그걸 결국 샀다. /
	
P1 	:그래서 결국 블프 때 산 거는 신발과 바지 {laughing} /
	
P0 	:맞아 {laughing} /
	
P1 	:아니 -이- 이 행사를 우린 즐겨야 된다니까 아니 주변에 이 블프 행사를 근데 이번 볼프가 / 솔직히 막 엄청 세일이 크진 않았는데 / 그래도 너 지금 에어팟도 일인가 쓰지 않니? /
	 그것도 바꿀 때가 됐다 그거지. /
	
P0 	:맞어. /
	 근데 진짜 휴대폰은 미루더라도 에어팟은 진짜 바꿔야 돼. /
	 나 에어팟 들고 밖에 나가서 한 / 십 분 있으면 오른쪽이 끝나. /
	
P1 	:근데 그걸 아직까지 {laughing} 바꿀 생각을 안 했던 거야? /
	
P0 	:쪼금 귀찮아서 {laughing} /(note : 발화겹침) {laughing} /
	
P1 	:야 그럼 내가 에어팟을 살 때 {laughing} / 너가 나한테 적극적으로 말을 {laughing} 해 가지고 함께 샀어야지. /
	
P0 	:그니까 탑승할껄. /
	
P1 	:{laughing} 우리 그때 충분히 연락을 많이 하고 {laughing} 굉장히 친밀한 사이였는데 왜 이제 와서 얘기를 하는 걸까? {laughing} /
	
P0 	:뭐 에어팟 또 안 사니 {laughing} /
	
P1 	:{laughing} /
	
P0 	:{laughing} /
	
P1 	:아 그거 그러면은 겨울인데 헤드폰 살 생각은 없어? /
	
P0 	:아 근데 사실 휴대 아니 헤드폰이 땡기긴 해 / 왜냐면 -헤- 헤드폰 멋있잖아? /
	 그리고 / 나는 노이즈 캔슬링 같은 거는 사실 내가 원래 에어팟 너한테 얘기 안 한 이유가 너가 프로 산다 그랬잖아? /
	 근데 나는 / 그 프로에 노이즈 캔슬링은 해 봤는데 머리 아프더라고 그래서 / 아예 노이즈 캔슬링 하는 거 할 꺼면 차라리 / 헤드폰이 낫다라고 생각하는 주의라 /
	
P1 	:그럼 예산은 어느 정도 생각하는데? /
	
P0 	:말만 해 주면 바로 갈께 /
	
P1 	:{laughing} 아니 근데 쫌 괜찮은 거 살라면 그래도 사십만 원? /
	
P0 	:암 나 오십 정돈 생각하고 있었어. /
	
P1 	:그러면 이제 근까 소니 같은 경우는 착용감은 편한데 노이즈 캔슬링이 막 그렇게 뛰어난 편은 아니거든. /
	 근데 / 이게 이번에 나온 거 (()) 같은 게 엑박 그런 신기한 기능도 있는 게 / 이케 듣다가 누굴 불러 봐 / 뭐 대리님 이렇게 불렀을 때 노래가 자동으로 멈추는 거야. /
	 막 이런 기능도 있어서 살짝 그런 착용감은 좋아. /
	
P0 	:그러면 그거 디자인도 예뻐? /
	 약간 밖에 나갈 때 쫌 뭔가 / 밖에 나갈 때도 약간 어 /(note : 발화겹침) 멋지다 /
	
P1 	:{laughing} /
	
P0 	:필요해. /
	
P1 	:아 근데 막 / 엄청 특이한 디자인보다는 그냥 심플 우리 심플한 거 좋아하잖아? /
	 그냥 심플하게 난 사실 실버가 이쁜 거 같아. /
	(note : 발화겹침) 한 번 찾아봐 집 가서. /
	
P0 	:실버 멋있지. /
	
P1 	:그리고 이제 음질로 따지자면 또 보스 / 는 한 오 육십만 원 하는데 / 솔직히 쏘니도 못 따라가 그 음질은. /
	 내가 써 봤는데 / 그 디자인도 살짝 특이한 편? /
	
P0 	:맞아 보스가 유명하다고 많이 들었어. /
	 그래서 그것도 사실 후보에 있었는데 / 어쩌다 보니 그렇게 됐다. /
	
P1 	:근데 이번에 막 한 {laughing} 백오십구 / 딸러까지 내려갔었는데 쏘니 헤드폰도 / 또 너는 / 실패했구나? /
	(note : 발화겹침) {laughing} /
	
P0 	:몰랐지 {laughing} / 아니 크리스마스 때 / 할인하겠지 그거 노려 보자고. /
	
P1 	:아니 근데 그렇게 크게 하지 않아 크리스마스 때는. /
	 이미 할인 기간은 지났어 내년을 기다려. /
	
P0 	:그럼 / 내년까지 열심히 또 모아 보께 / 그게 답이다 {laughing} /
	
P1 	:너무 비싸게 살 께 많이 남은 거 아니야? /
	
P0 	:맞아 아 근데 난 그것보다 일단 지갑을 먼저 사야 돼 내가 / 쫌 험하게 쓰는 사람이라 / 저번 지갑을 고민 고민하다가 그냥 다이소에 간단하게 쓸 만한 게 있길래 그걸 샀거든. /
	 근데 / 그것도 이제 설설 슬슬 너덜거려 가지고 /
	
P1 	:지갑 그럼 생각하는 브랜드는 있어? /
	
P0 	:아 나는 근데 원래 약간 / 사실 예산 있었을 때는 나는 약간 버버리 그 체크가 좋아해서 그 체크 때문에 버버릴 사고 싶었는데 / 지금 일단 공연 보느라 바빠서 / 그냥 참고 있어. /
	
P1 	:그러면 버버리 외에 생각해 둔 브랜드도 없는 거야? /
	
P0 	:어 / 나는 무조건 그 체크가 갖고 싶었어. /
	 그래서 찾아보니까 못 해도 이십? /
	 아니면 삼십? /
	 그 정가만 쳐도 그러더라고. /
	
P1 	:어 생각보다 괜찮네. /
	
P0 	:그치 /
	
P1 	:그러면은 {laughing} 한 공연 세 번만 안 보면 충분히 살 수 있는 금액 아니야? /
	
P0 	:맞아. /
	
P1 	:그 / 그 뭐지 / 근데 내가 이번에 막 알아보면서 빈폴 께 너무 예쁜 거야. /
	
P0 	:응 /
	
P1 	:나는 걍 까만 게 더 좋거든 /
	
P0 	:응 /
	
P1 	:그래서 난 바로 빈폴로 질러 버렸지 / 근데 내가 이거 산 게 거기 그 / 교통카드만 따로 분리되는 기능이 {laughing} 있다고 해서 샀는데 / 기능이 안 먹히더라고 사기 당했어. /
	
P0 	:{laughing} 나 줘 {laughing} /
	
P1 	:아 {laughing} 근데 내 동생이 / 이번에 옷을 샀는데 / 이 아이 / 이 뭐지 목 부분 소매가 완전 뒤집어져서 온 거야. /
	 어 불량이 온 거지. /
	 그래 가지고 막 그거 환불했는데 그쪽에서 살짝 쫌 / 어 아닌 거 같은데 이런 식으로 반응해 가지고 내가 막 전화해서 뭐라고 했다. /
	
P0 	:약간 블랙컨슈며 취급했는데 그래서 어떻게 했어 니가 전화해서? /
	
P1 	:그래서 환불했지. /
	 근데 {laughing} 환불했는데 배송비 오천 원을 받겠다는 거야? /
	 그래서 내가 다시 전화해 가지고 / 아 이건 아닌 거 같다. /
	 우리 실수가 {laughing} 아니라 그쪽 실수 땜에 환불하는 건데 왜 그러냐 해 가지고 / 이제 오천 원까지 다 받았지. /
	
P0 	:그니까 미친 거 아니야? /
	 자기 과실인데 왜 소비자한테 오천 원을 내고 그렇게 하라 그래? /
	
P1 	:응 그래 가지고 뭐 그냥 그렇게 넘겼지 뭐. /
	
P0 	:거기는 살짝 /(note : 발화겹침) 망해야 할 필요성이 있다. /
	
P1 	:{laughing} 아 -망- 망해야 될 껏까지 가는 거야? /
	
P0 	:어 /
	
P1 	:근데 또 어떻게 보면 그렇게 블랙컨슈머가 너무 많아 가지고 그렇게 반응을 하는 건가? /
	 살짝 / 막 인터넷 보면은 뉴스에 / 뭐 산 다음에 일부러 뭐 묻힌 다음에 오염 있는 척하고 환불하고 막 이런 것도 있잖아? /
	
P0 	:근데 그 전에 사진을 보여 줬을 꺼 아냐? /
	
P1 	:응 /
	
P0 	:그럼 그건 약간 쫌 섣부른 판단이라고 생각해. /
	
P1 	:근까 -그- 그쪽에선 뒤집어서 찍은 게 아니냐? {laughing} / 이렇게 온 거지. /
	
P0 	:헐 {laughing} /
	
P1 	:그래서 이제 소매까지 소매는 멀쩡하고 여기가 아 뒤집은 부분이고 / 이제 목 부분이 뒤집은 거다 이렇게 설명을 해 줬더니 / 그냥 뭐 아 환불 처리해 주겠다 미안하다고 사과도 안 해 가지고 속상했어. /
	
P0 	:정말 그럴 필요성이 있다 /
	
P1 	:그 나 어 갑자기 생각났는데 / 그럼 나랑 내년 수능 같이 신청하고 나도 십사로 바꿀 꺼거든 아이폰 십사 / {laughing} /(note : 발화겹침) 같이 바꿀까? /
	
P0 	:좋아 {laughing} 너무 좋아. /
	
P1 	:응 그때 / 그 정도 그래도 / 막 그렇게 엄청 비쌀까? /
	 근데 막 십사는 폴더블 폰으로 나온다 막 이런 루머도 많이 돌긴 하더라고. /
	
P0 	:근데 아이폰이 이렇게 섣부르게 십사를 폴더블로 낸다? /
	 차라리 십삼에 뭐 약간 / 후속 버전 약간 십사까지 안 가고 / 뭐 그런 식으로 하지 않을까 뭐 십삼 / 뭐 / 이니셜 부친다던가 /
	
P1 	:근데 / 근데 막 폴더블로 내면은 삼성도 원래 쪼금 가격대가 그래도 아이 애플에 비해 저렴했는데 / 폴더폰은 확 뛰었잖아? /
	 내가 보기에 애플이라면 {laughing} 삼백만 원까지도 간다고 봐. /
	
P0 	:나 진짜 눈물 나 나 휴대폰 이제 아 근데 / 우리가 / 살 때보다 전체적으로 다 가격이 올라서 막 그렇게 비싸지 않다라고 체감하는 거지. /
	 삼성도 가격이 엄청 오르지 않았냐? /
	
P1 	:그치 그래도 근데 삼성은 주기적으로 보급형 같은 걸 내줘 가지고 /
	
P0 	:아 맞아 아이고 /
	
