# FILE DATA
ID : SDRW2100001348
category :  구어 > 사적대화 > 협력적대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20211115
topic : 가짜 뉴스에 대한 징벌적 손해배상 > 국민의 알 권리와 언론의 자유,가짜뉴스의 기준

# SPEAKER_INFO
id : SD2100749
age : 30대
occupation : 전문가 및 관련 종사자
sex : 여성
birthplace : 대전
principal_residence : 대전
current_residence : 서울
education : 대졸

id : SD2100750
age : 30대
occupation : 사무 종사자
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
education : 대졸

# SETTING
relation  :  친구


P0 	:요즘에 / 징 뭐 / 가짜 뉴스에 대해서 / 징벌적으로 / 처벌을 해야 되는지 말아야 되는지 / 문제가 있잖아. /
	 나는 처벌을 하면 안 된다고 생각하거든. /
	 니 생각은 어때? /
	
P1 	:나는 처벌해야 된다고 생각해. /
	
P0 	:왜? /
	
P1 	:이것 때문에 피해 보는 사람들이 엄청 많잖아. /
	
P0 	:예를 들면? /
	
P1 	:얼마 전에도 솔직히 나도 피해를 받았고 / 이런 기사 때문에 /
	
P0 	:니가 피해를 받았어 어떤 피해를 받았는데? /
	
P1 	:나는 주식을 하는 입장으로써 / 뭐 / 이런 가짜 뉴스가 올라오면 / 이걸 보고서 / 주식 매매를 할 수 밖에 없거든. /
	 근데 이게 나중에 가짜였다 / 그러면은 그 주식의 주가는 / 폭락을 하게 되겠지. /
	
P0 	:음 그런 문제가 있을 수 있구나 / 근데 가짜뉴 / 스라고 / 단정을 지을 수가 없는 게 / 예를 들면 / 어 취재를 할 당시에는 / 그냥 그런 식으로 / 뭐 이야기가 진행이 됐었어. /
	 근데 나중에 최종 결과를 열어 보니까 / 아니었던 거야 그러면 / 빨리 정보를 전달해야 되는 기자 입장에서는 / 취재 단계에서 본인이 아는 것을 그냥 / 쓸 수밖에 없잖아. /
	 근데 이런 걸 가짜뉴스라고 할 수 있을까? /
	
P1 	:본인이 알고 있는 / 그 내용을 기사로 쓴다는 거 자체가 / 문제가 되는 거지 확실하지가 않은 거니까 /
	
P0 	:근데 / 어~ / 항상 모든 일이 딱 결론이 나고 / 그 다음에 뉴스를 쓸 수 있는 건 아니잖아. /
	 내가 취재를 하는 도중에 / 먼저 이걸 빨리 발빠르게 전달을 하고 국민들은 당연히 이거에 대해서 / 빨리 알 권리가 있는 거니까 / 그렇게 해서 쓴 것을 가짜 뉴스다 / 이렇게 해서 처벌을 하면 / 부당한 사례가 생길 수도 있지 않을까. /
	
P1 	:근데 확실하지 않은 내용을 가지고 / 그렇게 기사 확실하다고 기사를 쓰면 / 그러면 모든 국민은 그 기사를 볼 텐데 / 그럼 가짜로 다 / 믿고 있는 거잖아 알게 되는 거고 /
	
P0 	:응 근 /
	
P1 	:근데 그거를 나중에 아니다 / 이런 일이 없다라고 하면은 / 그건 나중에 어떻게 할 거야. /
	
P0 	:근데 그 지금 요기서 얘기하는 건 / 가짜 뉴스에 대한 징벌적 처벌이잖아. /
	 내 얘기는 가짜 뉴스에 대한 판별을 어떻게 할 것이냐는 거지. /
	 이게 아까 말한 대로 / 취재하는 과정에서 그냥 악의 없이 / 쓴 건데 가짜 뉴스 / 처럼 되어 버리는 경우도 있을 거 아니야. /
	
P1 	:그까 내가 하고 싶은 말은 / 왜 확실하지 않은 거를 확실한 것처럼 / 기사를 쓰냐 이 말이지. /
	
P0 	:그까 어쨌든 니 말은 / 확실하지 않은 걸로 기사를 쓰면 / 그걸로 인해 피해를 보는 사람이 있으니 / 이것도 징벌적 처벌의 대상이 들어가야 된다는 거야? /
	
P1 	:응 당연하지. /
	
P0 	:그러면 만약에 / 이걸로 인해서 오히려 긍정적인 / 결과를 가지고 왔을 때는? /
	
P1 	:가짜 뉴스 가지고 / 긍정적인 결과가 나올 수가 있을까? /
	
P0 	:예를 들면 / 어 요소수 대란이 지금 있어. /
	 근데 / 가짜 뉴스를 내는 거지 요소수가 이제 / 어 안정적으로 공급이 됐다 / 이렇게 해서 그동안 프리미엄을 붙여서 팔던 사람들이 / 아 안되겠구나 하고 다 정가에 내놓게 됐어. /
	
P1 	:그게 /
	
P0 	:이런 /
	
P1 	:얼마나 갈 수 있을 거라고 생각해 솔직히 /
	
P0 	:그까 잘못된 정보는 언젠가는 / 정적이 될 거라는 거지? /
	
P1 	:그치. /
	 그리고 / 잘못된 정보로 인해서 아 이걸 / 우리는 구할 수 있을 거라고 생각을 했는데 / 분명 못 구한단 말이지. /
	 그러면 / 가짜로 하는 것은 / 다 금방 나타나잖아. /
	 더 이게 값이 뛸 거라는 생각은 안 해? /
	
P0 	:응 그럴 수도 있겠다. /
	 그러면 / 가짜 뉴스라고 하면 너 / 너의 기준에서 가짜 뉴스는 / 뭐 / 기자의 의도와 상관없이 / 사실과 다른 것 / 을 쓰면 모두 가짜 뉴스다 이렇게 / 본다는 거네. /
	
P1 	:가짜 뉴스지 그게 /
	
P0 	:음 / 그러면 나는 / 국민들의 알권리도 되게 중요하다고 생각하는데 / 너는 국민들의 알권리에 대해서는 어떻게 생각해? /
	 그까 가짜 뉴스도 일종의 그냥 / -보도의- 보도의 자유고 국민들의 알 권리 중에 일종이고 뭐 그렇잖아. /
	 이런 것들에 대해서는 / 상관 없다고 생각해 가짜라면? /
	
P1 	:아니지 국민들이 알 권리라면은 / 가짜 뉴스를 쓰면 더더욱 안 되지. /
	
P0 	:응 알 권리는 / 진실 /
	
P1 	:알아야겠 / 알아야겠지만 / 진실을 알아야지. /
	
P0 	:응 그럼 보도의 자유에 대해서는 어떻게 생각해? /
	
P1 	:보도 자유 /
	
P0 	:그까 왜냐면 기자들은 / 또 이 사람들이 / 보도하는 언론의 자유라는 것도 / 기본권으로 보장이 되는 거잖아. /
	 보도의 자유가 있는데 이걸 / 가짜 뉴스라고 못 쓰게 한다는 거는 어떻게 생각해? /
	
P1 	:그까 자유라 자유 / (()) 언론 보도 자윤데 / 이거를 가짜로 퍼트리는 게 / 과연 자유일까? /
	
P0 	:너는 아무리 보도의 자유가 있어도 / 이것이 진실하지 않은 내용이라면 /(note : 발화겹침) 그건 자유로써 보장될 수 없다는 거지? /
	
P1 	:그렇지 그거는 거짓 보도잖아. /
	
P0 	:음 / 그리고 만약에 / 이러면 어떻게 될까. /
	 가짜 뉴스를 썼어. /
	 근데 그것이 나중에 가니까 / 사실은 참으로 밝혀지게 되면 어떻게 되는 걸까? /
	
P1 	:내가 알고 있는 경우는 / 그런 경우는 거의 없다고 보거든. /
	 근데 / 열에 하나는 그럴 수가 있겠지 / 그럼 그 아홉 개는 / 다 거짓인 거잖아. /
	 그것 때문에 / 그 / 하나 때문에 / 거짓 기사를 계속 쓰게 할 순 없잖아. /
	
P0 	:음 / 근데 예를 들면 이런 경우는 그럼 어때? /
	 뭐 주가 니가 아까 주식 얘기를 들었으니까 / 주가에 관련해서 영향을 줄 수 있는 / 예를 들면 임상실험에 실패했다 성공했다 이런 내용을 / 기사로 냈어 성공을 / 근데 / 나중에 알고 보니까 / 어 / 성공까진 아니었고 / 쫌 실패에 가까운 결과가 나왔어. /
	 근데 나중에 다시 / 결과를 보니까 결과로 / 결과적으로는 성공이었어. /
	 그러면 이건 가짜 뉴스라고 봐야 돼 진짜 뉴스 라고 봐야 돼? /
	
P1 	:근데 / 그거는 / 그 회사에서 공제를 그렇게 / 한 거 아닐까? /
	
P0 	:음 / 그까 회사의 공시에 따르지 않은 보도는 / 너는 가짜라고 보는 거야? /
	
P1 	:그렇지 이거를 왜 기자 마음대로 / 기사를 써 회사에서 그 공시를 그렇게 낸 게 아닌데 /
	
P0 	:그까 너는 그럼 뉴스는 / 무조건 팩트를 기반 해서 사실만을 전달해야 된다 이렇게 생각하는 거야? /
	
P1 	:당연하지 그 기사를 보고서 / 모든 국민은 그 기사를 볼 텐데 / 제대로 전달을 해야지. /
	
P0 	:너는 가짜 뉴스로 / 피해를 보는 경우가 이익을 보는 경우보다 훨씬 많다고 생각하는 거지? /
	
P1 	:아무래도 그렇지 가짜 뉴스로는 /
	
P0 	:그러면 징벌적 처벌을 한다 / 라고 한다면 / 기자를 처벌을 해야 되는 거야 신문사를 처벌해야 되는 거야? /
	
P1 	:나는 그 기 / 신문사를 처벌해야 된다고 생각을 해. /
	
P0 	:나는 가짜 뉴스 / 를 보도를 하더라도 / 그것이 기자가 / 어쨌든 당시에 체크한 / 팩트에 기반한 거였다면 / -취재- 취재하는 과정에서 / 본인이 거기까지 체크한 팩트를 기반으로 / 악의 없이 쓴 기사라면 / 가짜 뉴스라고 보지 않을 수도 있다고 생각하거든. /
	
P1 	:근데 이걸 최종적으로 / 기사를 올릴 수 있게 하는 게 신문사잖아. /
	 그러면 그거를 그냥 검토도 안 하고 / 바로 승인을 한다는 거는 / 난 말이 안 된다고 생각을 해. /
	 이거 마지막에 / 최종적으로 올릴 수 검토를 하고 솔직히 / 진짜든 가짜든 / 거기서 나는 걸러야 된다고 생각을 하거든. /
	
P0 	:정확한 기반을 / 팩트를 기반으로 한 뉴스가 아니라면 / 데스크 차원에서 걸어야 된다? /
	
P1 	:그게 맞는 거 아닐까? /
	
P0 	:근데 만약에 / 그냥 이것이 예를 들면 뭐 / 어~ / 국민에게 그 당시에는 필요한 정보라고 생각을 해서 / 빨리 전달하려는 의도일 수도 있잖아. /
	
P1 	:그것 때문에 피해를 보는 사람이 생겨 / 그럼 그 책임은 누가 질 거야? /
	
P0 	:어 피해를 보는 사람이 있을 수도 있겠네. /
	 그건 내가 생각을 못 했네. /
	 그러면 / 어쨌든 보도의 / 어떤 자유 / 뭐 알 권리 이런 것들보다는 사실에 기반으로 해야 / 피해 보는 사람을 줄이는 게 더 중요하다는 거지? /
	
P1 	:기사라는 게 / 모든 사람들이 / 알려 알게 하려고 기사를 쓰는 거잖아. /
	 신문사에서도 그래서 신문을 내는 거고 / 근데 그러면은 / 제대로 된 기사를 내야지 이게 뭐 / 모든 사람들의 알 권리라고 해서 / 거짓으로 / 기사를 내고 / 그럼 그거에 대해서 뭐 / 피해를 받고 / 그럼 얘네는 / 그때는 이런 게 기사 팩트였다 / 라고 해서 이 피해를 받는 사람들을 / 보상은 절대 해 주지 않잖아. /
	
P0 	:응 그렇지. /
	
P1 	:아 다르고 어 다를 뿐이라고 / 얘기만 할 뿐 / 그러면은 내가 받은 피핸 어떡해. /
	
P0 	:그것도 그러네. /
	 근데 내가 최근에 기사를 봤을 때 / 예를 들면 어 / 떤 업체가 에이 업체가 비 업체를 인수하려는 인수전이 있을 때 / 여기 인수에 뭐 / 참여하는 업체들이 이제 / 얘네들 기사 그까 / 얘네들 각각의 회사 사정에 따라서 너무 많이 달라질 수 있잖아 / 근데 기자는 일단 뭐 / 비 업체 씨 업체가 다 참가한다고 들어서 썼어. /
	 근데 나중에 얘네가 내부 사정에 의해서 어 자기네들은 빠진다 / 이렇게 해버린 거야. /
	 이런 경우에는 이걸 가짜라고 볼 수 있을까? /
	
P1 	:그거는 가짜 뉴스가 아니지. /
	 그거는 회사에서 / 입장을 그렇게 낸 거기 때문에 / 그러 그거는 가짜 뉴스가 아니지 않을까? /
	
P0 	:이런 경우에는 너는 가짜뉴스라고 보지 않고 / 처벌을 하지 않아도 된다고 생각하는 거지? /
	
P1 	:그거는 회사가 문제가 잘못된 거지. /
	
P0 	:음 그러네 나는 그런 것도 일종의 / 가짜 뉴스라고 생각을 해서 / 이렇게 해서 처벌을 받으면 / 기자가 쪼끔 억울할 수도 있겠다는 생각을 했거든. /
	 왜냐면 / 결과적으로는 사실 회사의 잘못인데 / 기사를 본 사람들이 댓글에 가서 뭐 / 소위 말하는 기자를 비하하는 말을 하면서 / 가짜 뉴스나 쓰냐 막 이렇게 막 욕을 하고 있더라고 /
	
P1 	:그거는 나는 회사에서 잘 / 그런 공시를 한 거는 회사에서 잘못된 거라고 보고 / 그런 경우에는 / 기자는 그냥 그 공시를 보고서 / 기사를 쓴 것 뿐이잖아. /
	 그건 문제가 될 거 없다고 생각을 해 기자 입장으로써는 / 그치만 / 그런 공시가 없는데 / 그런 기사를 썼다면 / 그 기사가 잘못된 거겠지. /
	 내 입장은 / 그런 거를 가짜 뉴스라고 본다는 거야. /
	
P0 	:아. /
	 제대로 된 공시나 아니면 취재를 / 팩트로 하지 않았는데 / 자기 뇌피셜 대로 이럴 것이다라고 / 예측을 해서 쓰거나 이런 거? /
	
P1 	:그런 것 때문에 피해 보는 사람들이 / 굉장히 많아 그리고 소위 / 뭐 찌라시라고 하지. /
	 그런 / 게 도는 것도 이런 기사 / 때문이지 않을까. /
	
P0 	:맞아. /
	 나도 최근에 쫌 / 그럼 회사 인수 합병 관련해서 / 찌라시 / 비슷한 그런 가짜 뉴스를 보고 / 어 주변에 전달을 했다가 / 그게 아니어가지고 좀 곤란했던 경험이 있기는 해. /
	 근데 기자가 / 어~ 쓸 때의 의도도 가짜 뉴스라는 걸 / 판명하는 데에 도움이 될까? /
	 예를 들어 / 악의를 가지고 쓴 건 아니었다 뭐 이럴 수도 있잖아. /
	
P1 	:그렇지만 분명히 / 피해를 보는 사람이 생기잖아 피해를 본다는 거는 / 문제가 있으니까 피해를 보는 거잖아. /
	 그~ / 러면 안 되지 않을까. /
	(note : 발화겹침) 일단 /
	
P0 	:기자의 의도와 상관없이 / 팩트가 아니면 / 가짜 뉴스여야 된다는 거지? /
	 그러면 처벌을 한다는 거에 대해서 / 억울한 이 과정에서 억울한 사람이 생기진 않을까? /
	
P1 	:가짜 뉴스를 썼는데 왜 억울해? /
	
P0 	:그러니까 나는 뭔가 취재 과정에서 / 이게 취재라는 것이 항상 / 합리적인 사실을 기반으로만 취재가 되는 건 아니잖아. /
