# FILE DATA
ID : SDRW2100000253
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20210827
topic : 우정 > 좋아하는 친구 성격, 친구와의 관계

# SPEAKER_INFO
id : SD2100253
age : 20대
occupation : 학생
sex : 여성
birthplace : 서울
principal_residence : 경기
current_residence : 경기
education : 대재

id : SD2100254
age : 20대
occupation : 무직/취업준비생
sex : 남성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
education : 대졸

# SETTING
relation  :  연인


P0 	:오빠는 어떤 친구가 / 좋은 거 같애? /
	 어떤 성격이 편해? /
	
P1 	:나는 아무래도 내가 조금 / (()) / 음 외향적인 편이기도 하고 / 근데 내가 먼저 또 그렇다고 말을 잘 붙이는 편은 아니라서 / (()) / 처음에 조금 나한테 먼저 다가와 주는 사람이 좀 편한 거 같애. /
	 (()) / 너는 어때? /
	
P0 	:난 / 난 / 난 나도 외향적인 편이고 / 나는 사실 먼저 말도 잘 붙이는 편이라서 / (()) / 처음 ((첨)) 친해지는 건 상관이 없는데. /
	 (()) / 어 지내다 보면 감정기복이 심하지 않은 친구가 / (()) / 나랑 잘 맞고 편한 것 같아. /
	 ((두)) / 예를 들면 / 너무 우울해 하거나 / 너무 나한테 갑자기 친절하거나 / (()) / 어느 날은 너무 화를 내거나 / 이렇게 기복이 좀 있으면 내가 어떤 / (()) / 어떤 장단에 맞춰야 될지 좀 혼란스러운 거 같애. /
	
P1 	:응 / (()) / 나는 / (()) / 어 / (()) / (()) / 그렇게 감정기복이 많은 친구를 많이 / 만나 본 적은 없어서 정확히 / (()) / 어떻게 말을 해야 될지 잘 모르겠는데. /
	 (()) / 근데 뭐 이제 / 그런 친구들은 너에게 도움이 되지 않을 것 같다. /
	 (()) /
	
P0 	:그럼 오빠 친구랑 싸워 본 경험이 있어? /
	
P1 	:(()) / (()) / 음 얼마 전에 내 친구들끼리 이제 싸운 적은 있는데. /
	(note : 발화겹침) {clearing} /
	
P0 	:음 /
	
P1 	:(()) /(note : 발화겹침) 내가 직접 싸운 건 아니지만 / 그 친구들끼리 싸우게 된 거는 / (()) / 제 그 친구들끼리 고향에 가기로 했다가 / (()) / 고향에 가는 길에 / 이제 어떤 친구가 차가 있는 친구에게 데리러 오라고 했더니 / (()) / 차 있는 친구가 조금 심하게 / (()) / 뭔가 욕설 같은 걸 한 거야 그랬더니 그 상대방 친구가 / (()) / 이제 왜 / 그렇게 심하게 말을 하는 거야. /
	 근데 그 친구 입장에서는 또 다른 친구들까지 자기를 데리러 오라고 하니까 화가 났다고 하더라고. /
	 너는 친구들이랑 싸워본 경험 있어? /
	
P0 	:나 나는 / 근데 그 사람이 원래 회피 기질이 있으면 / 그게 연인 / (()) / 연애를 할 때 뿐만 아니라 이게 몬가 / 친구 사이에서도 그 기질이 드러나는 것 같은데. /
	 (()) / 그래서 뭔가 / (()) / 내가 갈등을 항상 회피하고 싶어하고 / (()) / (()) / 그러더 보니까 막 직접적으로 언성 높여서 싸운 적은 없는데. /
	 (()) / 항상 내가 내 쪽이 뭔가 먼저 / 아무 말도 안 하고 그냥 연락을 끊는다거나 / (()) / 아무 말도 안 하고 / (()) / 그냥 / (()) / 거리를 두니까 친구들은 답답해하고 / 그래서 나한테 실망하고 / 이렇게 멀어진 경우는 있었던 거 같애. /
	 근데 직접적으로 / (()) / 싸운 적은 / (()) / 없는 것 같다. /
	 (()) /(note : 발화겹침) (()) /
	
P1 	:그러면은 {clearing} 제일 좋아하는 친구는 어떤 타입의 친구야? /
	
P0 	:제일 좋아하는 친구는 / 제일 좋아하는 친구는 / 제일 좋아하는 친구가 제일 좋아하는 / (()) / 인간상? /
	(note : 발화겹침) (()) /
	
P1 	:(()) 그냥 /
	
P0 	:응 이랑 같은데. /
	
P1 	:(()) /
	
P0 	:(()) / 어 / 선을 아는 사람? /
	 (()) / (()) / 선을 그니까 잘 / 지켜서 서로 기분 나쁘거나 / (()) / 그러지 않게 / (()) / 모두 다 자기만의 바운더리가 있잖아? /
	
P1 	:{clearing} /
	
P0 	:(()) / 그걸 잘 알고 지켜 주는 그까 예의 있는 사람이지. /
	
P1 	:기생충에 박 사장처럼? /
	(note : 발화겹침) (()) /
	
P0 	:(()) /(note : 발화겹침) 그런 거지. /
	
P1 	:(()) /
	
P0 	:(()) /
	
P1 	:(()) /
	
P0 	:그래서 /(note : 발화겹침) (()) /(note : 발화겹침) 어 / (()) / 애인 말고 -근- -그- 근데 웃겨야 돼. /
	(note : 발화겹침) (()) /
	
P1 	:아 /
	
P0 	:난 웃긴 애가 좋아. /
	
P1 	:(()) /(note : 발화겹침) 선을 넘지 않고 웃겨야 된다는 거네. /
	
P0 	:(()) /(note : 발화겹침) 어. {laughing} /
	
P1 	:쉽지 않네. /
	
P0 	:(()) /(note : 발화겹침) 난 진짜 웃긴 애가 좋아. /
	(note : 발화겹침) 안 웃기면 /
	
P1 	:(()) /
	
P0 	:(()) / 난 웃긴 사람이 좋은 거 같아 뭔가 남자든 여자든 / 오빠는 어떤 사람이 좋아? /
	(note : 발화겹침) (()) /
	
P1 	:나는 /
	
P0 	:어떤 친구가? /
	
P1 	:(()) /
	
P0 	:(()) /
	
P1 	:나는 사실 / (()) / 내 친구가 되기 위한 조건은 뭐 / 그케 많지 않지만 / 그 중에 좀 중요한 거다하면은 / (()) / 술을 좋아해야 되는 거 같애. /
	 (()) /(note : 발화겹침) 내가 /
	
P0 	:아 ((룰)) /
	
P1 	:술을 좋아하니까. /
	 (()) / 나랑 같이 술을 자주 많이 먹어 줄 수 있는 친구면 좋겠고 / (()) / 그리고 / 또 다른 조건으로 꼽자면 / (()) / 여행을 좀 좋아해서 같이 여행을 다닐 수 있는 친구면 좋지 않을까. /
	
P0 	:(()) / 근데 친구들끼리 여행 가서 / 싸우는 경우도 되게 많은 거 같애. /
	 오빠도 / 싸운적 있니? /
	 엉 / 금전적인 게 쩰 많이 / (()) / 뭔가 한번에 엮이는 시기잖아 단기간에 / (()) / 그래서 그런 건지. /
	 그리고 / 시간도 제한적이고 해서 / 난 제주도가서 싸운 적 있는 거 같애. /
	 친구랑. /
	
P1 	:나는 이제 / 그 전에 얘기 했는지 모르겠지만 / 스무 살 때 딱 스무살 되자마자 유럽 여행을 갔다가 / (()) / 되게 그때는 매일 매일 보던 친구였는데 같이 가서 / 이제 한 이 주 정도 같이 붙어있다 보니까. /
	 (()) / 서로 약간 생활패턴이 안 맞는다는 사실을 알게 된 거야. /
	 그래서 나는 / (()) / 느즈막히 일어나서 랜드마크만 보고 / 주변에 있는 로컬 식당에서 음식을 먹는 스타일이었는데. /
	 그 친구는 거기에 있는 모든 / 랜드마크는 다 가야 하는 스타일이었던 거지. /
	 그래서 그 친구가 / 어느날 내가 아침에 열한 시 쯤 일어났는데. /
	 (()) / 그 친구가 자리에 없는 거야. /
	 그래서 내가 / 친구한테 카톡으로 너 어디 있냐고 했더니 / (()) / 자기가 너가 자고 있길래 그냥 혼자 아우슈비츠 수용소를 구경 왔다. /
	 그러는 거지 그래서 내가 / 아니 그러면 같이 가야지 왜 너 혼자 가느냐 했더니 / 그 친구가 / 어차피 너는 / 잘 거니까 그냥 냅두고 나왔다고 해서 / (()) / 그래서 이제 / (()) / 그렇게 한 번 싸운 적이 있었다. /
	(note : 발화겹침) (()) /
	
P0 	:근데 그 나는 좀 일찍 일어나는 {laughing} 타입이잖아 내가 아침형이라서 /
	
P1 	:응 아 그치. /
	
P0 	:(()) / 그 친구 입장이 아예 이해가 안 되는 건 아니야 / 그 친구가 틀렸다 이건 아니고 그냥 둘이 입장이 다른 거 같애. /
	
P1 	:아 /
	
P0 	:왜냐면 / (()) / 나도 뭐 / 국내 여행지면 상관없는데 만약에 유럽까지 가서 / 느즈막히 일어나는 / 야행성 친구 때문에 뭘 못 보게 되면 아쉬울 거 같애. /
	(note : 발화겹침) 지금은 아예 연락 안 해? /
	
P1 	:아니 지금도 연락하지 지금 연락하는데. /
	 근데 내가 그때 서운했던 거는 혼자 구경을 갈 수 있는데. /
