# FILE DATA
ID : SDRW2100002815
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20220226
topic : 취직 > 재취업준비, 창업

# SPEAKER_INFO
id : SD2102254
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 대구
principal_residence : 대구
current_residence : 대구
education : 대졸

id : SD2102255
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 경남
principal_residence : 경남
current_residence : 대구
education : 고졸

# SETTING
relation  :  연인


P0 	:자기는 취직 어디에 할 거야? /
	
P1 	:어 나는 일단은 / 전문직 기술을 하나 지금 가져 놓으려고 그래서 지금 전기 자격증을 준비하고 있거든 / 처음에는 장사도 되게 하고 싶었는데 / 지금 시기도 되게 안 좋고 / 일단 내 직업은 가져야 될 거 같아서 / 어 일단 기술직을 배우려고 /
	
P0 	:전기 그건 어떤 거야? /
	
P1 	:어 전기내선인데 / 어 허 / 건설 현장 아니면 리모델링 할 때도 쓰고 인테리어 할 때도 쓰거든 / 그래서 일자리도 되게 많고 / 일단 / 주변에 하는 사람 있어서 도움도 받을 수 있어서 / 어 나는 기술직을 일단 먼저 배워놓으려고 /
	
P0 	:근데 저번에 최근에 / 이력서 냈던데 거기는 어디였지? /
	
P1 	:어 구미에 약간 / 폴리이미드 / 시장 일성기업인데 / 연봉이 되게 높거든 연봉이 팔천 정도 된단 말이야 / 근데 / 아쉽게 탈락했어 / 내가 / 엇 합격자 명단 보니까 대부분 집 가까운 사람 사람들에다가 / 이십 대 중후반 그러고 공장 경력직 / 많이 채용했더라고 / 나는 공장 이력이 없어 가지고 아쉽게 안 됐어 /
	
P0 	:뭐 연봉이 엄청나네 /
	
P1 	:그래서 이번 지원자들이 좀 많았지 / 연봉 높은 만큼 일은 힘들겠지만 / 그래도 / 지금은 장사 / 할 생각이 있어서 / 어~ 그쪽 가면 되게 좋을 것 같다고 생각했는데 아쉽게 떨어져서 / 다시 전기 쪽으로 공부해야 될 거 같애 /
	
P0 	:장사는 어떤 쪽으로 생각해 봤는데? /
	
P1 	:어 나는 일단 / 밤 장사보단 낮에 / 요식업 / 식당 쪽으로 생각해 봤었거든 / 약간 밥집이나 / 약간 국밥이나 / 약간 한정식집 / 으로 생각해 봤어 / 자기는 취업 어디로 할 거야? /
	
P0 	:나는 프론트엔트 개발자가 되고 싶은데 / 아무래도 탑티어 쪽이 / 네카라쿠배라고 하는데야 그래서 / 네이버 / -카- 카카오 / 라인 / 쿠팡 / 배민 뭐 이렇게 있거든 / 그래서 그쪽에 프론트엔드 개발자로 하고 싶은데 / 어 / 그냥 웹디자인 쪽도 관심 있고 / 어 아이오스 아이 / 오에스오 개발도 관심 있어 /
	
P1 	:자기 미안한데 / 약간 디스 아닌 디스 해도 돼? /
	
P0 	:뭔데? /
	
P1 	:최근에 유튜브에 봤었거든 / 약간 요즘 / 음~ / 코딩 쪽으로 되게 학원이 많이 열리고 / 코딩 수강생이 되게 많아졌다고 들었거든 / 근데 그거 보니까 학원에서 / 자기 이 정도 배우면 / 뭐 네이버 / 이런 아까 말했듯이 네카라쿠배를 갈 수 있다고 광고 하더라고 / 근데 실질적으로 거기서 뽑는 인원들은 / 어 그 학원 수료했다고 / 지원할 수 있는 벽이 아니더라고 / 자기는 거기에 대해서 어떻게 준비하고 있어? /
	
P0 	:응 근데 학원 준비한다고 해서 네카라쿠배를 갈 순 없거든 / 거기 사실 나도 학원을 한 일 년쯤 다니다 보니까 강사 쌤이랑도 얘기를 많이 했는데 / 지금 내 상황이라든지 내 전공이라든지 / 지금 상황을 보고 얘기를 해 주기를 / 어 지금 바로는 네이버 같은데 가기에는 / 사실상 힘들다 / 지금 당장은 / 어 프론트엔드 개발자 다른 데로 쪼끔 취직을 해서 / 경력직으로 해서 가면은 훨씬 더 뚫기가 쉽다라고 얘기하더라고 / 그리고 나는 비전공자이다 보니까 / 어 / 개인적으로 준비해야 되는 것도 많고 / 최소 비전공자는 한 이 삼 년은 공부를 해야지 / 그 원서를 낼만하기도 하고 / 코딩 테스트가 제일 중요하거든 개발자 쪽에는 / 그래서 그 코딩 테스트 준비하기 위해서 / 뭐 씨뿔 / 어 / 씨뿔뿔 이라던지 씨샵 / 뭐 자바 / 이런 파이썬 이런 것들을 언어를 공부하는데 / 하나만 깊게 파도 / 몇 개월이 걸리는데 /
	
P1 	:음 나도 내 주변에 이번에 결혼한 형 친구가 / 배민에 들어갔거든 / 이번에 사월달 올라가게 되면 / 어 아무래도 / 취업자 성공 사례를 봐야 되니까 / 그 지인한테 물어봐서 / 약간 그런 기업에 가려면 어떻게 준비하는 게 좋은지 / 나도 한번 알아볼게 /
	
P0 	:그분은 어디로 취직한 건데 배민에서 /
	
